[0] 1:06	Heat. Heat.
[2414] 2:05:41	Defender says, "Thank you for replying.
[2415] 2:05:43	It's my pleasure." Yeah, I'm glad I'm
[2416] 2:05:44	glad you actually came on to the live
[2417] 2:05:46	stream here and we had the chance to
[2418] 2:05:47	talk about this because um
[2419] 2:05:51	I try to be very very circumspect before
[2420] 2:05:56	I do something like this uh because I
[2421] 2:05:59	know the power of doing it. So,
[2422] 2:06:06	okay.
[2423] 2:06:07	So, let's move on here to the next
[2424] 2:06:09	question here.
[2425] 2:06:15	We did notice Jeffrey posted.
[2426] 2:06:22	>> What did I not? Didn't notice
[2427] 2:06:24	>> Jack posted the um directory of your
[2428] 2:06:29	>> Yeah, we're going to start. Uh uh thank
[2429] 2:06:32	you Jack Ray for posting the directory
[2430] 2:06:34	to the live streams. The live streams
[2431] 2:06:36	are now going to be all indexed thanks
[2432] 2:06:38	to the work of Jack Ray. We can thank
[2433] 2:06:41	him for that wonderful project. We will
[2434] 2:06:43	start pitching it next week though
[2435] 2:06:45	>> uh when the next um when the next uh
[2436] 2:06:48	live stream goes up.
[2437] 2:06:48	>> Yeah, he just posted it in the chat.
[2438] 2:06:50	>> Okay, cool. Cool. Um yeah, we'll be
[2439] 2:06:53	having uh Jack Ray's project formally in
[2440] 2:06:56	our um in our description here so that
[2441] 2:06:59	everyone has access to it. Uh but we're
[2442] 2:07:03	just not going to do it this week
[2443] 2:07:04	because uh we got I got the URLs um of
[2444] 2:07:09	the sort of more completed project after
[2445] 2:07:11	we posted. So
[2446] 2:07:14	yeah, he did a really good job. It's a
[2447] 2:07:16	it's it's a beautiful index and solved a
[2448] 2:07:19	problem we've we've been having for
[2449] 2:07:20	years.
[2450] 2:07:33	Uh Roland goes, "Which Eastern Orthodox
[2451] 2:07:35	jurisdiction do you have deep interest
[2452] 2:07:38	or or oriental Orthodox ones?" Uh mostly
[2453] 2:07:42	Eastern Orthodox. I don't I don't really
[2454] 2:07:43	get into um oriental Orthodox that much.
[2455] 2:07:47	Um that's what I found more interesting.
[2456] 2:07:49	That's sort of what's uh I mean my
[2457] 2:07:52	family background is is Midnight and and
[2458] 2:07:56	Eastern Orthodox and um I never went I
[2459] 2:07:59	never was part of the Eastern Orthodox
[2460] 2:08:01	church but I uh was part of the
[2461] 2:08:03	Midnights. So um got very very close to
[2462] 2:08:07	them through relatives.
[2463] 2:08:16	Uh, Faith from Facts for $2 asks, "What
[2464] 2:08:18	are your thoughts on the heroing of
[2465] 2:08:20	hell?" I don't even remember what that
[2466] 2:08:22	is. That one's just remind me what that
[2467] 2:08:25	is.
[2468] 2:08:33	Uh,
[2469] 2:08:40	okay.
[2470] 2:08:42	Okay. Okay. So, the heroing of hell is
[2471] 2:08:43	the period of time between the
[2472] 2:08:45	crucifixion and the resurrection.
[2473] 2:08:48	Um,
[2474] 2:08:52	here's what
[2475] 2:08:55	I would say about this.
[2476] 2:08:58	Um,
[2477] 2:09:01	the heroing of hell
[2478] 2:09:04	is a good concept that's badly named.
[2479] 2:09:09	Okay.
[2480] 2:09:10	It should be the heroing of Hades
[2481] 2:09:16	because Christ never descended to hell.
[2482] 2:09:19	Christ descended to Hades.
[2483] 2:09:22	Hell is the Latin term that means
[2484] 2:09:24	suffering. Okay?
[2485] 2:09:28	He basically descended to Hades after
[2486] 2:09:31	the crucifixion,
[2487] 2:09:33	preached to those in captivity and set
[2488] 2:09:37	the captives free.
[2489] 2:09:39	Okay.
[2490] 2:09:41	So,
[2491] 2:09:44	so it's not the really the heroing of
[2492] 2:09:46	hell. It's the heroing of Hades, but
[2493] 2:09:50	it's been called that because of our
[2494] 2:09:51	western language as such. So, it's it's
[2495] 2:09:55	um I think it's a it's a totally um
[2496] 2:09:59	Christ did not suffer in Hades
[2497] 2:10:02	because suffering is for the cost of sin
[2498] 2:10:05	and that was paid for on the cross.
[2499] 2:10:08	So,
[2500] 2:10:11	so, um, that's what I would draw from
[2501] 2:10:14	that. So,
[2502] 2:10:17	um, anyway, I hope that helps. Um,
[2503] 2:10:20	that's but that without something more
[2504] 2:10:22	specific. That's my general thoughts. I
[2505] 2:10:23	think it's a thing that Christ from the
[2506] 2:10:26	crucifixion descended to Hades,
[2507] 2:10:29	preached to the captives, set the
[2508] 2:10:31	captives free.
[2509] 2:10:33	He might have even told the ones across
[2510] 2:10:36	the great gulf that their
[2511] 2:10:40	their fate sealed. I mean, that's
[2512] 2:10:41	possible, too. And then he and the
[2513] 2:10:45	captives rose to heaven. So, I think
[2514] 2:10:47	that's a thing, but it did not happen in
[2515] 2:10:50	hell as such. So, hope that helps. Thank
[2516] 2:10:52	you for the super chat. Really
[2517] 2:10:54	appreciate it.
[2518] 2:11:05	All right, next one here.
[2519] 2:11:10	Uh, I want to thank Jack again for
[2520] 2:11:12	gifting the channel another five uh,
[2521] 2:11:15	ancient Egypt in the Bible memberships.
[2522] 2:11:16	Thank you so much for your generosity
[2523] 2:11:18	tonight, Jack. We really, really
[2524] 2:11:19	appreciate it.
[2525] 2:11:32	Andrew Graham. Was Hagar a Muslim? No,
[2526] 2:11:35	she was an Egyptian.
[2527] 2:11:40	She was not a Muslim. Islam did not
[2528] 2:11:43	exist in the 17th century BC.
[2529] 2:11:47	Did not exist. Yes. The Quran says she
[2530] 2:11:51	was a Muslim. She's not a Muslim.
[2531] 2:11:55	It's stupid even to say she was a
[2532] 2:11:56	Muslim.
[2533] 2:12:01	She h it hitched a ride with Doctor Who.
[2534] 2:12:05	That's in the Quran, right? Yeah, sure.
[2535] 2:12:10	It's like,
[2536] 2:12:11	oh boy.
[2537] 2:12:16	Yeah. They claim everyone was a Muslim.
[2538] 2:12:18	everyone they like.
[2539] 2:12:26	Uh, moving on here.
[2540] 2:12:32	Dartley asks, "Can animal bone be shaped
[2541] 2:12:35	into a liar frame?" The answer is yes,
[2542] 2:12:38	it can be.
[2543] 2:12:40	You can turn animal bone into a harp. It
[2544] 2:12:44	makes a perfectly suitable liar frame as
[2545] 2:12:47	long as you got bones that are large
[2546] 2:12:48	enough
[2547] 2:12:50	or composite with wood. So, if you
[2548] 2:12:53	composite it with wood or have large
[2549] 2:12:55	enough bones, you can absolutely make an
[2550] 2:12:58	animal bone liframe. It's totally
[2551] 2:13:00	possible to do. I'm not sure it's the
[2552] 2:13:02	best substance for that, but you know,
[2553] 2:13:06	it'll hold a tension and if you have it
[2554] 2:13:09	in a triangular configuration, yeah,
[2555] 2:13:11	sure, why not? It would work just fine.
[2556] 2:13:23	more. This sounds so cool.
[2557] 2:13:30	Nice.
[2558] 2:13:45	All right, Matthew Herell here for 499.
[2559] 2:13:47	Thank you for the super chat. Hello,
[2560] 2:13:50	Faulk family. Well, hello, Matthew.
[2561] 2:13:53	I hope all is well. Uh, blessings to
[2562] 2:13:55	you. I'm still here. I'm glad you're
[2563] 2:13:57	still here. Wonderful. We glad you pop
[2564] 2:14:00	in and say hi every so often. He says,
[2565] 2:14:03	"That's all I have to say. I take my
[2566] 2:14:04	leave now. Good night." Well, good night
[2567] 2:14:06	and I'll thank you for so continuing to
[2568] 2:14:08	support the channel through your super
[2569] 2:14:10	chats. We really appreciate you and we
[2570] 2:14:13	hope you come back some more. You don't
[2571] 2:14:14	always have to put in a super chat. Just
[2572] 2:14:16	come on, say hello. We just like having
[2573] 2:14:19	you here. All right, so thank you so
[2574] 2:14:21	very much.
[2575] 2:14:25	Uh Dr. Martinez asks um a question here.
[2576] 2:14:28	Who do we know more about, Egypt or
[2577] 2:14:30	Mesopotamia?
[2578] 2:14:32	Actually, Egypt. Okay, we've got more
[2579] 2:14:36	writing from Mesopotamia,
[2580] 2:14:38	but we know more about Egypt.
[2581] 2:14:41	Why?
[2582] 2:14:42	Archaeological preservation.
[2583] 2:14:45	The sites in Mesopotamia are not as well
[2584] 2:14:48	preserved as the ones in Egypt.
[2585] 2:14:51	We've got more material culture from
[2586] 2:14:53	Egypt, more temples from Egypt than we
[2587] 2:14:57	do from Mesopotamia.
[2588] 2:14:59	The desert environment in Egypt
[2589] 2:15:01	preserved a lot more material culture
[2590] 2:15:03	than was was preserved in Mesopotamia.
[2591] 2:15:06	But
[2592] 2:15:08	Mesopotamia
[2593] 2:15:10	preserved a lot more things like
[2594] 2:15:12	receipts.
[2595] 2:15:15	So we got a better idea of what people
[2596] 2:15:17	bought in Mesopotamia,
[2597] 2:15:20	but we also have more idea of how people
[2598] 2:15:23	lived in Egypt.
[2599] 2:15:26	So,
[2600] 2:15:28	so it's it's a combination of things
[2601] 2:15:31	that determines how we arrive at
[2602] 2:15:34	knowledge about these cultures. And in
[2603] 2:15:37	just in the case of Mesopotamia, the
[2604] 2:15:39	writing gives us a good idea, but it's
[2605] 2:15:43	not as complete as say the material
[2606] 2:15:46	culture we find in Egypt where we find
[2607] 2:15:48	people's houses, their goods, their rat
[2608] 2:15:52	traps, um all that stuff.
[2609] 2:15:56	So, hope that helps. Thank you for the
[2610] 2:15:59	question.
[2611] 2:16:02	Bubble Trouble asks, "What is the
[2612] 2:16:05	biggest red flag to look out for when
[2613] 2:16:07	finding on or watching an ancient Egypt
[2614] 2:16:10	documentary?"
[2615] 2:16:13	Are obsolete knowledge.
[2616] 2:16:16	It is by far obsolete knowledge. That's
[2617] 2:16:20	probably the biggest red flag. Okay.
[2618] 2:16:24	Are they using stuff,
[2619] 2:16:28	ideas,
[2620] 2:16:30	old chronologies?
[2621] 2:16:32	Are they using outof-date information?
[2622] 2:16:35	Um, are they discussing theories that
[2623] 2:16:39	have been basically discredited for 30
[2624] 2:16:42	years?
[2625] 2:16:44	If they're using out-of-date knowledge,
[2626] 2:16:47	then I would say this is something that
[2627] 2:16:50	would be very very
[2628] 2:16:53	um um say um a red flag. Okay. Now, let
[2629] 2:17:00	me give you let me give you a
[2630] 2:17:02	contemporary example here. Um the
[2631] 2:17:04	patterns of evidence documentary
[2632] 2:17:07	uses the chronology of David R.
[2633] 2:17:11	Chronologists have known for a long time
[2634] 2:17:13	that that's not a valid chronology, a
[2635] 2:17:16	long time. Now, within the last 10
[2636] 2:17:19	years, we've been able to absolutely
[2637] 2:17:21	prove it. But it's been known for a long
[2638] 2:17:24	time that it doesn't it doesn't carry
[2639] 2:17:27	weight.
[2640] 2:17:29	So, that's a red flag.
[2641] 2:17:31	um a
[2642] 2:17:35	a
[2643] 2:17:37	documentary where say the options are
[2644] 2:17:39	say reduced to a couple of uh a black or
[2645] 2:17:45	white thing a bifurcation fallacy is
[2646] 2:17:48	also a red flag.
[2647] 2:17:51	So, if you hear on a on an on on an
[2648] 2:17:54	Egypt do uh documentary,
[2649] 2:17:56	um this had to happen or this had to
[2650] 2:17:59	happen,
[2651] 2:18:01	that's a red flag because there could
[2652] 2:18:03	possibly be a third option that
[2653] 2:18:05	happened. So, whenever you're you're
[2654] 2:18:08	forced to choose between one of two
[2655] 2:18:10	things, that's a red flag.
[2656] 2:18:14	Obsolete information, that's a red flag.
[2657] 2:18:18	things that are known to be incorrect at
[2658] 2:18:21	the time of filming is a red flag.
[2659] 2:18:26	So, there is a lot of of things you can
[2660] 2:18:31	look out for.
[2661] 2:18:34	And
[2662] 2:18:37	um like if they're still using Usher's
[2663] 2:18:39	chronology, that's a red flag. Sorry.
[2664] 2:18:41	>> Budge.
[2665] 2:18:42	>> Budge.
[2666] 2:18:43	>> Yeah. If they're still
[2667] 2:18:44	>> red flag.
[2668] 2:18:45	>> Yeah. They're still using budge, that's
[2669] 2:18:47	a red flag.
[2670] 2:18:54	Conspiracy theories.
[2671] 2:18:56	If if the documentary is introducing a
[2672] 2:18:59	conspiracy theory, that's a red flag.
[2673] 2:19:04	Okay?
[2674] 2:19:06	If someone says, "We don't know how the
[2675] 2:19:07	pyramids were built. Must be aliens."
[2676] 2:19:10	That's a red flag.
[2677] 2:19:16	Um,
[2678] 2:19:18	another red flag is when you're when
[2679] 2:19:20	you're brought onto a a um adventure,
[2680] 2:19:25	what what I sometimes call adventure uh
[2681] 2:19:28	voyerism. Okay, adventure voyerism
[2682] 2:19:32	where you are basically led down this
[2683] 2:19:36	sort of archaeological path of where
[2684] 2:19:38	you're searching for the truth and never
[2685] 2:19:42	find it.
[2686] 2:19:44	Um, Martinez was very uh is very big on
[2687] 2:19:47	this. She makes these documentaries
[2688] 2:19:50	where she guides you down these these
[2689] 2:19:52	this archaeological path to find
[2690] 2:19:55	Cleopatra's tomb and never finds it.
[2691] 2:20:01	Um, Arc of the Covenant specials are
[2692] 2:20:03	also notorious for this. Oh, we're going
[2693] 2:20:06	to take you on this grand adventure
[2694] 2:20:09	voyerism of of of exotic churches and
[2695] 2:20:14	exotic temples and hidden caves to find
[2696] 2:20:17	the ark of a covenant and then you don't
[2697] 2:20:21	find it. Could be
[2698] 2:20:29	vaults of Egypt. Yeah.
[2699] 2:20:32	Yeah. That's not so far from the truth.
[2700] 2:20:37	I mean, I heard I mean, I heard a guy,
[2701] 2:20:41	you know, who was um supposedly
[2702] 2:20:44	somehow connected to the Temple
[2703] 2:20:45	Institute
[2704] 2:20:47	in um in Jerusalem, you know, and he was
[2705] 2:20:51	asked, you know,
[2706] 2:20:54	do do the Jewish leaders know where the
[2707] 2:20:56	Ark of the Covenant is? and he goes
[2708] 2:21:00	a all he said was they know
[2709] 2:21:04	um those who who who who need to know
[2710] 2:21:07	know
[2711] 2:21:09	um okay so you really don't know you
[2712] 2:21:12	don't know you're just sort of puffing
[2713] 2:21:15	it up to keep people donating um yeah
[2714] 2:21:19	don't
[2715] 2:21:26	Um, Bomb Papa takes you just far enough
[2716] 2:21:29	down the rabbit hole to not notice that
[2717] 2:21:32	it just lets you out where you started.
[2718] 2:21:33	Yeah.
[2719] 2:21:35	Yeah.
[2720] 2:21:37	It's the PT Barnum.
[2721] 2:21:39	It's the PT Barnum thing where it just
[2722] 2:21:42	puts you on this this this big sort of
[2723] 2:21:45	circle and
[2724] 2:21:48	until you hit the exit, but it doesn't
[2725] 2:21:50	label it exit.
[2726] 2:21:53	And you find yourself outside the
[2727] 2:21:55	museum. Yeah.
[2728] 2:21:57	Yeah. PT BM. A sucker's born every
[2729] 2:22:00	minute.
[2730] 2:22:03	>> I do like AJ Higgins. Don't you comment
[2731] 2:22:07	on that red flag? Your Egyptologist
[2732] 2:22:11	isn't a fully
[2733] 2:22:13	>> Yeah. Uh AJ Higgins, composer says, "Red
[2734] 2:22:16	flag. Your quote, Egyptologist isn't a
[2735] 2:22:19	fully credentialed Egyptologist." Oh,
[2736] 2:22:22	yeah. There's a lot of people out there
[2737] 2:22:24	who pretend to be Egyptologists for
[2738] 2:22:26	videos that aren't Egyptologists.
[2739] 2:22:30	Um, you've got Tyus Kennedy pretending
[2740] 2:22:32	to be an Egyptologist sometimes.
[2741] 2:22:35	Scott Strifling pretends to be an
[2742] 2:22:36	Egyptologist sometimes. They're not
[2743] 2:22:39	Egyptologists in any sense of the term.
[2744] 2:22:42	You know, even Brian Wood is sometimes
[2745] 2:22:44	claimed to have been a Egyptologist and
[2746] 2:22:47	he's not.
[2747] 2:22:49	So,
[2748] 2:22:51	um, so yeah, you get a lot of people out
[2749] 2:22:54	there faking to be Egyptologists
[2750] 2:22:57	because heck, what's there to know about
[2751] 2:22:59	Egypt anyway? You know, it's just
[2752] 2:23:00	pyramids and aliens.
[2753] 2:23:02	>> Being an Egyptologist is a licensed
[2754] 2:23:06	credential.
[2755] 2:23:09	>> It's like you cannot call yourself a
[2756] 2:23:11	psychiatrist.
[2757] 2:23:12	>> Yeah. You can't call yourself a
[2758] 2:23:13	psychologist without doing the terminal
[2759] 2:23:15	degree,
[2760] 2:23:17	you know. And most of those guys haven't
[2761] 2:23:18	done the terminal degrees
[2762] 2:23:25	in notology.
[2763] 2:23:28	>> Yeah,
[2764] 2:23:29	>> you are the topologist.
[2765] 2:23:31	>> Yeah. CPM versus DOSS. Ron Wyatt just
[2766] 2:23:33	straight up paid some Arab dude to be an
[2767] 2:23:35	authority. Laugh out low. Yeah, he did.
[2768] 2:23:37	That's exactly what he did.
[2769] 2:23:41	Jack Ray, go to the Joseph Smith School
[2770] 2:23:44	of Hieroglyph interpretation. Oh yeah,
[2771] 2:23:46	that was something else, too. Yeah, it's
[2772] 2:23:48	really really clear that Joseph Smith
[2773] 2:23:50	never understood hieroglyphs. He never
[2774] 2:23:53	understood how to read language.
[2775] 2:23:55	>> And to their credit,
[2776] 2:23:58	holders that bring them university are
[2777] 2:24:02	in discussion with
[2778] 2:24:05	Well, that's a that's another matter. We
[2779] 2:24:07	won't get into that because it's more
[2780] 2:24:10	complicated than that.
[2781] 2:24:16	Milo Mortimer. I may know a lot about
[2782] 2:24:18	prehistoric life, but I'm no
[2783] 2:24:20	paleontologist. Yet, I'm still more of a
[2784] 2:24:22	paleontologist than cough. Brian Young
[2785] 2:24:25	cough.
[2786] 2:24:26	Yeah, that that Brian Young video was um
[2787] 2:24:29	was rough.
[2788] 2:24:32	How that guy was ever allowed to teach
[2789] 2:24:35	children
[2790] 2:24:36	scares the heck out of me.
[2791] 2:24:41	got almost everything wrong.
[2792] 2:24:44	So,
[2793] 2:24:47	okay, I see PA888 just showed up here.
[2794] 2:24:49	So, I got that in mind.
[2795] 2:24:54	Okay, next. Moving on here.
[2796] 2:25:11	Matthew Herrell for 199. Thank you for
[2797] 2:25:14	the super chat. Anakah disagrees with
[2798] 2:25:16	your enjoyment of sand.
[2799] 2:25:20	I like sand. Sand feels good. Sand's
[2800] 2:25:23	nice
[2801] 2:25:25	at the beach.
[2802] 2:25:26	>> Yeah, beach is kind of annoying, but
[2803] 2:25:28	Egyptian sand's really nice. You can
[2804] 2:25:30	clean your hands with it.
[2805] 2:25:39	$20 sponsor question.
[2806] 2:25:41	>> Yeah, I saw that. Yeah, I'm keeping um
[2807] 2:25:44	the next one he will sponsor.
[2808] 2:25:47	>> Do you see Jack Ray Baron versus Brian
[2809] 2:25:51	Young dueling?
[2810] 2:25:53	>> Oh boy. Jack Ray Baron versus Brian
[2811] 2:25:57	Young dueling banjos.
[2812] 2:26:01	Yeah.
[2813] 2:26:03	Uh, fringe versus fringe.
[2814] 2:26:29	Next one here.
[2815] 2:26:38	Andagram actually asks a question that's
[2816] 2:26:40	probably more
[2817] 2:26:42	interesting than um it seems at first
[2818] 2:26:45	blush.
[2819] 2:26:47	Does God divide as much as we do?
[2820] 2:26:52	God has divided humanity
[2821] 2:26:56	several times. You know the whole uh
[2822] 2:26:59	Tower of Babel is a division of
[2823] 2:27:02	humanity.
[2824] 2:27:05	Why is it a division of ha humanity?
[2825] 2:27:07	Because it's Cirus's purposes.
[2826] 2:27:11	Um there are times you know there's
[2827] 2:27:13	there's one um
[2828] 2:27:16	uh statement I can't remember where in
[2829] 2:27:18	the Bible where it says you know you you
[2830] 2:27:21	divide among yourselves
[2831] 2:27:24	um so that God may be glorified by you
[2832] 2:27:27	know the truth
[2833] 2:27:29	>> is that what he's saying or is he asking
[2834] 2:27:31	if
[2835] 2:27:32	>> well it has to do
[2836] 2:27:34	>> persons of
[2837] 2:27:35	>> no no this is this is the question was
[2838] 2:27:37	in context the original context was in
[2839] 2:27:39	question to the orthodox orthodox
[2840] 2:27:42	Protestant debate.
[2841] 2:27:44	So
[2842] 2:27:47	yeah, Andrew Graham says uh humanity
[2843] 2:27:49	would have stayed put if God had
[2844] 2:27:50	intervened and that's absolutely true.
[2845] 2:27:52	He you know God humanity would have
[2846] 2:27:55	stayed put you know because there's no
[2847] 2:27:58	no incentive to go out into that brave
[2848] 2:28:00	ugly world that that that nasty ugly
[2849] 2:28:02	world if if you didn't have the
[2850] 2:28:04	incentive to do it.
[2851] 2:28:06	Yeah. He says he meant within
[2852] 2:28:08	denominations. I do think God did play a
[2853] 2:28:11	role in the division of denominations.
[2854] 2:28:15	Cuz here's here's my view of the Holy
[2855] 2:28:17	Spirit.
[2856] 2:28:19	Okay. How do we know that the Holy
[2857] 2:28:20	Spirit acts?
[2858] 2:28:22	Through the controversies of the church.
[2859] 2:28:25	That's how the Holy Spirit acts in the
[2860] 2:28:28	church. Through its controversies,
[2861] 2:28:31	through its debates, and through its
[2862] 2:28:33	divisions.
[2863] 2:28:36	So when there's a division, a debate
[2864] 2:28:38	that results in a division,
[2865] 2:28:41	the Holy Spirit does speak through that.
[2866] 2:28:45	And the Holy Spirit at that point is
[2867] 2:28:47	basically saying, "Okay, it's better for
[2868] 2:28:49	you guys to be set apart
[2869] 2:28:53	that you may come to your own
[2870] 2:28:56	workings through the Holy Spirit."
[2871] 2:29:00	So,
[2872] 2:29:03	so um Jack Ray, the old divide and
[2873] 2:29:05	multiply. Well, you know what? It
[2874] 2:29:08	happens. It works as a strategy. You
[2875] 2:29:10	know, you can't you can't I mean works
[2876] 2:29:13	for bacteria. That's how bacteria
[2877] 2:29:15	multiply. Divide and multiply.
[2878] 2:29:21	So,
[2879] 2:29:25	so uh
[2880] 2:29:28	so every every um you know every church
[2881] 2:29:30	has gone through this where there's a
[2882] 2:29:33	controversy
[2883] 2:29:35	and you know there is you know there's
[2884] 2:29:39	debate and argument and you know the
[2885] 2:29:43	Holy Spirit does act in that debate and
[2886] 2:29:45	argument but there is also division too.
[2887] 2:29:52	Bomb papa destroy to create. Um, well,
[2888] 2:29:56	every church has a life cycle. Okay,
[2889] 2:29:59	let's I mean, we should talk about this
[2890] 2:30:00	a little more. Every church has a life
[2891] 2:30:02	cycle. Okay, no church lasts forever.
[2892] 2:30:07	No church lasts forever.
[2893] 2:30:11	Um,
[2894] 2:30:13	churches are born,
[2895] 2:30:16	they grow,
[2896] 2:30:18	they multiply,
[2897] 2:30:20	and they die.
[2898] 2:30:23	All of them do this.
[2899] 2:30:27	All churches go through that process.
[2900] 2:30:32	There's no church that lasts forever.
[2901] 2:30:37	And this is just the way of how churches
[2902] 2:30:40	do things. You know, they're basically
[2903] 2:30:43	planted. That's the birth of a church. A
[2904] 2:30:46	church plant is the birth of a church.
[2905] 2:30:49	Then it grows in in the congregation
[2906] 2:30:51	grows. Congregation gets too big,
[2907] 2:30:55	then it splits
[2908] 2:30:58	or it sends out missionaries to plant
[2909] 2:31:00	new churches. Okay, this is how churches
[2910] 2:31:03	multiply. either through splits or
[2911] 2:31:06	through evangelization or missions work.
[2912] 2:31:09	Okay? So that's how a church multiplies
[2913] 2:31:14	and then the church declines.
[2914] 2:31:17	Every church goes through a phase of
[2915] 2:31:18	decline. Goes through decline, old age,
[2916] 2:31:23	sinility,
[2917] 2:31:24	uh it might accept sloppy doctrines
[2918] 2:31:28	and then finally is
[2919] 2:31:31	it it dies. it's deincorporated.
[2920] 2:31:34	It gets mowed over by eminent domain. Uh
[2921] 2:31:37	there's a lot of reasons why a church
[2922] 2:31:38	will die.
[2923] 2:31:40	Um I've seen churches die because
[2924] 2:31:44	it's decided to go liberal
[2925] 2:31:48	and basically it went from a healthy
[2926] 2:31:50	large congregation to 50 people and when
[2927] 2:31:54	the trust funds ran out the door shut
[2928] 2:31:55	down. I've seen churches die because the
[2929] 2:31:59	city put a freeway through it.
[2930] 2:32:03	>> Yeah,
[2931] 2:32:04	>> I've seen that happen.
[2932] 2:32:05	>> That one was impossible to stop.
[2933] 2:32:07	>> Yeah, you can't stop that. There's no
[2934] 2:32:09	way you can stop that.
[2935] 2:32:12	Okay. Um the Menite Church that I was a
[2936] 2:32:15	part of, that's what happened to them
[2937] 2:32:18	is eminent domain put a freeway through
[2938] 2:32:21	it.
[2939] 2:32:26	I've seen churches die because the
[2940] 2:32:28	building burned down.
[2941] 2:32:32	I've seen churches die because of of of
[2942] 2:32:37	infighting.
[2943] 2:32:38	Oh, holy crow. And one set of infighting
[2944] 2:32:42	can can destroy a church.
[2945] 2:32:46	Um I've seen a church split over a
[2946] 2:32:49	carpet issue.
[2947] 2:32:50	>> Oh yeah.
[2948] 2:32:51	>> The color of the carpet. color of the
[2949] 2:32:53	carpet.
[2950] 2:32:54	>> Do we go with gray or do we go with
[2951] 2:32:56	pigeon?
[2952] 2:32:59	>> It was that pink.
[2953] 2:33:02	>> Yeah, it's it's that p it's it's that
[2954] 2:33:05	pigeon color two-tone color that that uh
[2955] 2:33:09	gray and pink together versus just gray.
[2956] 2:33:14	>> Seriously? Yeah. Yeah.
[2957] 2:33:16	>> Yeah. So,
[2958] 2:33:18	>> church split over
[2959] 2:33:19	>> Yeah. Church split over the color of the
[2960] 2:33:21	carpet.
[2961] 2:33:24	Little trouble goes. What? Yeah. Oh,
[2962] 2:33:26	yeah. Definitely.
[2963] 2:33:33	So,
[2964] 2:33:35	uh,
[2965] 2:33:42	oh, look, we got a heretic in the chat.
[2966] 2:33:45	um
[2967] 2:33:47	just
[2968] 2:33:49	like
[2969] 2:33:54	>> okay so yeah so so every church does go
[2970] 2:33:58	through that process of birth life
[2971] 2:34:04	division
[2972] 2:34:06	or multiplication and death just this
[2973] 2:34:09	how this is true of every church
[2974] 2:34:12	okay so let's move on
[2975] 2:34:33	Um
[2976] 2:34:36	and uh IC asks, "How does a scholarly
[2977] 2:34:39	consensus view that Ecclesiastes is
[2978] 2:34:41	pseudo uh pseudopigraphy?
[2979] 2:34:44	uh not solommentic authorship affect
[2980] 2:34:47	your model of inspiration regarding
[2981] 2:34:49	human divine authorship and literary
[2982] 2:34:51	deception.
[2983] 2:34:52	Um,
[2984] 2:34:55	it's not pseudepigri.
[2985] 2:34:57	It's not pseudapigful.
[2986] 2:34:59	Um,
[2987] 2:35:02	here's the thing with Ecclesiastes.
[2988] 2:35:07	It's Solomon is not claimed to be the
[2989] 2:35:10	authorship author of the text. We many
[2990] 2:35:14	uh scholars have have assumed that but
[2991] 2:35:18	the text doesn't claim it.
[2992] 2:35:22	So, um,
[2993] 2:35:25	if it's the te the text says that the
[2994] 2:35:28	author is Cohellet,
[2995] 2:35:31	that's the name of the book. That's
[2996] 2:35:32	that's who it's named after. Cohellet.
[2997] 2:35:35	Who is Cohellet? He's the son of a king.
[2998] 2:35:39	We don't know which one.
[2999] 2:35:41	It could be any son of the king of a
[3000] 2:35:43	king.
[3001] 2:35:45	So, you know,
[3002] 2:35:50	um,
[3003] 2:35:51	so the it's basically saying this this
[3004] 2:35:56	idea
[3005] 2:35:57	that
[3006] 2:35:59	it's it's one of these ideas that has
[3007] 2:36:03	been born out of bad Sunday school
[3008] 2:36:06	teaching.
[3009] 2:36:08	Oh my gosh.
[3010] 2:36:11	If I had a dollar for every scholar that
[3011] 2:36:15	responds to bad Sunday school teaching
[3012] 2:36:18	like it was absolute fact
[3013] 2:36:22	I'd be pretty wealthy.
[3014] 2:36:25	Okay.
[3015] 2:36:28	This is a case where the scholarly
[3016] 2:36:29	consensus view is responding to bad
[3017] 2:36:33	Sunday school theology
[3018] 2:36:35	like it's absolute fact.
[3019] 2:36:41	Ecclesiastes does not claim solommonic
[3020] 2:36:43	authorship. It just doesn't.
[3021] 2:36:47	It claims to have been written by
[3022] 2:36:50	Cohellet, son of a king.
[3023] 2:36:53	Which king? We're not told. We don't
[3024] 2:36:56	know.
[3025] 2:36:58	We guess, some people guess it was
[3026] 2:37:00	Solomon because it's a very wise book
[3027] 2:37:03	and it's a book full of wisdom.
[3028] 2:37:07	But we don't know this.
[3029] 2:37:13	So,
[3030] 2:37:15	so it's like just because this I mean so
[3031] 2:37:18	in that respect the consensus view that
[3032] 2:37:21	Ecclesiastes is pseudapigraphy is sort
[3033] 2:37:23	of ludicrous. It's it's an absurd. It's
[3034] 2:37:27	an absurd claim because it's not
[3035] 2:37:30	something Ecclesiastes claims,
[3036] 2:37:33	you know. I mean, are they going to say
[3037] 2:37:35	there's no there, you know, Cohellet is
[3038] 2:37:38	pseudopigraphy when we don't know who
[3039] 2:37:39	Cohellet is? Well, then how do you know
[3040] 2:37:41	it's pseudopigraphy if you don't know
[3041] 2:37:43	who Cohellet is?
[3042] 2:37:48	Oops.
