[0] 1:13	[Music]
[904] 1:38:38	the the amazon um cereal that's gonna come out i'm dreading it um i don't think that one's
[905] 1:38:44	going to be good um you just sort of get an indication when it's going to be good and when it
[906] 1:38:49	isn't i think dune 2021 if if i'm if i was to place my bets here i would say that that
[907] 1:38:55	was going to be excellent it has all the earmarks of a good production
[908] 1:39:02	uh it looks like they went big you know they they captured the grandeur of dune
[909] 1:39:08	they also captured the alieness of it you know this is supposed to take place thirty thousand years in the future
[910] 1:39:16	well our civilization today is nothing like what say civilization was five thousand
[911] 1:39:23	years ago well what's it gonna look like 30 000 years from now you know that's
[912] 1:39:30	that's what a dune movie has to be able to capture is that sort of spans of time that
[913] 1:39:37	development that that history of events happening over not just millennia but
[914] 1:39:44	tens of millennia very very difficult thing to capture in a movie
[915] 1:39:50	but when you see the secret sauce you kind of go okay yeah
[916] 1:39:56	he's he's got he's got he's got a a a style here that that that you know communicates that
[917] 1:40:03	so i'm very much looking forward to that film i think it's probably going to be very good so anyway thank you for the
[918] 1:40:09	super chat very much appreciated
[919] 1:40:15	okay mouthwash uh five israeli shekels thank you very sorry six of israeli shekels thank you very much for the
[920] 1:40:21	super chat uh frodo jack's question i wanna know that too okay let's see what frodo
[921] 1:40:28	jack's question was uh
[922] 1:40:33	there i see it okay photoshack we know that the roman emperors were
[923] 1:40:39	considered gods uh starting with augustus caesar yeah uh is it possible that some of the
[924] 1:40:45	prominent gods of egypt like rey horus osiris uh etc were originally rulers
[925] 1:40:53	it's possible yeah it's possible that that way back in antiquity
[926] 1:40:58	in say the pre-pre-dynastic period that some of these um these uh gods of egypt might have been
[927] 1:41:05	originally human beings that were just kings now it would they would have been kings
[928] 1:41:11	before the unification of egypt we do see that some of these kings um
[929] 1:41:20	you know in say the um the turin cannon uh
[930] 1:41:26	when it does trace back the king's list of ancient egypt it does include rey
[931] 1:41:33	uh horus osiris and even seth as as kings of egypt
[932] 1:41:40	and it doesn't describe them extraordinary long reigns like i think rey is given a reign of 50 000 years
[933] 1:41:46	you know it's it's one of those things that you know is is sort of
[934] 1:41:52	reminiscent of say the sumerian uh kings list so
[935] 1:41:58	this idea that that the kings were preceded by gods is not unusual
[936] 1:42:03	now could they have been rulers before possibly we do see in egypt um
[937] 1:42:10	that some people some human beings were eventually venerated and elevated to godhood
[938] 1:42:18	imhotep is one of the one of the big examples the engineer
[939] 1:42:23	and vizier that designed the uh the pyramid of zozer he was
[940] 1:42:28	later on um seen as a healing deity and his his status was elevated from
[941] 1:42:35	human to being a deity so we do see this happening in egypt
[942] 1:42:41	this this apotheosis does happen in egypt it doesn't happen often but it did happen
[943] 1:42:49	now we also do see that say for example some of the pre-dynastic
[944] 1:42:56	tombs of say the nagada three period or dynasty zero were also confused as being the tombs of
[945] 1:43:04	gods like for example a king jer you know his tomb is is confused as
[946] 1:43:10	being the tomb of osiris so uh during the middle kingdom
[947] 1:43:17	uh people used to lay steely uh you know in veneration of osiris at
[948] 1:43:24	at this tomb without knowing that it was actually a dynasty zero tomb
[949] 1:43:29	and we do also know as well that there were kings that were just
[950] 1:43:35	named according to animals like for example we have say um two
[951] 1:43:41	kings that are named king scorpion there's a scorpion the first and the scorpion the second
[952] 1:43:47	and really all we have uh of their we we have records of them in in so far as pot
[953] 1:43:54	charts you know pot shards uh you know feature the name of this king which is just portrayed as a scorpion
[954] 1:44:02	you know so um in the case of a god like horus where horuses also say the word for
[955] 1:44:09	falcon you know um a [ __ ] you know
[956] 1:44:15	it's it's possible that there was a king horus that you know became later on associated
[957] 1:44:22	with the um the falcon god horus so it's it's entirely possible
[958] 1:44:30	so anyway uh thank you mouthwash for funding photojax's question very much appreciate
[959] 1:44:37	it and thank you for project for asking such an interesting question
[960] 1:44:43	okay
[961] 1:44:50	now i think we were we've uh gone past time now it's uh 9 45
[962] 1:44:58	so we're about to call it a night um oh we got last minute and i don't
[963] 1:45:04	mind that i do not uh for those for those of you out there since we did do a lot
[964] 1:45:10	of non-super chats now and i want to make sure i'm clear about this too which is i'm trying to make more of an
[965] 1:45:17	effort to get more non-super chats in so i'm starting to take them earlier in the night too so i make sure
[966] 1:45:23	i get lots of super non-super chats in as well and i'm not feeling guilty about non-super chess tonight because we took
[967] 1:45:29	a lot of them so um but we do have a super chat here
[968] 1:45:34	from jared gilmore for five dollars thank you very much for the super chat i very much appreciate it
[969] 1:45:42	again super chats keep this channel funded it keeps us going it uh it allows us to do this research and it allows us
[970] 1:45:48	to make more videos so uh the more support we get financially
[971] 1:45:54	the the more it helps us to to make uh make this content
[972] 1:46:00	okay uh did the egyptians have any flood myths if so how do they differ and
[973] 1:46:07	correspond to the biblical story and other near eastern flood stories okay
[974] 1:46:13	now egypt is a little different uh than other say um ancient eastern
[975] 1:46:22	cultures uh for example you know you've got the the the tale of gilgamesh that's that's
[976] 1:46:27	all over the ancient near east but it didn't really that resonate that much in egypt
[977] 1:46:32	um and in the tale of gilgamesh there is a flood flood story
[978] 1:46:39	well in egypt you don't really need a flood story
[979] 1:46:46	you had an annual actual annual flood that happened every year in egypt
[980] 1:46:54	the flood the annual inundation was a big flood that drove everyone off of their farms
[981] 1:47:00	and on to high land onto high ground every year it caused havoc and
[982] 1:47:05	destruction nobody needed a myth of a flood in ancient egypt i'll tell you that
[983] 1:47:11	uh okay it was it was a fact of life in egypt
[984] 1:47:18	uh floods were flat uh the great flood and a great flood was a fact of life
[985] 1:47:25	okay now with that said there are water myths uh that that that concern
[986] 1:47:32	the creation in ancient egypt uh for example
[987] 1:47:37	one of the creation myths that we have in say egypt is the the the
[988] 1:47:44	the uh the waters of the primordial waters
[989] 1:47:50	okay and we see the primordial waters uh referenced in a number of ways
[990] 1:47:56	like for example we see it referenced with the ray myth where
[991] 1:48:01	[Music] the egg of rey array is the sun god he's a falcon
[992] 1:48:08	and he hatches from an egg and where the egg comes from is
[993] 1:48:15	the primordial waters generate the egg
[994] 1:48:21	ray is hatched from the egg and then the waters are parted
[995] 1:48:26	to expose the land and the sky
[996] 1:48:32	and then raise sails across the sky around the around the land and the waters okay
[997] 1:48:38	so we do see here as a similar similarity here with say uh the biblical
[998] 1:48:44	study of the biblical um uh story uh particularly genesis one
[999] 1:48:49	where god parts the la of waters you know drives back the waters you know parts the waters to create the sky and
[1000] 1:48:57	to make the dry land appear so we do see that
[1001] 1:49:03	we also do see several gods in egypt associated with
[1002] 1:49:08	with the waters and the destruction that's caused by the waters so for example we do see you know
[1003] 1:49:16	in respect to say um the nile myth we have the god happy who's god of the nile he's a god of
[1004] 1:49:23	abundance but he's also the god of you know destruction by flooding
[1005] 1:49:30	so in that respect we we do see um a kind of flood myth
[1006] 1:49:38	in egypt what we don't see is we don't see the arc in egypt
[1007] 1:49:44	um and by that i mean uh noah's ark now one of the interesting things about noah's
[1008] 1:49:51	ark is that it actually uses an egyptian word
[1009] 1:49:57	noah's ark actually uses an egyptian loan word uh that long word is tebba
[1010] 1:50:04	tebba in egyptian is a box okay it's a box
[1011] 1:50:12	uh and it's a general utility box
[1012] 1:50:17	so it's very very interesting that you know even though say um
[1013] 1:50:23	the biblical story of the flood say more corresponds to what we would
[1014] 1:50:30	say find in the um tale of gilgamesh
[1015] 1:50:35	it's using egyptian vocabulary so it's very very strange in that respect we we do find that that
[1016] 1:50:42	there's this aspect of say uh egyptian ritual
[1017] 1:50:48	and egyptian um like for example one of the things
[1018] 1:50:53	about the ark noah's ark is it's it's
[1019] 1:50:58	what i call a sacralizing converter in egyptian temple rituals
[1020] 1:51:06	if you wanted to give a a offering to a god what you would have to do is you would
[1021] 1:51:12	have to take your profane offering let's say it's figs you put your profane
[1022] 1:51:18	figs into a box the priests will chant spells over it
[1023] 1:51:25	you know and do these rituals over it they'll carry it over to their god
[1024] 1:51:31	open up the lid of the box and out comes these sacred fakes that are now fit to
[1025] 1:51:37	be presented to god there are the gods well in many respects noah's ark is that
[1026] 1:51:46	sort of sane sacralizing converter it takes
[1027] 1:51:52	um all these profane animals that are from that old world
[1028] 1:51:58	you know you know the two by twos the p the sevens you know um
[1029] 1:52:04	noah his his wife uh their son three sons hampshire and [ __ ] uh japeth
[1030] 1:52:12	and their wives and puts them on this into this box this
[1031] 1:52:18	taba and then it goes through this process of purification which is the
[1032] 1:52:25	flood itself you know it's a lot of water you know and and water is is always a a
[1033] 1:52:32	solvent that that that purifies and out of the box comes this purified
[1034] 1:52:37	world with purified animals with purified humans that are able to now inhabit the land
[1035] 1:52:44	so there's actually a lot going on here that i think is very very
[1036] 1:52:49	interesting um i'd say that there's more egyptian
[1037] 1:52:54	ritual involved in say the flood stories than the egyptian myth
[1038] 1:53:00	some egyptian myth too but mostly egyptian ritual but we also too have that's those those
[1039] 1:53:06	ancient near eastern myths stories too like gilgamesh that seem to do have some
[1040] 1:53:11	correspondence to it as well so anyway i hope that answers your question
[1041] 1:53:16	thank you very much for the super chat very much appreciated okay i think we are going to actually
[1042] 1:53:23	call it a night at this point we're five minutes till 10
[1043] 1:53:28	and um we've almost gone for two hours so uh
[1044] 1:53:34	we've done lots non-super chats we've answered a lot of questions tonight anyway i want to thank everyone who's
[1045] 1:53:40	joined us tonight uh oh one more super chat here from mouthwatch
[1046] 1:53:46	for 15 israeli shekels uh keep playing assassin's creed origins
[1047] 1:53:53	one of the most beautiful and wondrous settings ever made if you ever find leveling tedious
[1048] 1:53:58	do it with cheats enemies level with you
[1049] 1:54:03	[Laughter]
[1050] 1:54:09	uh i'm really much more of a um oh a uh
[1051] 1:54:14	elder scrolls fan myself um i also play a lot of fallout too so
[1052] 1:54:21	those are those are ten more series i like but but uh you know
[1053] 1:54:27	assassin's creed origin just feels like like like like work you know
[1054] 1:54:34	so it's very hard for me to actually play it um
[1055] 1:54:40	oh i like this too from rg strategy ac origins i called grand theft chariots
[1056] 1:54:51	okay so uh with that said uh thank you very
[1057] 1:54:57	very much for everyone who's joined tonight um thank you very much for all the uh sponsors uh those who sponsor
[1058] 1:55:04	this channel through your super chats uh thank you to all my patreon subscribers uh patreons uh who who do
[1059] 1:55:12	help fund this uh and thank you very much for the people who subscribe to my channel and
[1060] 1:55:18	watch my videos uh because that helps pay the bills too uh it really much every time you see an
[1061] 1:55:24	ad on on youtube that helps support this channel so with that said
[1062] 1:55:29	thank you very much for watching tonight and i'll see you next time on ancient egypt and the bible goodnight everyone
[1063] 1:55:36	[Music]
[1064] 1:56:35	you
