[0] 2:51	Heat. Heat.
[2828] 2:28:42	speed at this point.
[2829] 2:28:45	All right, let's move on to the next one
[2830] 2:28:47	here.
[2831] 2:28:50	Uh Nathan for 499. Thank you for the
[2832] 2:28:52	super chat. Hi, hello.
[2833] 2:28:56	I lean towards non-cordous creationist
[2834] 2:28:59	uh creation interpretations.
[2835] 2:29:01	I think that's a good thing. I have no
[2836] 2:29:02	problem with this. I have a gut feeling
[2837] 2:29:05	that such views don't take the passages
[2838] 2:29:07	as real. Can you help? Um,
[2839] 2:29:12	real is real is a is a slippery word.
[2840] 2:29:18	Um,
[2841] 2:29:22	I I I don't like that use of the word
[2842] 2:29:25	real
[2843] 2:29:26	because there's a lot of senses in which
[2844] 2:29:28	something can be real or not real.
[2845] 2:29:32	Um I I prefer in the case of say a
[2846] 2:29:36	non-concordist view of creation
[2847] 2:29:40	the idea of say mytho history. I like
[2848] 2:29:44	the idea of of of
[2849] 2:29:49	what's it called now? Analogical
[2850] 2:29:51	thinking.
[2851] 2:29:54	There's a lot of things that ways that
[2852] 2:29:58	that we could describe these passages
[2853] 2:30:01	that are much more informative and much
[2854] 2:30:04	more helpful than just simply saying
[2855] 2:30:06	it's real.
[2856] 2:30:09	So,
[2857] 2:30:12	Michael G says here, uh, kitchen use the
[2858] 2:30:15	term protohistory.
[2859] 2:30:17	Um,
[2860] 2:30:18	yeah, first history, you know, that's
[2861] 2:30:20	that's that's an okay way of of putting
[2862] 2:30:22	it, but even that's not that
[2863] 2:30:24	particularly helpful. Um,
[2864] 2:30:30	it is it is definitely myth of history.
[2865] 2:30:34	Um, there is, um, I like to be honest, I
[2866] 2:30:37	like the term ritual pearl gman,
[2867] 2:30:41	which is probably not that helpful to a
[2868] 2:30:43	lot of people, but uh,
[2869] 2:30:46	ritual pearl of gobanon.
[2870] 2:30:49	I thought it was very rolly rolls off a
[2871] 2:30:52	dog real well.
[2872] 2:30:55	>> You would
[2873] 2:30:58	dark play goes but Patrick myth though
[2874] 2:31:01	history is just an idea that William
[2875] 2:31:03	named Craig made up. Come on Patrick.
[2876] 2:31:07	Yeah. Uh Lutheran satire's gone off the
[2877] 2:31:09	deep end on that one.
[2878] 2:31:13	Yeah. No, it was not made up by William
[2879] 2:31:15	Lane Craig. Sorry. Um, long predates
[2880] 2:31:20	Craig
[2881] 2:31:25	Jack Ray. Blah blah blah blah menon
[2882] 2:31:33	blah blah blah blah mon.
[2883] 2:31:42	Okay,
[2884] 2:31:47	let's move on here.
[2885] 2:32:00	I'm going to
[2886] 2:32:02	What we do time here?
[2887] 2:32:05	All right, 10. We're at 10:30 here.
[2888] 2:32:21	All right. Uh, we got this uh member
[2889] 2:32:23	question from Milo Mortimer here.
[2890] 2:32:27	Favorite nonarchosaurian
[2891] 2:32:30	extinct fauna
[2892] 2:32:32	families, genera species,
[2893] 2:32:36	uh, etc. I'm personally a big uh
[2894] 2:32:39	Gorgonopsid fan. Okay, Gorgonovsday. Oh,
[2895] 2:32:44	that's a nice that's a nice uh nice
[2896] 2:32:48	family. Um
[2897] 2:32:52	uh basically those Postasukids, huh?
[2898] 2:32:58	Nice. Nice.
[2899] 2:33:03	Uh
[2900] 2:33:04	yeah. Nonarchasaurian extinct fauna. You
[2901] 2:33:07	know, you got you got a variety there.
[2902] 2:33:10	You know, you've got um Dimetradon,
[2903] 2:33:13	you've got uh Postasucus.
[2904] 2:33:16	Um yeah, any of those any of those will
[2905] 2:33:19	actually, you know, uh all of those are
[2906] 2:33:22	are sort of uh Jurassic
[2907] 2:33:26	um pre precretaceious
[2908] 2:33:30	uh fauna are uh
[2909] 2:33:34	but another one
[2910] 2:33:38	um another ones are say the um the
[2911] 2:33:43	terasaurs.
[2912] 2:33:45	Yeah, plesiosaurs are also um are also
[2913] 2:33:49	um nonarchasaurian.
[2914] 2:33:52	Um uh um oh uh
[2915] 2:33:58	pterodactyls, pterodons, those those are
[2916] 2:34:01	those are also um nonarchasaurans. So
[2917] 2:34:06	um I do I do actually have a fondness
[2918] 2:34:09	for the postucus
[2919] 2:34:11	um to be very honest. Uh, I think I
[2920] 2:34:13	think they're really cool.
[2921] 2:34:15	Um,
[2922] 2:34:17	I mean, I don't always go for the big
[2923] 2:34:19	and baddies, but but yeah, they are they
[2924] 2:34:21	are kind of cool. But I also think that
[2925] 2:34:23	the Dimetradons are really cool, too.
[2926] 2:34:25	They are um there's just something about
[2927] 2:34:28	the Dimetradons that are just
[2928] 2:34:31	something really interesting with that
[2929] 2:34:34	whole sail back and the uh the needle
[2930] 2:34:38	teeth and all that. very very
[2931] 2:34:41	intimidating. Uh even though they
[2932] 2:34:43	weren't all that big, but
[2933] 2:34:52	Oh, are they are they arosaurus? All
[2934] 2:34:55	right.
[2935] 2:34:59	I didn't think uh terosaurus were
[2936] 2:35:01	arosaurus, but okay. I'll take your word
[2937] 2:35:03	for it.
[2938] 2:35:09	Okay.
[2939] 2:35:12	Uh, Dark Blade asks, "Are online
[2940] 2:35:14	bachelors or community college programs
[2941] 2:35:16	okay?" Depends what you want to do.
[2942] 2:35:18	Sometimes they are. Depends on on what
[2943] 2:35:21	you're doing it uh what your
[2944] 2:35:24	what kind of program it is. Okay.
[2945] 2:35:28	Um,
[2946] 2:35:30	for philosophy degrees, it's fine.
[2947] 2:35:34	it's probably fine to do it online as a
[2948] 2:35:36	bachelor degree or a community college
[2949] 2:35:38	degree. Um the um the competition isn't
[2950] 2:35:42	as fierce for that. Uh if you're trying
[2951] 2:35:45	to get into something like an Egyptology
[2952] 2:35:47	program where competition is
[2953] 2:35:50	exceptionally fierce,
[2954] 2:35:53	uh then it won't do. So it's like this.
[2955] 2:35:59	If the master's program is very
[2956] 2:36:01	competitive,
[2957] 2:36:02	don't do an online program.
[2958] 2:36:05	If it's not competitive,
[2959] 2:36:08	an online program, bachelor's or
[2960] 2:36:10	community college program is just fine.
[2961] 2:36:12	So, uh that's
[2962] 2:36:19	so,
[2963] 2:36:23	uh Harry Stark says, "Lab work would
[2964] 2:36:25	require physical attends though." Yes,
[2965] 2:36:27	it attending. Yes, it does. Uh, you can
[2966] 2:36:30	do that at a community college though.
[2967] 2:36:32	Uh, community colleges do have lab
[2968] 2:36:35	programs.
[2969] 2:36:36	Um, I know the ones around here do the
[2970] 2:36:40	there's several community colleges
[2971] 2:36:41	around here and they do have science
[2972] 2:36:43	programs and they do have labs that do
[2973] 2:36:45	lab work. So,
[2974] 2:36:48	now they're not online. They're
[2975] 2:36:50	community college.
[2976] 2:36:52	um but they are a lot less expensive
[2977] 2:36:54	than say a full bachelor's degree at a
[2978] 2:36:57	um major university. So again, it's all
[2979] 2:37:00	going to depend upon what you want to
[2980] 2:37:02	do.
[2981] 2:37:11	Jack Ray goes there may be fossils of
[2982] 2:37:14	arosaurs who got were caught fossilized
[2983] 2:37:17	mid ship building.
[2984] 2:37:24	Bad pun. Bad pun.
[2985] 2:37:39	Uh Icy asks, "What do you think of the
[2986] 2:37:43	early Exodus argument
[2987] 2:37:46	that the MPila leaves too little time
[2988] 2:37:49	between a late Exodus and the appearance
[2989] 2:37:50	of Israel in Canaan as a distinct group
[2990] 2:37:53	mentioned by Egypt?" Uh I think that's
[2991] 2:37:55	complete baloney. Um
[2992] 2:37:59	let's Okay, let's let's plot this out.
[2993] 2:38:02	Okay, let's really plot this out.
[2994] 2:38:06	So the late Exodus occurs in 1263.
[2995] 2:38:11	Okay. 40 years of wandering.
[2996] 2:38:15	1223.
[2997] 2:38:16	1222 they enter the holy land. Okay.
[2998] 2:38:21	1222 is when MPA comes to the throne.
[2999] 2:38:26	Israel. It takes about five years for
[3000] 2:38:30	Israel to subdue the Amorite cities. And
[3001] 2:38:33	then the next two years they spend at
[3002] 2:38:35	Shiloh.
[3003] 2:38:37	So they're off in the northern regions
[3004] 2:38:40	and the eastern areas taking care of
[3005] 2:38:43	Amorites.
[3006] 2:38:46	When um when MPa invades uh does his
[3007] 2:38:51	camp punitive campaign of Gazer,
[3008] 2:38:54	most of Israel is probably going to be
[3009] 2:38:56	at Shiloh.
[3010] 2:38:59	So, if they're going to be at Shiloh,
[3011] 2:39:02	then it's um
[3012] 2:39:07	um that sort of fits into the time
[3013] 2:39:09	frame.
[3014] 2:39:11	So, um I don't I think I think they're
[3015] 2:39:14	wrong here. Uh there's not too little
[3016] 2:39:17	time. It's just exactly the amount of
[3017] 2:39:19	time you would expect it to take. So,
[3018] 2:39:25	so I I think they're wrong. So,
[3019] 2:39:30	um, it's it's a really bad argument at
[3020] 2:39:32	the very minimum.
[3021] 2:39:45	Uh, Dark Boy goes, I've heard this from
[3022] 2:39:47	Patterns of Evidence and from Frank
[3023] 2:39:49	Turk, both in his original MEPA short
[3024] 2:39:51	and his from 2024 and his recent repost.
[3025] 2:39:54	Yeah. And that that was really an
[3026] 2:39:56	embarrassing short. Anyway, oh, let's
[3027] 2:39:59	talk about Turk here. Let's show Turk
[3028] 2:40:02	here.
[3029] 2:40:02	>> The one before the Exodus is what Meito
[3030] 2:40:05	just said. Tutmos III. Tutmos III had to
[3031] 2:40:10	have a long reign longer than 40 years.
[3032] 2:40:12	Why? Because he wanted Moses dead. Moses
[3033] 2:40:17	went away for 40 years. And then when
[3034] 2:40:21	God said the one that wanted you dead
[3035] 2:40:23	has died, you can return to the land.
[3036] 2:40:27	That pharaoh has to have a reign longer
[3037] 2:40:29	than 40 years. The only one in the 18th
[3038] 2:40:32	dynasty in this era, in this period that
[3039] 2:40:35	has a reign that long is Tutmos II.
[3040] 2:40:39	Uh
[3041] 2:40:42	I always love it when um they uh show
[3042] 2:40:45	themselves up for what they are.
[3043] 2:40:53	Nice.
[3044] 2:41:10	Okay. Uh, Daniel C. Kogan asks, "Best
[3045] 2:41:13	sci-fi fantasy recommendations other
[3046] 2:41:15	than War of the Gods from the 21st
[3047] 2:41:18	century." So, no Herbert or Tokian. Ooh,
[3048] 2:41:23	21st century
[3049] 2:41:26	hasn't been great to be honest. Um,
[3050] 2:41:31	I would love to say so far that I have
[3051] 2:41:35	I've read a lot um that I really liked
[3052] 2:41:38	that's been 21st century uh science
[3053] 2:41:41	fiction.
[3054] 2:41:42	I've read some fiction that was okay.
[3055] 2:41:46	Um, I recently read a book by Noah Chin.
[3056] 2:41:49	It was okay. It wasn't terrific.
[3057] 2:41:53	Um,
[3058] 2:41:54	I've also read a book by Peter Alden as
[3059] 2:41:57	well, which was okay. Again, not
[3060] 2:42:00	terrific. Um,
[3061] 2:42:03	I do very much miss the science fiction
[3062] 2:42:06	from the 1980s, the 80s and
[3063] 2:42:10	um, late 70s, early 80s. Um, that sort
[3064] 2:42:14	of new wave science fiction is hard to
[3065] 2:42:17	still hard to beat. the Robert
[3066] 2:42:20	Silverbergs, the Clifford Semax.
[3067] 2:42:23	Um,
[3068] 2:42:24	there was a lot of good science fiction
[3069] 2:42:26	in the 1970s and 80s. So,
[3070] 2:42:30	um,
[3071] 2:42:32	so yeah, it's just I I think I think
[3072] 2:42:35	that um
[3073] 2:42:38	that um
[3074] 2:42:43	uh Neon um
[3075] 2:42:47	Dark Blood goes, "Is that the era Neon
[3076] 2:42:49	Genesis Evangelion is from?" No, it's uh
[3077] 2:42:52	Neon Genesis Evangelican is from the
[3078] 2:42:56	late 1990s. At
[3079] 2:42:58	least the manga is from the late 1990s.
[3080] 2:43:01	So
[3081] 2:43:06	um
[3082] 2:43:10	Jack Ray says the 1632 series was okay
[3083] 2:43:13	science sci-fi alt history.
[3084] 2:43:16	Yeah.
[3085] 2:43:22	Then he goes he says it fell off after a
[3086] 2:43:24	while. I'm not not surprised. Uh
[3087] 2:43:28	I'm doing more reading of I'm trying to
[3088] 2:43:30	find more contemporary stuff that's
[3089] 2:43:32	good. Um I will recommend a site though
[3090] 2:43:37	for um
[3091] 2:43:40	uh contemporary for contemporary 2000's
[3092] 2:43:44	um
[3093] 2:43:45	or um recent
[3094] 2:43:49	independent uh science fiction. And I
[3095] 2:43:53	just
[3096] 2:43:56	because people ask me for lists
[3097] 2:44:00	of recent indie science fiction. So I am
[3098] 2:44:03	going to recommend this site to help you
[3099] 2:44:06	find recent
[3100] 2:44:09	indie science fiction.
[3101] 2:44:13	A very good site for this.
[3102] 2:44:16	um they spotlight all sorts of things uh
[3103] 2:44:18	indie science fiction and fantasy.
[3104] 2:44:22	They do reviews etc. So yeah, take a
[3105] 2:44:26	look at that if you want sort of the
[3106] 2:44:28	latest on on science fiction. So
[3107] 2:44:33	okay, and there's a lot of it there's a
[3108] 2:44:36	lot of it out there right now. We're
[3109] 2:44:38	actually going through a boom of re of
[3110] 2:44:42	of of independent science fiction. Um,
[3111] 2:44:45	of course that's because a lot of the
[3112] 2:44:48	trad um sci-fi publishers are now doing
[3113] 2:44:52	exclusively romantic.
[3114] 2:44:56	Yeah. Yeah. Um,
[3115] 2:44:58	yeah. Tor just jumped ship on this. So,
[3116] 2:45:04	okay. So, hope that helps.
[3117] 2:45:10	Jack Ray for $5.
[3118] 2:45:13	Thank you for the super chat. He says,
[3119] 2:45:15	"Quote of the night for the night.
[3120] 2:45:17	Quote, "It's loose stone that sort of
[3121] 2:45:19	came loose." End quote.
[3122] 2:45:23	Ah, fun. Good times. Good times.
[3123] 2:45:27	Uh, I want to thank Jack Ray for gifting
[3124] 2:45:28	the channel uh 20 ancient Egypt and the
[3125] 2:45:31	Bible memberships. Thank you so much,
[3126] 2:45:33	Jack, for your support of the channel.
[3127] 2:45:34	Really, really appreciate. We're hoping
[3128] 2:45:36	you're feeling better, too. Uh, we've
[3129] 2:45:38	been praying for you, so uh we hope uh
[3130] 2:45:40	you're on the mend. So do let us know if
[3131] 2:45:43	you need further prayer.
[3132] 2:45:49	Uh Blue Dog, your book is featured on
[3133] 2:45:51	that site. Yes, it is.
[3134] 2:46:00	Next one here.
[3135] 2:46:07	Milo Mortimer asks, "Can I blame demons
[3136] 2:46:09	for the lack of rain where I live?
[3137] 2:46:12	I'm not sure how much control they have
[3138] 2:46:14	over the weather. Um, I don't think they
[3139] 2:46:16	have a lot of control over the weather,
[3140] 2:46:19	but you never know.
[3141] 2:46:26	>> They have control of a lot of things,
[3142] 2:46:28	but I don't think weather is one of
[3143] 2:46:30	them.
[3144] 2:46:53	Yeah. Well,
[3145] 2:46:56	all right. Uh, next one here.
[3146] 2:47:01	The bubble troubles comment. So, Kenneth
[3147] 2:47:04	Copeland stood in front of God. You
[3148] 2:47:06	start screaming like a baby xenomorph.
[3149] 2:47:09	Well, that paints an illustrative
[3150] 2:47:11	picture.
[3151] 2:47:20	Dark blade. Of course, demons control
[3152] 2:47:23	weather. How else do you explain how
[3153] 2:47:25	northern Arizona is so freezing cold?
[3154] 2:47:29	Yeah, we noticed this, too.
[3155] 2:47:32	>> Yeah. Uh we I mean
[3156] 2:47:35	>> I mean we um
[3157] 2:47:39	I mean
[3158] 2:47:41	this week went from so hot we were
[3159] 2:47:45	thinking about putting in the air
[3160] 2:47:46	conditioner we couldn't because of a
[3161] 2:47:48	landlord issue to it's freezing now.
[3162] 2:47:53	Like, how did we go from hot to freezing
[3163] 2:47:58	in like one week?
[3164] 2:48:08	>> Uh, Andrew Graham goes, "Do demons co
[3165] 2:48:11	control Kenneth Copeland or does he just
[3166] 2:48:13	follow their orders?"
[3167] 2:48:17	He makes a lot of stuff up all on his
[3168] 2:48:18	own.
[3169] 2:48:20	So um although there does seem to be I
[3170] 2:48:24	would say some demonic influence
[3171] 2:48:27	definitely demonic influence. So
[3172] 2:48:36	>> yeah definitely be careful of which
[3173] 2:48:38	voices you hear listen to inside your
[3174] 2:48:40	head.
[3175] 2:48:48	Uh Louis Sandal asks, "What are the
[3176] 2:48:50	non-negotiable requisites for a church
[3177] 2:48:53	to be Christian?"
[3178] 2:48:55	Okay. Um does it follow the tenants of
[3179] 2:48:59	the historic Christian faith? Does it
[3180] 2:49:01	follow the Trinity? Salvation by grace
[3181] 2:49:03	through faith, the um virgin birth, the
[3182] 2:49:08	fall of man, the second coming of
[3183] 2:49:11	Christ,
[3184] 2:49:12	the um the incarnation, the sinless life
[3185] 2:49:17	of Christ, his resurrection or his his
[3186] 2:49:21	crucifixion, vicarious atonement and
[3187] 2:49:23	resurrection.
[3188] 2:49:25	Those are non-negotiables of the
[3189] 2:49:27	Christian faith.
[3190] 2:49:30	uh
[3191] 2:49:32	does it practice the say the uh so
[3192] 2:49:35	that's the orthodoxy that makes a
[3193] 2:49:37	Christian now there's an orthopraxis too
[3194] 2:49:39	that has to be adhered to too does it
[3195] 2:49:43	follow does it uh perform baptisms and
[3196] 2:49:47	the lord's supper those are those are
[3197] 2:49:51	requirements
[3198] 2:49:53	does it publicly read scripture
[3199] 2:49:56	does it is there preaching
[3200] 2:49:59	Is there worship?
[3201] 2:50:01	That's the orthopraxis
[3202] 2:50:04	portion of Christianity. If it doesn't
[3203] 2:50:06	have those things, then it's not
[3204] 2:50:08	Christian. So,
[3205] 2:50:11	and of course, there's a lot of
[3206] 2:50:12	different forms of of of worship. So, I
[3207] 2:50:15	mean, the liturgy is a kind of worship.
[3208] 2:50:18	Um,
[3209] 2:50:20	singing is a kind of worship. Meditation
[3210] 2:50:24	can be a type of worship. Okay. So, but
[3211] 2:50:29	is it does it have a form of worship?
[3212] 2:50:35	So, it's got to follow both the
[3213] 2:50:37	orthopraxis of the Christian faith and
[3214] 2:50:39	the orthodoxy of the Christian faith.
[3215] 2:50:42	Long as it's got that, it's Christian.
[3216] 2:50:46	So, that's those are the
[3217] 2:50:48	non-negotiables.
[3218] 2:51:03	Oh yeah, there was one church we went to
[3219] 2:51:05	that
[3220] 2:51:05	>> that was
[3221] 2:51:06	>> called uh called it communion when it
[3222] 2:51:10	was actually taking the tithe.
[3223] 2:51:13	It's like there's no Lord's supper here.
[3224] 2:51:15	This is not this is not doing this in
[3225] 2:51:17	remembrance of me.
[3226] 2:51:19	>> Yeah. We did not make a second return to
[3227] 2:51:21	that church. Yeah, that one was really
[3228] 2:51:24	messed up. Anyway,
[3229] 2:51:30	yeah, Ra Smurf cough cough unitarian
[3230] 2:51:32	churches. Yeah, exactly.
[3231] 2:51:35	>> And remember the greeter.
[3232] 2:51:41	>> Yeah, when
[3233] 2:51:42	>> and he told her.
[3234] 2:51:46	>> Yeah.
[3235] 2:51:52	>> Okay. Okay, next one here.
[3236] 2:52:18	Uh, Kifus uh, MM1. uh asks uh thoughts
[3237] 2:52:23	on wiseman tablet theory about toadotes
[3238] 2:52:26	being source markers for prior content.
[3239] 2:52:30	Um I'm not sure exactly what you mean by
[3240] 2:52:34	this. Um it sounds interesting though.
[3241] 2:52:36	If you could explain it a little better
[3242] 2:52:37	then I might be able to answer that.
[3243] 2:52:43	Mr. White
[3244] 2:52:44	uh always all interested in a question
[3245] 2:52:46	by Mr. White here. Uh what was the
[3246] 2:52:49	purpose of separating clean animals from
[3247] 2:52:51	unclean animals? Uh the purpose was to
[3248] 2:52:54	create an antithetic to create
[3249] 2:52:57	antithetical thinking in the Israelites.
[3250] 2:52:59	Okay. Now what is antithetical thinking?
[3251] 2:53:02	Antithetical thinking is black and white
[3252] 2:53:06	thinking. Okay.
[3253] 2:53:09	So,
[3254] 2:53:11	one of the things we find in the
[3255] 2:53:12	theocratic kingdom of of of of Israel is
[3256] 2:53:16	this idea
[3257] 2:53:18	that everything has to break down into
[3258] 2:53:22	clean and unclean, holy or abomination.
[3259] 2:53:28	Okay?
[3260] 2:53:29	This is antithetical theory where you've
[3261] 2:53:32	got two polarities and everything has to
[3262] 2:53:35	be on either one side or the other.
[3263] 2:53:40	So clean animals
[3264] 2:53:42	are unclean are are in the clean
[3265] 2:53:44	category. Unclean animals are in the
[3266] 2:53:47	unclean category.
[3267] 2:53:49	And it was a way of of of basically
[3268] 2:53:53	preventing
[3269] 2:53:55	subjective or grayscale thinking
[3270] 2:53:58	basically um
[3271] 2:54:02	>> gradient thinking into religious
[3272] 2:54:04	matters.
[3273] 2:54:06	So that was the purpose is to was to
[3274] 2:54:08	train Israel to avoid gradient or as I
[3275] 2:54:13	said uh subjective thinking when it
[3276] 2:54:17	comes to matters of religion.
[3277] 2:54:20	So that was the purpose of it and uh
[3278] 2:54:24	that was why the ceremonial law was like
[3279] 2:54:27	that. It was again a method to train the
[3280] 2:54:30	Israelites to think in terms of of
[3281] 2:54:33	absolute categories. So, hope that
[3282] 2:54:35	helps. Thank you for the uh question.
[3283] 2:54:37	Really appreciate it.
[3284] 2:54:49	Okay, Matthew Herell, a long time since
[3285] 2:54:51	I've seen you. Hope you're doing well.
[3286] 2:54:54	Goes, "Hello, folks. Get it?" Uh, you
[3287] 2:54:57	won't get it. You You get it. Do you get
[3288] 2:55:01	it? Do you? Uh, I don't know.
[3289] 2:55:04	Probably not. Anyway, I don't have a
[3290] 2:55:07	question tonight. Just saying hello,
[3291] 2:55:09	folks. Uh, get it, do you? Nope. But
[3292] 2:55:13	hello anyway. It's been We haven't We
[3293] 2:55:15	haven't seen you in a while. I hope
[3294] 2:55:16	you're doing well. Uh, thank you for
[3295] 2:55:18	dropping by and uh posting a question or
[3296] 2:55:21	a comment.
[3297] 2:55:25	Okay, next one.
[3298] 2:55:30	Okay, little Zork for $5. Thank you for
[3299] 2:55:32	the super chat. He asks, "What are your
[3300] 2:55:34	thoughts on Ecclesiastes 3:21?" Well,
[3301] 2:55:37	let's bring up the Bible and let's see
[3302] 2:55:39	what it's saying.
[3303] 2:55:42	Ecclesiastes
[3304] 2:55:46	3
[3305] 2:55:48	21.
[3306] 2:55:51	Ah, this is I knew this is the verse.
[3307] 2:55:54	Okay. Who knows that the breath of man,
[3308] 2:55:56	the spirit of man ascends upwards and
[3309] 2:56:00	the spirit of the beast descends
[3310] 2:56:02	downward to the earth. Okay,
[3311] 2:56:06	here's what I'm thinking about this
[3312] 2:56:09	is
[3313] 2:56:11	who knows
[3314] 2:56:14	just like the verse says who knows
[3315] 2:56:19	that the spirit of man ascends upwards
[3316] 2:56:22	and the spirit of the beast descends
[3317] 2:56:24	downwards or is it the reverse? Who
[3318] 2:56:28	knows?
[3319] 2:56:30	We're not told
[3320] 2:56:33	the um the author of Ecclesiastes here
[3321] 2:56:37	is basically saying that man is does not
[3322] 2:56:41	have any special advantages because he's
[3323] 2:56:44	a man.
[3324] 2:56:47	Uh
[3325] 2:56:49	that animals
[3326] 2:56:53	are
[3327] 2:56:54	not necessarily at a disadvantage for
[3328] 2:56:58	being animals.
[3329] 2:57:01	So
[3330] 2:57:03	that's sort of the
[3331] 2:57:05	um and if you look at say go to back to
[3332] 2:57:09	verse 19 here for the fate of the sons
[3333] 2:57:11	of men and the fate of beasts is the
[3334] 2:57:14	same. As one dies so does the other.
[3335] 2:57:17	Indeed they have all the same spirit.
[3336] 2:57:20	Breath here and spirit are the same word
[3337] 2:57:22	by the way ruok. And there is no
[3338] 2:57:25	advantage for man over the beast. For
[3339] 2:57:28	all is vanity.
[3340] 2:57:30	All go to the same place. All came from
[3341] 2:57:33	dust and all returned to dust.
[3342] 2:57:37	Man, you're going to be born. You're
[3343] 2:57:38	going to live. You're going to die.
[3344] 2:57:40	Beast, you're going to be born. You're
[3345] 2:57:41	going to be live and you're going to
[3346] 2:57:42	die.
[3347] 2:57:45	So
[3348] 2:57:46	there is no advantage.
[3349] 2:57:50	You don't have a special advantage just
[3350] 2:57:52	because you're a human being.
[3351] 2:57:55	If anything, you got maybe a slight
[3352] 2:57:56	disadvantage because you were, you know,
[3353] 2:57:59	you're fallen.
[3354] 2:58:02	But
[3355] 2:58:04	um
[3356] 2:58:05	that said there
[3357] 2:58:08	some have speculated that this verse
[3358] 2:58:10	implies that
[3359] 2:58:12	animals
[3360] 2:58:14	go to a sacred place just like the
[3361] 2:58:16	spirits of men go to a sacred space
[3362] 2:58:19	yeah sacred place but we don't know and
[3363] 2:58:23	the writer of Ecclesiastes doesn't tell
[3364] 2:58:26	us he just sort of speculates
[3365] 2:58:30	who knows
[3366] 2:58:32	could be.
[3367] 2:58:34	So,
[3368] 2:58:39	so the only thing that we're getting out
[3369] 2:58:40	of this is that there's no advantage.
[3370] 2:58:46	Man has no advantage over the beast. He
[3371] 2:58:49	has to live
[3372] 2:58:51	and find something to eat and stay alive
[3373] 2:58:55	and die the same way as beasts do.
[3374] 2:58:59	there's just no advantage for all is
[3375] 2:59:02	vanity.
[3376] 2:59:04	And that's that's basically the
[3377] 2:59:07	observation of of of the writer of
[3378] 2:59:09	Ecclesiastes here is that he's he's
[3379] 2:59:11	looking at this and he's saying to him
[3380] 2:59:14	to to himself, you know,
[3381] 2:59:18	men struggle just like beasts do.
[3382] 2:59:21	There's no advantage here.
[3383] 2:59:24	So,
[3384] 2:59:27	so, uh,
[3385] 2:59:29	so that's really what's going on here is
[3386] 2:59:30	it's just it's it's not it's just saying
[3387] 2:59:34	who knows the, you know, the wisdom of
[3388] 2:59:38	the of the writer here is just saying we
[3389] 2:59:40	don't know what happens to beasts and we
[3390] 2:59:43	don't really know what happens to men.
[3391] 2:59:46	We trust it through Revelation, but we
[3392] 2:59:49	don't really know. We know there's no
[3393] 2:59:51	advantage and that's about all we know.
[3394] 2:59:54	So, I hope that helps. Thank you very
[3395] 2:59:57	much for the super chat and very much
[3396] 2:59:58	appreciated. Uh, it's a complicated
[3397] 3:00:01	verse because it does leave the question
[3398] 3:00:04	open. We love closed questions. We love
[3399] 3:00:07	easy answers.
[3400] 3:00:09	Ecclesiastes doesn't give us easy
[3401] 3:00:11	answers. It's not supposed to give us
[3402] 3:00:14	easy answers. It's supposed to challenge
[3403] 3:00:16	us.
[3404] 3:00:18	So if you understand that this is
[3405] 3:00:20	supposed to challenge us, it it's more
[3406] 3:00:24	helpful than if I tried to give you an
[3407] 3:00:26	easy answer. So hope it helps. Thank you
[3408] 3:00:29	for the super chat. Really appreciate
[3409] 3:00:30	it.
[3410] 3:00:49	Uh, Matthew Hurell for $4.99. Thank you
[3411] 3:00:51	for the super chat. Chat GPC seems says
[3412] 3:00:55	you seem like a Baptist reef
[3413] 3:00:57	evangelical.
[3414] 3:01:02	>> We've commented.
[3415] 3:01:08	>> Yeah, chat BT does say some creative
[3416] 3:01:10	things. It also does tend to be
[3417] 3:01:12	hallucinate.
[3418] 3:01:24	Oh, little Zor adds, "I agree. A pastor
[3419] 3:01:27	didn't like what like it
[3420] 3:01:31	didn't like like it was brought up. He
[3421] 3:01:34	didn't like being challenged." You gave
[3422] 3:01:36	a great answer. Thank you. Uh my
[3423] 3:01:38	pleasure. That's what that's why we come
[3424] 3:01:41	and come together on Friday evenings to
[3425] 3:01:43	do this to answer your questions and
[3426] 3:01:46	hopefully provide a little bit of
[3427] 3:01:47	enlightenment along the way. So, thank
[3428] 3:01:49	you very much for the super chat. We
[3429] 3:01:51	really appreciate it and we're glad it
[3430] 3:01:52	could help.
[3431] 3:01:56	Uh, Matthew Herrell for $4.99. Thank you
[3432] 3:01:58	for the super chat. Uh, good night
[3433] 3:02:00	folks. Get it. Okay, that I get boo.
[3434] 3:02:06	Actually, that one's okay. That one I
[3435] 3:02:08	got.
[3436] 3:02:12	Andrew Graham
[3437] 3:02:15	chat GVG on a trip. Laugh out loud.
[3438] 3:02:19	Brock says Roman protodox.
[3439] 3:02:26	Yeah, there's my there's my
[3440] 3:02:27	denomination. Roman protoc
[3441] 3:02:41	uh the Pentap uh Baptists
[3442] 3:02:48	>> Bentecostal.
[3443] 3:02:56	Oh boy. Good times. Good times.
[3444] 3:03:06	Okay.
[3445] 3:03:09	Mr. White asks, "What's your advice for
[3446] 3:03:11	a high schooler who's considering going
[3447] 3:03:12	to college to become a Bible scholar?"
[3448] 3:03:15	Uh, learn accounting instead.
[3449] 3:03:22	Uh,
[3450] 3:03:25	Here's
[3451] 3:03:30	uh
[3452] 3:03:33	yeah um well this is a high schooler who
