[0] 0:00	e
[1230] 2:24:22	continues on so hope that helps thank you for the Super Chat very much
[1231] 2:24:34	appreciated uh Jonathan walker uh Enoch's Clan ended so meusel started a
[1232] 2:24:39	new one well yeah I I mean you can have Clans split in people's own lifetimes so
[1233] 2:24:44	you don't have to have the old one die first this often happens like for example terrorist plan it lived on after
[1234] 2:24:53	Abraham left you know after Abraham after terara died and and Abraham left
[1235] 2:24:59	terce Clan continued you know uh through through one of the other uh one of the other
[1236] 2:25:04	brothers so just because the clan you have a a
[1237] 2:25:11	patriarch or progenitor die the clan will still continue on often just under
[1238] 2:25:17	different management
[1239] 2:25:26	okay Jonathan Walker for $10 thank you very much for the Super Chat uh sponsoring Tia kum's uh question what do
[1240] 2:25:33	the winged women in zechara 55-11 represent why do angels and other
[1241] 2:25:38	figures in prophetic uh Visions almost always manifest as
[1242] 2:25:44	male they don't always manifest as mail but let's get to this um Zechariah
[1243] 2:25:56	Zechariah 5 verses
[1244] 2:26:04	5-1 then the angel who was speaking with me went out and said to me lift up your
[1245] 2:26:10	now your eyes and see what this is going forward and I said what is it and he
[1246] 2:26:15	said this is the EA going forward he said this is their appearance in all the
[1247] 2:26:21	land and behold a lead uh cover was lifted up and this is a woman sitting
[1248] 2:26:27	inside the eah then he
[1249] 2:26:33	said uh this is wickedness and he threw her down into the middle of the epah and
[1250] 2:26:39	cast out cast the lead weight on its opening then I lifted up my eyes and
[1251] 2:26:44	looked and there were two women were coming out of the wind in their wings and they had wings like the wings of a
[1252] 2:26:51	stor they lifted up the epha between Earth and Heaven and I said to the angel who is
[1253] 2:26:58	speaking with me where are they taking the epha and he said to build the temple
[1254] 2:27:04	for her in the land of Shar when it is prepared she will set be set there on
[1255] 2:27:10	her own pedestal all right
[1256] 2:27:15	now angels are are kind of a tricky thing
[1257] 2:27:22	um when it comes to gender okay they are sometimes portrayed
[1258] 2:27:29	as male they are sometimes portrayed as female a lot of this is culturally
[1259] 2:27:35	specific like in Egypt they're almost always female they're almost always portrayed
[1260] 2:27:42	as women why is that the case not really
[1261] 2:27:47	sure but we see this so often in Egypt that it's
[1262] 2:27:54	winged women so this is one of those things where we just we just see this so often
[1263] 2:28:01	it's just sort of taken for granted um in Mesopotamia it's a
[1264] 2:28:08	mix it's a mix of male and females who where Angelic figures can be
[1265] 2:28:14	winged um in Israelite culture it tends
[1266] 2:28:20	to be male but it's not always male
[1267] 2:28:28	so so it's going to depend now were these winged women
[1268] 2:28:34	Angels the text doesn't exactly say but it's almost presumed to be a spirit
[1269] 2:28:40	Critter of some kind so we're looking here at another Spirit Critter
[1270] 2:28:47	but one of the reasons too though why I say
[1271] 2:28:53	Israelite uh Angels tend to be portrayed more as men uh tends to be because of the
[1272] 2:29:01	military function of of angels uh they're often angels are
[1273] 2:29:07	often seen as God's Warriors you know his his um Sava o his
[1274] 2:29:15	army so angels are often portrayed in
[1275] 2:29:20	Israelite literature as being um as being
[1276] 2:29:26	men because frankly there weren't a lot of women warriors in
[1277] 2:29:33	Israel so um that does sort of color how they perceive it but but I also think
[1278] 2:29:39	too that it's very likely that in early Israelite culture they were probably
[1279] 2:29:46	women they were in in very early the earliest forms of of Israelite culture they were probably more depicted as
[1280] 2:29:53	women but that's going to really that's going to really the way that angels are
[1281] 2:29:58	predicted really does change uh with time it's you you start
[1282] 2:30:06	off with these winged or probably winged women so in Torah it's probably winged
[1283] 2:30:16	women by the time you get to the prophets it starts changing from
[1284] 2:30:23	uh different kinds of spirit creators this is where you start to get the ones with the six wings and
[1285] 2:30:31	um and the the many eyes and that sort of thing so it starts taking on uh even the
[1286] 2:30:38	ones with like four faces so it starts taking on different
[1287] 2:30:44	characteristics as the culture is influenced by other nations
[1288] 2:30:54	so that's where I would probably say what's going on here uh these are
[1289] 2:31:01	probably angels that would be my my estimation of them um they do they do
[1290] 2:31:07	seem to represent a classical view of angels um at least as far as say what we
[1291] 2:31:13	find in uh Bronze Age material so I hope that helps thank you
[1292] 2:31:19	very much for the Super Chat very much
[1293] 2:31:26	appreciate Jonathan Walker overall we have no clue what they actually look like right absolutely because they're
[1294] 2:31:32	Spirit Critters okay they're Spirit Critters anybody who sees an angel is going to be
[1295] 2:31:40	filling it in their brain is going to fill it in and and this is something we find with with people who encounter
[1296] 2:31:46	spirit world you know people who encounter spirit world are going to fill it in
[1297] 2:31:53	your your mind's going to force you to fill it in okay so some of you are going to see if
[1298] 2:32:01	you if you go see if you happen to see an angel you know and people have
[1299] 2:32:07	recorded instances of seeing Angels you know they're going they're going to see it as a person okay that's
[1300] 2:32:13	one possibility a winged person a flying disc with men eyes and
[1301] 2:32:20	many wings that's going to get really trippy so your mind's going to fill it
[1302] 2:32:27	in based upon what it thinks it's seeing and this is very common very very
[1303] 2:32:33	common not seeing Angels is common but but filling mind filling this in is a very um um a normal
[1304] 2:32:46	reaction uh Emily tesu human perception is too Limited to accurately perceive
[1305] 2:32:51	Angels yes it is but because of the way our minds work
[1306] 2:32:56	we have to fill it in with something so that's what they that's what your mind wants to
[1307] 2:33:04	see yeah okay uh thank you very much for
[1308] 2:33:11	that super chat I want to thank Jack Ray here for gifting the channel 20 Egypt in the Bible memberships thank you so very
[1309] 2:33:17	much it really helps the channel we so very much appreciated and thank you for your
[1310] 2:33:26	support jcm for $5 thank you for the Super Chat it's hard to believe in someone
[1311] 2:33:33	with 18 years of their life completely unaccounted for um is it hard to believe in someone
[1312] 2:33:41	with 18 years of their life completely unaccounted for I don't understand the
[1313] 2:33:47	question are you talking about say the early years of Jesus Christ here
[1314] 2:33:54	so um if you are his his his early life is accounted
[1315] 2:34:00	for he was a carpenter okay that's what he did that was his occupation his
[1316] 2:34:08	profession you know most people don't realize that that Jesus Christ was a
[1317] 2:34:14	carpenter he wasn't always a parap uh paretic um preacher you know he wasn't
[1318] 2:34:21	he wasn't just some guy that kept going from town to town all his life you know preaching that's not what he did as a living you know that's only his during
[1319] 2:34:29	his ministry years his three his three Ministry years before then he was a carpenter he
[1320] 2:34:36	built things you know he built chairs and
[1321] 2:34:45	tables so yeah I don't exactly know what he what what driving at here with the 18
[1322] 2:34:50	years of uncount life uncounted for but uh oh it's the question is a little odd
[1323] 2:34:56	the question is a little
[1324] 2:35:11	odd Jonathan Walker says his early life was as a carpenter in Egypt hiding from Herod and his sons not much to stick out
[1325] 2:35:18	in history yeah and really he's only hiding in Egypt for a couple years really so it's really not
[1326] 2:35:26	even that long as soon as her herod's dead they're back
[1327] 2:35:39	so ason Weir for 199 thanks you for the Super Chat thoughts on C John Collins
[1328] 2:35:45	not John J Collins um doesn't ring a bell what do
[1329] 2:35:52	he write I know John J Collins um JJ Collins but I don't not
[1330] 2:35:58	sure about C John Collins let's see who is this maybe they looking up ring a
[1331] 2:36:05	bell um let's see here John
[1332] 2:36:11	C or C John colins was that uh C John Collins okay
[1333] 2:36:27	okay oh the Gospel Coalition okay okay now I know who this
[1334] 2:36:35	ISS um haven't read any of his
[1335] 2:36:45	work yeah I haven't read any of his works so I can't really say um I've heard of
[1336] 2:36:52	him but I I don't I have never read any of his works so it's going to be really
[1337] 2:36:58	difficult for me to comment on this so
[1338] 2:37:07	um yeah very very difficult for me to say uh because again I haven't read his
[1339] 2:37:13	works so uh I don't comment on on works I haven't read so
[1340] 2:37:20	uh yeah he he hasn't really crossed my radar much
[1341] 2:37:27	so so anyway I hope that helps but unfortunately K it won't be a lot of
[1342] 2:37:33	help sorry because I just hav read stuff but thank you anyway for the Super
[1343] 2:37:40	Chat we appreciate it
[1344] 2:37:50	all right Mama says that the reference to 18 years is he's 12 in the temple preaching to teachers there and then
[1345] 2:37:56	suddenly he's 30 and entering Ministry he figures there's 18 years to be accounted for well I mean he was known
[1346] 2:38:03	in Nazareth he was known in Nazareth as being say the son of Mary you know the
[1347] 2:38:11	son of of the brothers Mary and and his
[1348] 2:38:16	brothers yeah he's son of Joseph the carpenter and that's what he was doing for a
[1349] 2:38:21	living
[1350] 2:38:28	uh M said adds but the boring truth is likely that he was being a carpenter and supporting his mom and siblings as the
[1351] 2:38:34	oldest of the family yeah that's what he was doing yeah helping Dad
[1352] 2:38:43	out yeah you know he inherited the family business
[1353] 2:38:49	uh you know Joseph dies and he he has to he has to to to support mom and and and
[1354] 2:38:55	the siblings
[1355] 2:39:02	so so it's likely at that point you know
[1356] 2:39:09	he's uh Bubba so does Jesus have sisters probably I believe he does yeah yeah
[1357] 2:39:16	because it does say his sisters too so the talks about is his brothers and sisters so so yeah he had sisters as
[1358] 2:39:26	well and they would probably all have been they would have been younger than him
[1359] 2:39:31	so so they would have needed some sort of financial
[1360] 2:39:39	support okay uh next Super Chat here is from BC for $5 Australian thank you for
[1361] 2:39:45	the Super Chat was Christ crucified at 9:00 a.m. or 12:00 p.m. Skeptics demand
[1362] 2:39:54	answers apparently Mark um uh 1525 and John 1914 Sai
[1363] 2:40:03	okay uh there is a difference here of 3 hours
[1364] 2:40:14	okay and let's just go to the text
[1365] 2:40:22	okay Mark
[1366] 2:40:29	15 uh 25 and it says in the third it was it
[1367] 2:40:37	was the third hour when they were crucified okay so you have the third
[1368] 2:40:44	hour so that would be that would be the equivalent of 9:00 a.m.
[1369] 2:40:51	and then John
[1370] 2:40:59	says and John
[1371] 2:41:04	19 uh 14 now it was the day of the preparation
[1372] 2:41:11	for the Passover it was about the sixth hour and he said to the Jews behold your
[1373] 2:41:16	king okay so the 6th hour now it does the text here doesn't say he was crucified
[1374] 2:41:24	on the sixth hour but this is when he's displayed for for crucifixion so so he's being displayed
[1375] 2:41:31	for crucifixion at the sixth hour now there is here a
[1376] 2:41:36	difference between the time that um the
[1377] 2:41:42	clocks that Mark uses and John uses Mark is going by the Jewish clock okay Jewish
[1378] 2:41:50	clock is um um from um
[1379] 2:41:58	um um Sunrise to Sunrise okay that so that's your day starts at Sunrise so
[1380] 2:42:04	that's where we get 9:00 a.m. is the sunrise is presumed to be at 6 at 3
[1381] 2:42:09	hours you get 9:00 okay now John uses the Roman clock so the
[1382] 2:42:18	Roman clock is midnight to midnight so the 6th hour is 6:
[1383] 2:42:24	a.m. okay so um yeah senica the 6 hour is usually
[1384] 2:42:33	noon in the Jewish clock but not the Roman
[1385] 2:42:38	clock okay so this is what's going on here is JN is is is is writing his
[1386] 2:42:45	audience is more to Gentiles so because he he's using John
[1387] 2:42:50	has a tendency to use Roman conventions a lot more than Jewish conventions because of his
[1388] 2:42:57	audience so it's actually 6: a.m. uh in in John so that's that's sort
[1389] 2:43:05	of what's going on here is he's presented for crucifixion at 6: a.m. and then at 9:00 a.m. he is
[1390] 2:43:12	crucified okay so that's what's going on here it's not that he's crucified and then he's
[1391] 2:43:18	presented three hours later the other way around but again it's because the clocks are
[1392] 2:43:26	different so anyway I hope that helps thank you very much for the Super Chat very much
[1393] 2:43:41	appreciated Jonathan Walker for $5 thank you for the Super Chat is the controversy of the late Bronze Age
[1394] 2:43:47	destruction Lair at Jericho by gin is only found outside but not inside of
[1395] 2:43:54	Nigro City walls um uh I did finally get to read nigo's
[1396] 2:44:02	most recent paper on this it's very interesting it's a very interesting
[1397] 2:44:08	paper he basically sees he he went back through
[1398] 2:44:14	all the the journals the archaeological journals of the past SS so he he he
[1399] 2:44:21	looked at gar stang's journals he looked at kenyon's journals um was one other said he looked
[1400] 2:44:27	at too and he basically said yeah it in all three in all three there's evidence
[1401] 2:44:34	of L Bron's destruction
[1402] 2:44:39	so um and garang apparently even found uh Lake bronze
[1403] 2:44:46	Pottery so of course course where we where where that is now nobody knows
[1404] 2:44:53	cuz University Liverpool lost [Laughter] it they had a tendency to do that that
[1405] 2:45:01	happened that's a [Laughter] thing okay
[1406] 2:45:10	so so it's one of those things that in all all the journals or all the all the
[1407] 2:45:15	archaeological journals and we mean here by the personal journals where you kept your
[1408] 2:45:21	notes um all three yeah wow shame on them yeah yeah was uh but all three of the uh
[1409] 2:45:30	previous digs they had found evidence of of bra late Bron's occupation and
[1410] 2:45:37	destruction so apparently Canyon found it too she just didn't write it up she
[1411] 2:45:44	didn't write it up in her because she couldn't substantiate it
[1412] 2:45:49	she found evidence of it she just couldn't substantiate it
[1413] 2:45:55	so
[1414] 2:46:00	yeah how could they do such a thing well you know if you've got a lot of
[1415] 2:46:05	stuff hanging around your basement you museums are like this museums are like this they don't have a lot of
[1416] 2:46:13	room so a lot of stuff just gets cluttered you know and people lose
[1417] 2:46:19	things because you just they they suffer from clutter um the old Egyptian museum
[1418] 2:46:25	was like this too where you know things just got
[1419] 2:46:30	cluttered and their their basement was congested with stuff boxes and boxes and
[1420] 2:46:35	boxes of stuff uh in the Egyptian Museum you
[1421] 2:46:41	could even get at some of the uh cases for the Stell sometimes cuz there was like piles of boxes in front of it
[1422] 2:46:49	so this is just normal for a museum and in the case of say the garang
[1423] 2:46:55	museum uh they've moved locations a few times
[1424] 2:47:01	so stuff got moved and they had to make room so yeah this would H this happened
[1425] 2:47:09	very frequently in fact I was at the when I was at the University of Liverpool I was
[1426] 2:47:14	there when they were make when they were moving into the new facility and it was just like so much so much stuff so much stuff
[1427] 2:47:24	there okay uh but the um uh gar stangs uh
[1428] 2:47:33	found a trace of uh Bronze Age Pottery inside the uh in the
[1429] 2:47:39	tell um uh Kenyon found actual uh an
[1430] 2:47:44	actual destruction a piece of of burnt uh uh now
[1431] 2:47:51	um plaster burnt plaster that would have been on a
[1432] 2:47:56	floor uh that indicates that late bronze destruction too again they all all all the digs found this all the digs found
[1433] 2:48:03	this without exception they just didn't write it up
[1434] 2:48:08	so it was very odd um and in fact if it wasn't for
[1435] 2:48:14	garstang it might be still lost because he was the only one that
[1436] 2:48:19	even even tried to write this up at least until
[1437] 2:48:35	Nigro Jack Ray would it would be nice to have self-expanding warehouse for Museum
[1438] 2:48:40	museums like Warehouse 13 oh yeah Tardis yeah let's let's get a
[1439] 2:48:46	tardis for for for holding Museum St bigger on the
[1440] 2:48:53	inside uh Jonathan Walker I I always heard that it was at Jericho but wasn't
[1441] 2:48:59	near the city or something where it was painted just a small destruction thank you for your clarification yeah no
[1442] 2:49:06	problem um yeah the as I said the the the results that uh n Nigro gave in his most
[1443] 2:49:13	recent paper were really excellent I mean he actually went to as I said their their
[1444] 2:49:20	journals and you know because you know he he had he he legitimately asked the
[1445] 2:49:25	question and it was a good question am I the only person to have found this am I the only one to have
[1446] 2:49:32	discovered this because you know if if you're the only guy discovering something that gives you pause and it
[1447] 2:49:39	should give you pause it should give you pause to question if you are right or
[1448] 2:49:46	wrong so he goes through all their their journals his predecessor's journals and discovers
[1449] 2:49:51	yeah they found it too he just never reported
[1450] 2:49:57	it um which paper was that it is let me look it up
[1451] 2:50:04	here justest a second
[1452] 2:50:10	here okay where is it
[1453] 2:50:15	um going deep into my archives here
[1454] 2:50:28	[Music] um it it's this
[1455] 2:50:35	one I'll Flash the I'll flash it on the screen here and you can see it for
[1456] 2:50:45	yourself do this
[1457] 2:50:51	there we go
[1458] 2:50:59	okay um it
[1459] 2:51:11	is get bigger here
[1460] 2:51:23	all right uh tell us Satan Jericho in the lake Bron's age and overall
[1461] 2:51:28	reconstruction in light of the most recent research so that's the
[1462] 2:51:33	article um it was I forget which Journal it was
[1463] 2:51:40	or publication it was published in uh but you could look that up online it'll tell you where where it was
[1464] 2:51:47	published it's uh dates to 2023 so it's the most current it's the most current
[1465] 2:51:52	publication on Jericho so uh you'll find it there it should be
[1466] 2:52:00	um it's it's it's one of those things that it should
[1467] 2:52:05	be um fairly it hasn't I don't think it's gone through its embargo yet it's a
[1468] 2:52:12	publication embargo which means uh essentially
[1469] 2:52:17	um um he's not he's not really free to distribute it on say his academia.edu
[1470] 2:52:23	it'll come up there on eventually uh once the Embargo is over it's usually a year it takes usually a
[1471] 2:52:29	year so it should be getting close to the end of the Embargo very soon so at that point you can go and
[1472] 2:52:35	look it up and find it yourself okay so that anwers what paper
[1473] 2:52:40	that was okay so uh that's that one let's go
[1474] 2:52:46	to next Super Chat jcm for $5 thank you very
[1475] 2:52:53	much uh why was the shulamite woman ashamed of being black song of ssongs 1
[1476] 2:52:59	5 to6 okay let's take a look at
[1477] 2:53:10	that one
[1478] 2:53:20	all
[1479] 2:53:27	right and the text reads excuse
[1480] 2:53:39	me okay it says I am black but lovely oh Daughters of Jerusalem like the tents of
[1481] 2:53:46	Kadar uh like the curtains of Solomon do not stare at me because I am swery for
[1482] 2:53:52	son has burned me my mother's sons were angry with me they made me caretaker of
[1483] 2:53:57	The Vineyards but I have not taken care of my own Vineyard okay so she's not
[1484] 2:54:04	Black by ancestry okay this is not a race thing she's sunburnt she's got a dark tan she's a
[1485] 2:54:15	laborer that's what's being communicated here okay it's a sign of physical labor and
[1486] 2:54:22	that's why she's ashamed because she's going to marry a king and she's a physical laborer she's worked The
[1487] 2:54:29	Vineyards the fields so that's if this is not a race
[1488] 2:54:34	thing it's not a race thing it's all about people going out and working the
[1489] 2:54:40	field so they are naturally tanned okay
[1490] 2:54:46	so uh it's it's one of those things that was not seen as a sign of wealth okay
[1491] 2:54:52	this is not a sign of wealth this is a sign of poverty that's why she's ashamed okay
[1492] 2:54:59	because she's poor and yet she gets selected to marry a
[1493] 2:55:05	king okay so so that's what's going on here is it's not that she's of of an ethnic
[1494] 2:55:12	ancestry that's um that's dark skinned it's that she's spending all time in the
[1495] 2:55:19	fields working under the hot sun because she has
[1496] 2:55:24	to so that's what's going on here thank you
[1497] 2:55:30	very much for the Super Chat very much
[1498] 2:55:40	appreciated uh C Marcy says I'm glad you have to answer some of these Dr Faulk because some of these are very hard
[1499] 2:55:49	well that's what we do here that's that's that's the purpose of this ministry is to answer your questions
[1500] 2:55:54	about the Bible to educate that's what we are I mean we're not really apologists we're Educators this is what
[1501] 2:56:00	we do so uh the only reason we we do it just on Fridays is because otherwise I'd
[1502] 2:56:07	be spending all my time answering questions but it's a way for us to do these these
[1503] 2:56:14	Friday night sessions are a way of us to organize the questions and you know answer it in a very public way that
[1504] 2:56:21	everyone can learn from it that's why I also don't do a lot of private consultations is because if I did
[1505] 2:56:28	private consultations it would just take away from my my time of doing these other things
[1506] 2:56:35	so uh again this is this is why we do this we do this to answer
[1507] 2:56:43	questions spread the wealth spread the wealth
[1508] 2:56:56	okay so the next one here is from Jonathan Walker for $5 thank you very much
[1509] 2:57:06	uh uh he says totally not related to a book I got two days
[1510] 2:57:11	ago I wonder which book that is
[1511] 2:57:20	could that book look something like that
[1512] 2:57:25	huh okay Shameless self-promotion over and he
[1513] 2:57:31	says uh totally not related to a book I got two days ago why are Isis nephus
[1514] 2:57:37	Neath and selit used as cherubim what is the atmology of of cherubim oh it's a
[1515] 2:57:44	good question I don't know what the atmology of of of KOB is okay I'd have to look that
[1516] 2:57:51	up okay but why are Isis nephus Neath and
[1517] 2:57:57	CIT use is because they are Guardians of the Dead okay so that's what they are
[1518] 2:58:04	and they're put on the four corners of the sarcophagus so for those of you who are
[1519] 2:58:10	not familiar with this and I'll actually show you the picture let's show you the picture um maybe I can show you to you
[1520] 2:58:17	this way better so I'm going to look up
[1521] 2:58:28	here in okay we'll just do here and this will
[1522] 2:58:35	just take me a moment to find this so so you can get a really good look at
[1523] 2:58:45	this my writing archives
[1524] 2:58:53	books color H where is
[1525] 2:59:01	it coffin of sarcophagus of TS there it
[1526] 2:59:06	is okay all right there we go um I'll reduce
[1527] 2:59:15	that guys can all see this all
[1528] 2:59:20	right uh this is the corner of corners of the um of the sarcophagus King
[1529] 2:59:28	Tut now you'll see here
[1530] 2:59:35	um that you've got a winged woman uh this
[1531] 2:59:41	is selat on the corner here and she's got her H arms and wings
[1532] 2:59:47	stretched out covering the corner of the sarcophagus and there's one of these goddesses on on
[1533] 2:59:55	all the corners okay so and each one's different each one of
[1534] 3:00:02	these is different and they are the guardians of the dead and we see this even on say um some of the Sacred um oh
[1535] 3:00:11	no sacred bars um um called funerary beers on funerary beers you also see
[1536] 3:00:17	this you see um Isis on one end and nephus on the other they're basically
[1537] 3:00:23	the Guardians that escort the soul through the
[1538] 3:00:28	underworld and keep it holy keep it intact that's their
[1539] 3:00:34	job so what we have here then is um
[1540] 3:00:39	basically the Guardians of the dead and they're keeping the sarcophagus
[1541] 3:00:45	here holy that's that's why got their wings stretched out there is they're maintaining that field of Holiness
[1542] 3:00:53	within the sarcophagus okay
[1543] 3:00:59	so so that's what's going on there okay
[1544] 3:01:04	um so that's why they're used they're they're they're essentially goddesses of the afterlife goddesses that that keep
[1545] 3:01:12	the dead together as it were uh we even see this in some of the uh
[1546] 3:01:18	in some of the ferary hymns um like the Book of the Dead where
[1547] 3:01:25	Isis and and nephus are assigned to sewing the bodies together in the
[1548] 3:01:30	afterlife so the spirit if it's been dismembered you know they're sewing it back together quite literally with
[1549] 3:01:36	thread and a needle okay well at least symbol analogically
[1550] 3:01:43	but but that's that's what they're doing here
[1551] 3:01:50	Jack Ray don't want the dead going Undead that would be messy yeah that'd be very
[1552] 3:01:57	messy okay so uh Jonathan I hope that answers the question thank you very much for the Super Chat very much appreciated
[1553] 3:02:03	I'd have to look up the anology though of cherubim though to to figure that out so maybe we'll have that for you another
[1554] 3:02:15	time uh jcm for $5 thank you for Super Chat did the ancient Jews ever worship
[1555] 3:02:21	Ezra as the Son of God not to my knowledge no no I don't I I I don't know
[1556] 3:02:27	of any ancient Jew who did that I've never heard of that being a
[1557] 3:02:34	thing so um there might be some reference to it in a second temple
[1558] 3:02:40	period text but this was not something that I mean if this was a thing it was
[1559] 3:02:47	not widespread
[1560] 3:02:57	uh uh where's this 1109
[1561] 3:03:04	okay haven't got it yet
[1562] 3:03:11	1109 oh okay all right so there's there's no reference to uh as far as I know to Ezra
[1563] 3:03:19	being worshiped as Son of God okay uh Jonathan Walker adds um so the guardian
[1564] 3:03:25	of the Holy aspect was preserved for the cherubim on the ark and the curtains yes
[1565] 3:03:31	it was yeah that's exactly its function so the Cherub on the ark and
[1566] 3:03:38	the curtains are there to maintain the Holiness of Sacred Space that's that's their whole
[1567] 3:03:44	job you have just one job you cherub
[1568] 3:03:51	don't mess it [Laughter] up you have only one job keep it
[1569] 3:03:59	[Laughter] holy yeah so that's the purpose of of
[1570] 3:04:05	the cherubim designs on the ark and the curtains is to maintain the Holiness of that Sacred
[1571] 3:04:12	Space okay so thank you for the question
[1572] 3:04:19	uh Jack Ray for $5 thank you for the Super Chat and he asks sponsor a question from
[1573] 3:04:25	Billy Bob what type of Weaponry did Israel use in its conquest of Canaan
[1574] 3:04:31	what weapons did the Canaanites and other people have at the time
[1575] 3:04:37	uh they typically used um Spears okay
[1576] 3:04:43	it's mostly Spears and arrows okay so that's that's typically what they're going to be using in back then so they
[1577] 3:04:50	did have the compound bow that was already a thing uh Spears and arrows were probably
[1578] 3:04:56	the weapons of choice
[1579] 3:05:02	so uh they would have short swords so um they didn't have long
[1580] 3:05:09	swords but they would have short swords um axes they did have battle axes that
[1581] 3:05:14	was a thing too so typically what they're going to have is they're going to have battle
[1582] 3:05:20	axes Spears and um bows and arrows and slings that's the other thing they're
[1583] 3:05:26	going to have is slings and slings are deadly absolutely deadly and they were
[1584] 3:05:33	commonly used in Warfare uh we think about slings as
[1585] 3:05:38	these little peashooter slingshots no no no no no that's not a sling
[1586] 3:05:43	okay they were yeah they're like a small
[1587] 3:05:50	Cannonball I would say a cannonball of about how many inches would I say I'd
[1588] 3:05:55	say about 3 in yeah 3inch Cannonball yeah that's the
[1589] 3:06:01	sling stone is about yay big I mean it's a 3in 3in cannonball and they are whipped around
[1590] 3:06:07	the head they're basically put in a a cloth so anyone can make a
[1591] 3:06:15	sling and these things are I mean you can't you
[1592] 3:06:20	can't do this in a crowd okay these slings are when you're whipping them
[1593] 3:06:25	around there's there there you need about six feet on all sides to to fire
[1594] 3:06:31	off a sling and um it would go I mean these things
[1595] 3:06:39	are hurled with such Force it's it's it's crazy
[1596] 3:06:46	crazy yeah and dead accurate a good Slinger is deadly
[1597] 3:06:53	accurate [Music] so
[1598] 3:07:00	yeah so there's so mostly that's what they're going to use they're going to use
[1599] 3:07:06	slings um bows and arrows beers and um and battle axes that's
[1600] 3:07:15	going to be their their Primary Weapons a few might have bronze swords but they
[1601] 3:07:21	tend to be um they tend to be on the smaller side usually around 13 inches so
[1602] 3:07:27	they're not not we would think of we would think of it more as a large knife than we would really think of it as a
[1603] 3:07:34	sword
[1604] 3:07:41	so uh Jonathan Walker says David and GL was very different than the Sunday's
[1605] 3:07:46	morning survey oh yeah oh yeah very
[1606] 3:07:51	different and Goliath had armor to that was very different as well he had mine
[1607] 3:07:58	armor because philin armor did not philin armor didn't have bracers GL was wearing
[1608] 3:08:06	bracers this is a very Nan sort of get up so
[1609] 3:08:18	uh dark blade what color were these blades well color bronze so kind of a reddish
[1610] 3:08:24	yellow so yeah it was a copper alloy uh generally arsenic bronze they're they're
[1611] 3:08:30	generally arsenic bronze so cuz that was the common um bronze the
[1612] 3:08:38	area Okay uh followers of the shepherd question
[1613] 3:08:44	below and the question he has is from CLE Del AUM thank you very much for the Super Chat uh is there a serious debate
[1614] 3:08:51	about Luke being a gentile I thought that it was obvious
[1615] 3:08:57	um I don't know I don't know how much debate is serious debate is being done over this I think the more serious
[1616] 3:09:05	debate is did Luke write Luke I think that's the more serious debate at the moment
[1617] 3:09:10	um I hold to the opinion that Luke did write Luke
[1618] 3:09:15	okay um and but I'm not sure if he's a gentile or not that I'm not clear on and
[1619] 3:09:24	I've never really asked that question either so um it would be something i'
[1620] 3:09:29	have to look up okay so I don't want to guess on that either so anyway um that's
[1621] 3:09:35	not going to be that helpful but it's the best we can
[1622] 3:09:43	do okay Star Wars nerd for 499 thank you for the Super Chat
[1623] 3:09:48	what happens to those who never heard Christ some say God will judge them based upon what they know but what does
[1624] 3:09:55	that mean all right um the the famous missionary quandry
[1625] 3:10:04	what happens to those who never heard now one thing we have to kind of
[1626] 3:10:12	understand is that um
[1627] 3:10:19	salvation is not based upon what
[1628] 3:10:25	they what they did salvation is based upon what's your
[1629] 3:10:31	relationship with Jesus Christ that's what's based on
[1630] 3:10:37	okay so there are those you know there people will appeal to say Paul and say
[1631] 3:10:45	um for those who never heard the law there is no law but it doesn't really answer the
[1632] 3:10:53	question that really doesn't answer the question in a meaningful way the fact is we're not really told
[1633] 3:11:01	what happens to those who've never heard and there's a lot of people out
[1634] 3:11:06	there that take sort of the this nowadays are taking more of a stance of
[1635] 3:11:11	say the say What's called the the second chance Theory the second chance Theory and I think there's to the second chance
[1636] 3:11:19	Theory the idea that those who go to heaven or to go sit in front of the
[1637] 3:11:25	Judgment but hadn't heard of Christ they're basically given a choice you
[1638] 3:11:30	know to be with Christ or not to be with Christ and where they go in the next life will be determined on that
[1639] 3:11:38	choice would they accept Christ if they are yeah fantastic if not also yeah uh
[1640] 3:11:47	Romans 120 let's take a look at Romans
[1641] 3:12:02	120 yeah um for since creation the world H um of the world his invisible
[1642] 3:12:08	attributes is eternal power and divine nature have been clearly seen being understood through what has been
[1643] 3:12:14	made so that they are without excuse okay so they are without excuse in that
[1644] 3:12:20	they go face judgment if they don't repent but if they haven't heard
[1645] 3:12:26	this then you can't repent so even that doesn't answer the
[1646] 3:12:38	question John 941 let's take a look at
[1647] 3:12:45	that and this is why I say theologians are up in the air about this okay uh Jesus said to them if you were
[1648] 3:12:52	blind you would have you would have no sin but since you say we see your sin
[1649] 3:12:58	remains so that would be say more towards that second chance hypothesis so
[1650] 3:13:07	it's as I said the second chance hypothesis has Merit it's not clear though if that's
[1651] 3:13:13	the case that's the problem though so and we can really only only s only sort
[1652] 3:13:18	of debate over what's known so this is one of the problems when you deal with
[1653] 3:13:24	some of these say more obscure issues is
[1654] 3:13:29	it's not always clear it's not always clear and we have to be humble then we have to be humble
[1655] 3:13:37	before the text and I think it's always a good idea to
[1656] 3:13:42	be humble before the text where it's clear we can we can be
