[0] 0:00	a
[909] 1:46:29	here I'll double check the text just to be sure see here that's verse
[910] 1:46:35	um 25
[911] 1:46:53	yeah to his feet and she threw it to his
[912] 1:46:58	feet okay so so basically she threw it towards him
[913] 1:47:07	okay it's basically she didn't put it on him she didn't like physically like
[914] 1:47:12	smack him with it she just dropped it in front of him and basically said yeah
[915] 1:47:18	okay uh she had to do it she wasn't happy about doing in
[916] 1:47:24	it and she manned up where he didn't it was one of those things where
[917] 1:47:30	she lost a she was angry at him and lost respect for him in the process of having
[918] 1:47:36	to do this you know
[919] 1:47:42	so again don't know why he was so skittish about this but he was
[920] 1:47:53	mhm yeah yeah he was reticent to do this she was angry that she had to do this we
[921] 1:47:59	don't know the reasons why so that's that's something anything else we say about that going to be
[922] 1:48:05	speculation okay but suffices to say the poll passage is
[923] 1:48:11	about that Moses did not keep the Covenant he had kept he had been had
[924] 1:48:19	kept the Covenant personally but he didn't make his family do
[925] 1:48:25	it yeah Mama not a great marriage moment exactly not a great marriage moment at all no this is this is this is showing
[926] 1:48:33	some some definite tension between Moses and
[927] 1:48:40	zipra okay so let's get on to this back to the
[928] 1:48:46	super chats here
[929] 1:48:54	okay so I hope Wan that man answers your question that's why God tried to kill
[930] 1:48:59	Moses because he was just going to go lead the people out without doing it to without having his own family go through
[931] 1:49:06	circumcision and be part of the abrahamic Covenant so you know God was not going to have any of that and Moses
[932] 1:49:14	knew better okay Mama asks a great question here for
[933] 1:49:20	$5 uh water magic you ibiquity in biblical narrative could it be a theme
[934] 1:49:26	meant to point to Living Water that's a good observation that's a very good
[935] 1:49:33	observation uh yeah very like it could be it could be a way of say um forming a
[936] 1:49:45	topology that could be a thing where you have this topology of water magic that
[937] 1:49:50	leads to the whole idea of Liv living water that is realized in say the
[938] 1:49:58	ministry of Jesus Christ so that is actually an excellent observation uh yeah it could there's
[939] 1:50:05	definitely something to this I think there's definitely something to this so anyway thank you very much for the Super
[940] 1:50:11	Chat very much appreciate and yeah I think you've you've observed that
[941] 1:50:17	correctly okay next one here is from one for $2 thank you very
[942] 1:50:24	much for the Super Chat why isn't Christianity henotheistic if Judaism was
[943] 1:50:30	a Judaism wasn't henotheistic now we got to understand what henotheism is and this is
[944] 1:50:38	where there's a lot of confusion over the difference between
[945] 1:50:43	what is a henotheism and what is a monarchal monotheism okay they're
[946] 1:50:50	different they're very very different and it comes down to what is meant by
[947] 1:50:58	the ontology of godhood was the antology of divinity a
[948] 1:51:04	henotheism is where you have a bunch of gods running around that are
[949] 1:51:11	ontologically equal or close to being equal and power and might and whatever
[950] 1:51:19	and how they born the the basis of that equality doesn't really matter much but they're ontologically
[951] 1:51:27	equal and then you owe your allegiance to one of those Gods you ow your worship
[952] 1:51:33	so think of it this way henotheism is like
[953] 1:51:39	polytheism but with monolatry and monolatry is the idea that
[954] 1:51:44	you owe your worship to one God so so you believe in many gods
[955] 1:51:51	they're all those gods are fundamentally equal but you worship one of them and only one of
[956] 1:51:58	them so that is henotheism monarchal monotheism believes
[957] 1:52:06	that there's one great God that is
[958] 1:52:11	ontologically um independent he's he's he's bigger better
[959] 1:52:18	he's the great God and all the little tiny Gods under Underneath Him
[960] 1:52:25	are are lesser Powers okay and they get their they depend ontologically upon the
[961] 1:52:33	greater God so there's no ontological
[962] 1:52:40	equality in monarchial monotheism and all of that sort of goes back to the one
[963] 1:52:48	God so Judaism was not theism even under the
[964] 1:52:54	two Powers theology it's not henotheism it is more of a there's
[965] 1:53:01	there's a there's the idea that each of those two Powers is the one
[966] 1:53:06	God so it is going to be it's going to be one of those those
[967] 1:53:13	issues where um you
[968] 1:53:20	have um in the case of say Judaism where you have to say the two
[969] 1:53:25	Powers theology is going to be the two persons are the one God like you find in Isaiah
[970] 1:53:31	446 okay so so Judaism was NE never
[971] 1:53:38	henotheistic at least not in its official ecclesiastical theology maybe on the lay
[972] 1:53:46	level there was all sorts of weirdness and G back to L theology again Judaism
[973] 1:53:51	had some really whacked Le theology this is why they kept going back to idolatry
[974] 1:53:56	polytheism and ball worship but its judaism's official
[975] 1:54:05	stance was always more of monarchial monotheism
[976] 1:54:11	so Christianity essentially inherited that idea of monarchal monotheism from
[977] 1:54:18	Judaism
[978] 1:54:27	dark BL will there be a test on this in on the tour oh yeah definitely we're gonna do lots of
[979] 1:54:39	tests somebody ever once asked me is there ever a stupid question I
[980] 1:54:46	said well yeah there is hey professor will this be on the test that's a stupid
[981] 1:54:53	[Laughter]
[982] 1:54:59	question okay let's get back to the super chats here
[983] 1:55:06	so so um so Judaism wasn't
[984] 1:55:11	henotheistic and it was mon uh monarchal monotheistic and uh but we do find
[985] 1:55:18	henotheistic Cults in the Levant um yarrett was was
[986] 1:55:25	henotheistic um the hick sauce how they practiced their ball worship was henotheistic
[987] 1:55:31	so so there were henotheism in in the Levant definitely that goes without
[988] 1:55:37	saying uh I just don't think at least official Judaism was one of those all
[989] 1:55:44	right so anyway uh thank you very much for the Super Chat very much appreciate it I hope that
[990] 1:55:51	helps okay Mr warlight for $10 thank you for the Super Chat uh your analysis on
[991] 1:55:57	my theory okay we'll take a look at this Isaiah is a Jewish reworking of a Latin
[992] 1:56:03	Greek translation of literature written by King Josiah given that Isaiah
[993] 1:56:09	promotes yahweh's Supremacy and Josiah ban
[994] 1:56:16	non Yahweh Gods okay uh okay I see you just added
[995] 1:56:23	one here let's take that too uh yeah he he says I revise my
[996] 1:56:30	Isaiah Theory instead the levitical Jews wrote Isaiah in the second temple period
[997] 1:56:37	around the 6th Century BC using Josiah's writings added writings and they turned
[998] 1:56:43	Josiah into an earlier Prophet okay there's a couple things about that uh
[999] 1:56:48	most Scholars are agreed that he's that that Isaiah at least a first
[1000] 1:56:55	Isaiah now Scholars do disagree on how many Isaiah there were running
[1001] 1:57:00	around um there there are Scholars that that believe there were up to four Isaiah who
[1002] 1:57:07	wrote wrote the book of Isaiah but even if we just sort of to
[1003] 1:57:12	sort of limit it down to say first Isaiah um Scholars are pretty much agree that F at least first Isaiah and I don't
[1004] 1:57:20	agree that there are four Isaiah I think there's one Isaiah but let's just take the scholarly View for the moment here
[1005] 1:57:27	and then we can talk about that some more they'll date that to the 8th Century BC
[1006] 1:57:33	okay um in fact even Julius wellhausen used to say prophets before
[1007] 1:57:40	pentiuk so so for for a guy like wellous he's going to date Isaiah to the 8th
[1008] 1:57:46	Century BC and most are going to sort of take that um that dating on that
[1009] 1:57:54	okay um I my opinion on this is we are
[1010] 1:58:01	definitely not talking SE second temple period I think Isaiah's definitely first
[1011] 1:58:07	temple period um and I don't think it incorporates a lot of Josiah's writings
[1012] 1:58:12	I think he's pre Josiah uh and I think most Scholars would take that that sort of
[1013] 1:58:20	view um but the whole idea of trying to um to predate to to predate a a
[1014] 1:58:31	prophecy like that um I think it's very problematic in
[1015] 1:58:39	some respects um there you need some you need some all extra evidence for that and I
[1016] 1:58:45	think that's missing if you want to look at Isaiah to get you there
[1017] 1:58:53	um you're definitely lacking say um the Persian lone words that you find in
[1018] 1:58:59	second temple period Hebrew writings so that's going to be a real issue
[1019] 1:59:06	here you're also just you it's just isn't a good fit with say um Neo
[1020] 1:59:15	Babylonian exilic writing so yeah Isaiah was alive during the
[1021] 1:59:22	Assyrian period but that goes all the way back to the 8th Century that's I mean the Assyrian period is is 722 and
[1022] 1:59:31	earlier I mean Isaiah was alive before the northern kingdom was defeated but
[1023] 1:59:38	you know that's you're talking 722
[1024] 1:59:44	so um so definitely I I have some I have
[1025] 1:59:49	some issues with that that idea that that this is all written in the second temple period it's not second temple it
[1026] 1:59:56	doesn't it doesn't read like second temple period literature it doesn't look like SE second temple period literature
[1027] 2:00:02	it has no lone words of second temple period literature it just doesn't it's
[1028] 2:00:07	it's not it doesn't have the bill of a duck it doesn't walk like a duck it doesn't quack like a duck it's not a
[1029] 2:00:14	duck okay so um that's where I sort of
[1030] 2:00:19	stand on your revised Theory here um I would need a lot more compelling
[1031] 2:00:24	evidence before I would say uh think that this is
[1032] 2:00:30	a uh a sec piece of second temple period literature okay because frankly if
[1033] 2:00:36	you're if you're going to start saying Isaiah is second temple period literature then frankly everything is
[1034] 2:00:42	second temple period literature because uh that whole consensus there of early
[1035] 2:00:47	Isaiah is very strongly ingrained in in the academic consensus
[1036] 2:00:56	so anyway uh thank you very much for those super chats uh we appreciate your generosity towards the channel um I just
[1037] 2:01:03	have some doubts about this Theory okay you'll go back
[1038] 2:01:12	here we go okay uh I want to thank uh mama
[1039] 2:01:17	here um Mr warl thanks for the analysis
[1040] 2:01:23	honestly just a fun Theory based on mostly personal conjecture and that's cool okay that's
[1041] 2:01:29	cool um hey you know what uh here's the thing
[1042] 2:01:36	it can be fun to have these theories I I will totally agree to that you know
[1043] 2:01:41	let's just you know just for the sake of a um say an intellectual experiment it can be fun to have these
[1044] 2:01:49	theories um [Laughter]
[1045] 2:01:56	but you do want to test them and don't get too married to them okay don't get too attached to a
[1046] 2:02:04	theory kenth kitchen gave me that Sound Advice once okay um when I when I first told him
[1047] 2:02:12	that I was really interested in chronology just like he was you know he said to me you know you're going to have
[1048] 2:02:18	your theories don't get too attached to them because they could be wrong it's
[1049] 2:02:27	like okay he said don't get too attached to
[1050] 2:02:33	them they could be wrong and you might have to to garbage them for something better always be ready to garbage your
[1051] 2:02:40	theories for something [Laughter] better like okay here's the man himself
[1052] 2:02:46	telling me this okay so it's like okay I'm definitely going to do to listen to
[1053] 2:02:52	kit in here cuz this is the guy that has like who has
[1054] 2:02:57	has um gu now 70 years of experience doing this um you know I'd be a fool not
[1055] 2:03:05	to listen to him so yeah so you don't get attached to
[1056] 2:03:12	your theories it's fun to have them it's fun to have them
[1057] 2:03:18	and you know you can but take the tires on them that's great you can kick the tires of them and then if they don't
[1058] 2:03:26	work out move on move on all
[1059] 2:03:33	right all right the next Super Chat here is actually a
[1060] 2:03:42	gift from mama who gave the channel five ancient Egypt and Bible memberships thank you so much for your generosity to
[1061] 2:03:48	the channel we really really appreciate it
[1062] 2:03:54	uh next Super Chat here is from TBD for $2 how old was David when he fought
[1063] 2:04:01	Goliath okay uh young enough that he would couldn't
[1064] 2:04:07	hold a sword OFW armor that we don't know exactly how old
[1065] 2:04:12	he was but he was probably not even my
[1066] 2:04:18	guess would be he's not yet um think the the the fighting age was like 20 so he's
[1067] 2:04:26	not yet 20 he's he's basically a Shepherd he's basically a Shepherd at the
[1068] 2:04:33	time he's he's a teenager and he's probably a young teenager so I would guess about 14 or
[1069] 2:04:41	15 um could be as young as 13 could be as old the 17 he's not strong enough to
[1070] 2:04:48	wear the armor he's he's not strong enough to
[1071] 2:04:53	wear the armor they try to put the armor on him and he can't do it he can't he can't he can't maneuver in it he doesn't
[1072] 2:05:01	have that essentially that bulking up that men get in their late teens you
[1073] 2:05:07	know late teens men bulk up because of the testosterone and they can they basically
[1074] 2:05:14	fill out that armor so he's swimming in this armor so he has to ditch the armor
[1075] 2:05:23	so that indicates that he was still in a teenager okay but he's also old enough to be able
[1076] 2:05:32	to be out on his own so one of the things he does is when
[1077] 2:05:37	he fights Goliath and he kills Goliath and takes
[1078] 2:05:42	his head he takes the head he rides to
[1079] 2:05:48	jabus which is Jerusalem and throws the head over the
[1080] 2:05:57	wall so he's got a strong enough throwing arm that he can take that head
[1081] 2:06:03	and Pitch it over the
[1082] 2:06:09	[Laughter] wall so he he he's he's too young to
[1083] 2:06:16	wear armor old enough to be able to throw a head over a wall
[1084] 2:06:25	so he he's going to probably as to say probably in that middle teens's area you
[1085] 2:06:31	know probably 14 or 15 is what I would guess but we're not told for
[1086] 2:06:43	certain okay so anyway I hope that helped thank you very much for the Super Chat very much appreciate it
[1087] 2:06:53	uh TBD asks a member question I work in a high school and I always joke that he was 15 because only
[1088] 2:07:01	a 15-year-old would see a giant everyone is afraid of and say I can take
[1089] 2:07:06	him yeah
[1090] 2:07:12	[Laughter] probably uh bubble on machine says you
[1091] 2:07:17	can have good arm strength but crap abdominal muscle strength strength yeah you can also have good arm strength too
[1092] 2:07:24	and not the shoulders yet either and one of the things about wearing armor
[1093] 2:07:30	is H and I've worn some armor I've even made some armor uh back when I was doing
[1094] 2:07:36	knife smithing and armor smithing and all that stuff uh and I was a jeweler um
[1095] 2:07:42	one of the things about armor is you do need um the upper body proportions to
[1096] 2:07:48	fill it out properly so um definitely I think that there is a a
[1097] 2:07:57	case there to be made that
[1098] 2:08:03	uh that David just lacked that feeling like like for example this happens to guys all the
[1099] 2:08:09	time when they they they're in grade 12 they're in grade
[1100] 2:08:14	12 and you know they're 18 19 or so sorry 17 or 18
[1101] 2:08:22	and they buy the the Leatherman jacket in Gray 12 and then they try it on two years
[1102] 2:08:29	later and it doesn't fit in the shoulders anymore that's because men continue to
[1103] 2:08:36	grow until they're 21 and what they're doing is they're
[1104] 2:08:43	bulking up they're not getting any taller but they are bulking up in muscle mass
[1105] 2:08:51	mass and a lot of that muscle mass occurs in the shoulders that that that
[1106] 2:08:56	muscles you need to lift
[1107] 2:09:04	things well yeah they probably should have bought a looked funny when they were in high school so you know and
[1108] 2:09:10	that's why most of those jackets end up in Goodwill essentially
[1109] 2:09:22	yeah but the most of them wouldn't be able to wear it after two years
[1110] 2:09:28	so hey stack I think this is the only only thing Dr Fulk hasn't picked up as a
[1111] 2:09:35	hobby is being a jewel thief no I've never done being a jewel thief I don't think that's a proper hobby just
[1112] 2:09:46	saying criminal Enterprise is not a proper hobby just say it
[1113] 2:09:54	[Laughter] sh ye this is why I avoided buying
[1114] 2:10:01	expensive clothes until I was an adult it's a good idea actually yeah it's a good
[1115] 2:10:09	idea mechanique I'm young I tore a seam in my shirt's elbow lately because of
[1116] 2:10:15	this oh yeah oh yeah this this this is this happens to guys all the time doesn't so much happen to women but men
[1117] 2:10:22	definitely this happens to dark blade he's been a horse thief
[1118] 2:10:29	only
[1119] 2:10:35	virtually okay all right next Super Chat here
[1120] 2:10:44	uh also uh this one here is from let me explain followers of the shepherd does
[1121] 2:10:50	Micah 5 to prove the Messiah is divine or internal in some way pull up Micah
[1122] 2:10:59	here Bubba homeschool criminal Enterprise is more of a career than a hobby yeah
[1123] 2:11:05	[Laughter] probably it does limit your future Life
[1124] 2:11:12	Choices so yeah probably more of a career than a hobby okay Micah 5 verse two
[1125] 2:11:26	okay uh and the text says but as for you Bethlehem EPA too little to be among the
[1126] 2:11:33	clans of Judah from you one will go forth for me to be a ruler be ruler in
[1127] 2:11:39	Israel his going forths are from long ago from the days of
[1128] 2:11:46	Eternity therefore he will give them up until the time when she who is in labor
[1129] 2:11:52	has born a child then the remainder of his Brethren will return to the sons of Israel
[1130] 2:11:58	okay uh it does seem to indicate that the
[1131] 2:12:05	Messiah is divine and at least um at the
[1132] 2:12:11	very least not born doesn't didn't come into existence
[1133] 2:12:17	at least in his pre-incarnate State at the time of his Incarnation
[1134] 2:12:27	okay so it is this is this is this is the key
[1135] 2:12:33	verse that identifies Messiah as being born in Bethlehem
[1136] 2:12:39	okay and it there is there is a lot of indication here that this is not just a
[1137] 2:12:47	typical birth this is not just a prophet here is going forth is from long ago this is
[1138] 2:12:57	how do I say this is religiously pregnant language
[1139] 2:13:03	okay uh you see this language particular language used in Egyptian texts yeah I
[1140] 2:13:10	know it all goes back to Egypt okay guilty okay but uh you'll see like for
[1141] 2:13:16	example Book of the Dead the real title of the Book of the Dead is is going
[1142] 2:13:21	forth by day okay you'll have you'll see uh
[1143] 2:13:28	references to Divinity in ancient Egyptian texts where God's going and
[1144] 2:13:33	coming forth to in in infer that there's this
[1145] 2:13:39	special move of divinity going on okay so this is this is this is uh
[1146] 2:13:46	ritual Divinity language so
[1147] 2:13:53	so from you one will go forth for me to be ruler of Egypt his Going's forth are
[1148] 2:14:01	from long ago so that that sort of Ancient of Days
[1149] 2:14:07	language that we saw for example in like Daniel 7 that that his going forth is
[1150] 2:14:13	from long ago he is he is
[1151] 2:14:18	old incredibly old older than you can
[1152] 2:14:23	imagine and he has been going forth as as as as this ancient being
[1153] 2:14:31	from time distant past it's very religious language
[1154] 2:14:37	incredibly and and it adds the um a positive here from the days of
[1155] 2:14:45	Eternity so it these goes back so old you can't even fathom it
[1156] 2:14:52	you can't fathom it okay so that's really what's going on here is
[1157] 2:15:00	there is that that Antiquity here of of
[1158] 2:15:05	his comings and goings and and so there is all of this
[1159] 2:15:12	happening here that's that's wrapped up in this small little passage about this
[1160] 2:15:18	insignificant little town and this is what's really interesting about this passage too is it's it's a prophetic
[1161] 2:15:27	text but it's a prophetic text that has
[1162] 2:15:32	contrast there's a there's a huge contrastive element here that let's not
[1163] 2:15:38	let's not ignore okay but as for you Bethlehem e too small to be among the
[1164] 2:15:46	clans of Judah too insignificant too
[1165] 2:15:52	minor too unimportant too easy to
[1166] 2:16:00	overlook from you one will go forth for me to be ruler
[1167] 2:16:06	in Israel his going forcea from long ago from the days of
[1168] 2:16:14	Eternity so we got a contrast here from this little tiny Hamlet and and frankly Bethlehem is a
[1169] 2:16:21	pit stop it's a pit stop it was an ancient world it is today it's a pit
[1170] 2:16:27	stop from your from your little pit stop here too insignificant to matter nobody
[1171] 2:16:34	cares about you because you're not important you never were important really and you're still not
[1172] 2:16:43	important he who walked the ages who came forth through
[1173] 2:16:50	eternity and the heavens will come out of you to be ruler over
[1174] 2:17:02	Israel it's interesting it's a really really
[1175] 2:17:08	interesting passage it's full of as I say it's full of contrast it's full of
[1176] 2:17:14	pregnant religious language that's infers the Divine Absolut absolutely and it's it's
[1177] 2:17:23	this as I said this beautiful prophetic poetic
[1178] 2:17:28	contrast you're supposed to look at this and go oh wow that's
[1179] 2:17:34	profound that's something so small because remember Israelites had
[1180] 2:17:41	Geographic biases they had Geographic
[1181] 2:17:47	prejudices what good what good comes out of Nazareth remember that
[1182] 2:17:56	one remember that one what good comes out of Nazareth what prophet ever came
[1183] 2:18:02	out of
[1184] 2:18:09	Nazareth yeah so you know they had their Geographic
[1185] 2:18:16	prejudices and Bethlehem was another one of these
[1186] 2:18:21	small insignificant a hamlet it's a it's it's the sort of place if you were to
[1187] 2:18:27	drive through it today there'd be a gas station and nothing else you know the only place to eat in this little town
[1188] 2:18:33	would be a little gas station with with a truck stop egg sandwich okay
[1189] 2:18:40	you don't want to eat there okay but that's the sort of place Bethlehem
[1190] 2:18:46	is yeah with a diner attached to the gas station it's it's a pit
[1191] 2:18:55	stop the guy who pumped your gas cooked your food and it smells like gas
[1192] 2:19:03	too it's that kind of place so small so
[1193] 2:19:09	insignificant it's it's not a place
[1194] 2:19:14	of where you would um go for to travel
[1195] 2:19:22	it's it's not on the clan map okay it's not
[1196] 2:19:29	important definitely not important okay but out of this little
[1197] 2:19:34	place that's so insignificant so small so
[1198] 2:19:41	unimportant is going to come one who is the king of kings and Lord of
[1199] 2:19:47	lords whose comings and goings are from long ago from the days of
[1200] 2:19:58	Eternity that should send shivers down your spine okay so anyway I hope that
[1201] 2:20:05	answered your question thank you very much for the member question we really appreciate
[1202] 2:20:13	it
[1203] 2:20:18	okay uh next one here is from the camil part for $5 thank you for the Super Chat
[1204] 2:20:24	can you explain theosis absolutely how does the bible biblical theosis differ
[1205] 2:20:29	from how Mormonism explains Believers becoming Gods okay now both biblical
[1206] 2:20:35	theosis and Mormon theosis are
[1207] 2:20:41	essentially um defined similarly theosis is the idea that when you come into the
[1208] 2:20:49	Afterlife you take take on Godlike attributes okay now the only question
[1209] 2:20:56	though is what are those attributes
[1210] 2:21:02	so and this is something that's really debated um what it it's not so much the
[1211] 2:21:09	attributes cuz there's at least one Godlike attribute everybody agrees that
[1212] 2:21:15	Christians in the afterlife have which is eternal life okay
[1213] 2:21:21	everybody agrees on this that everyone who is saved gets that
[1214] 2:21:29	one attribute that's like
[1215] 2:21:37	God yeah I mean they don't agree on on the reciprocal say if you ended up in
[1216] 2:21:43	say the the bad place okay whether or not you get eternal life
[1217] 2:21:49	but as far as those who end up in the good place everybody agrees who is in
[1218] 2:21:57	this debate that everyone gets that attribute
[1219] 2:22:02	of godhood okay
[1220] 2:22:08	now all the other attributes of God that people have suggested people that human
[1221] 2:22:15	beings would also um gain through theosis are hotly
[1222] 2:22:21	debated all across the board uh in the case of
[1223] 2:22:27	Mormonism the idea of theosis is much more meager in some
[1224] 2:22:33	respects because the idea of becoming a God in Mormonism is that
[1225] 2:22:41	you gods in Mormonism are much more
[1226] 2:22:47	polytheistic than monotheistic so every God is ontologically
[1227] 2:22:57	similar so an Mormonism Adam
[1228] 2:23:02	God and mother Eve basically are the gods of this world
[1229] 2:23:10	they're not the god of the universe there's no God of the universe in the Mormonism it's God of this
[1230] 2:23:17	world Adam God is God of this world and if you are a good Mormon and you pay
[1231] 2:23:24	your tithe and you do good um good works and you're a good
[1232] 2:23:29	member in standing with the Mormon Church you will
[1233] 2:23:35	become a god of your own world with your own wife or multiple
[1234] 2:23:41	wives that's an option in Mormon after life and you will populate your own
[1235] 2:23:49	world like Adam God did and then your kids will become
[1236] 2:23:57	Gods so it becomes this kind of uh Divine pyramid
[1237] 2:24:04	scheme so that's a very that's a very different sort of view than
[1238] 2:24:10	say um say the whole Christian uh world view of theosis where God Still Remains god of
[1239] 2:24:19	the universe and then you are you take on attributes
[1240] 2:24:25	so you can enjoy god with him now some some theologians like you find in
[1241] 2:24:32	eastern Orthodoxy will say for example that you certain Saints will
[1242] 2:24:39	take on the attribute of omnipresence now there's a question of whether God is omnipresent but some some
[1243] 2:24:47	uh some Eastern Orthodox theologians do maintain that Saints are omnipresent
[1244] 2:24:53	that's how they are able to access all the um icons at once I'm not going to argue that either
[1245] 2:25:01	way but the whole question of then there are other attributes that I think are
[1246] 2:25:06	much more reasonable for theosis like becoming more Christlike having Christ's
[1247] 2:25:13	love having Christ's uh grace and mercy uh his his attribute of to
[1248] 2:25:21	forgiveness I think there's a lot of uh theosis attributes that we will take on
[1249] 2:25:29	that are more say Christlike because we all will be conformed to the image of Christ that goes almost without saying
[1250] 2:25:34	within the biblical Revelation so those who be go to the good place are going to be more
[1251] 2:25:40	Christlike so they are going to take on the attributes of
[1252] 2:25:46	Christ so then this then becomes
[1253] 2:25:52	um a whole different kind of view of of how we take on look at through um
[1254] 2:26:10	theosis so anyway I hope that explains things thank you very much for the Super Chat very much appreciate and I hope
[1255] 2:26:16	that helps
[1256] 2:26:31	um all right we got a little push back here from our little Mor uh from our U Mormon member here hyack says simply we
[1257] 2:26:39	are uh the spiritual offspring of the creator of all things well spiritual
[1258] 2:26:46	Offspring you need to Define that okay okay
[1259] 2:26:51	because that's not the way things are defined in Christianity you'll discover
[1260] 2:26:58	that there's a difference between how that's defined and man can exalt through
[1261] 2:27:05	eternity to become like God in what respect again it's going to come down to
[1262] 2:27:10	in what respect are you like God but God the Father not
[1263] 2:27:15	Adam um the Adam God Doctrine all goes all all the way back to Joseph Smith you
[1264] 2:27:22	might not be aware of this because of your you're a Mormon living
[1265] 2:27:29	today but Adam God is a longstanding Dogma in Mormonism you I mean you you
[1266] 2:27:39	can you can look this up in like makoni and all the other uh great theologians
[1267] 2:27:44	of say the Mormon church it's it's been um it's been discussed in the uh by the
[1268] 2:27:50	presidents of the church all of them discuss this okay so you're going to need to you should go back and you
[1269] 2:27:56	should review this because this is a longstanding dogma of
[1270] 2:28:03	Mormonism okay uh but God the father he says is always Our Father made possible
[1271] 2:28:08	by Christ
[1272] 2:28:17	um pack says that goes back to bring young not taught in um as do it actually
[1273] 2:28:24	goes back to Joseph Smith okay um you can you can you can see this
[1274] 2:28:30	you'll see this I think it's in the desert um news I think it was one of the last sermons of Jose Smith where he says
[1275] 2:28:40	that uh um if I I'm going to try I'm going to
[1276] 2:28:45	butcher this quote because it's been a long long time i' I quoted this Joseph
[1277] 2:28:52	Smith Jr said in his final sermon
[1278] 2:28:57	that um as we are God once
[1279] 2:29:05	was what God has become or what God is we will
[1280] 2:29:11	become okay so it's the the the the whole idea that God is Not doesn't have
[1281] 2:29:19	say aity or immutability or any of those
[1282] 2:29:24	attributes that we would apply
[1283] 2:29:30	to say um Christian
[1284] 2:29:36	God but he's more like us he was once
[1285] 2:29:43	human uh is there any chance you could find the original code it would take me a long time to find it but I could
[1286] 2:29:48	probably find it eventually but um but yeah the the Adam god dog
[1287] 2:29:54	Dogma is very old in Mormonism old as Mormonism itself
[1288] 2:30:02	so um look say yeah you quoted it verbatim
[1289] 2:30:07	actually yeah so so this is something that's been long-standing Theology and Mormonism now
[1290] 2:30:13	I understand Mormon theology is currently changing I get that
[1291] 2:30:20	I totally understand that but you can't deny its history either
[1292] 2:30:31	okay so um so again you're going yeah you
[1293] 2:30:37	might study um Joseph Smith every day but if
[1294] 2:30:42	you don't actually go back into his documents his core documents like one of
[1295] 2:30:49	the one of the um one of the things with Mormonism is the idea that anything that
[1296] 2:30:56	that was taught by Joseph Smith briam or the presidents and Prophets of the
[1297] 2:31:02	church is dogma and there's been a lot of stuff
[1298] 2:31:09	that's been denied by the Mormon church
[1299] 2:31:14	that um that has recently been admitted
[1300] 2:31:20	I mean like for example for a long time the whole idea that Joseph Smith
[1301] 2:31:26	got his Revelations by putting a stone in a hat and looking in the Hat was for
[1302] 2:31:33	a long time denied by Mormon
[1303] 2:31:39	apologists because it was it was sear
[1304] 2:31:44	stoning but you look at uh the most recent
[1305] 2:31:52	president of the mor Church the one that's still still presiding today president and
[1306] 2:31:59	Prophet you know he said this is how Joseph Smith did it and he took takes a hat he takes one of the stones he puts
[1307] 2:32:05	it in his hat he puts his face into the
[1308] 2:32:11	hat so you know for a long time a lot of this stuff was
[1309] 2:32:17	denied but it's actually coming out out that yeah this is what he actually believed this is how he actually did
[1310] 2:32:25	things and and the prophets of the presidents
[1311] 2:32:30	and Prophets of the church have just confirmed this
[1312] 2:32:36	so so again you know um and it you all this stuff one of the
[1313] 2:32:44	things is that you can still find these a lot of these these records were kept I
[1314] 2:32:51	mean it's not like there aren't a lot of this stuff archives floating around now especially now with the internet and uh
[1315] 2:32:57	when I was looking at this when I looked at this in the 1980s this stuff was hard to get I mean you had to buy old photo
[1316] 2:33:05	stats of say like the Deseret News to get these things and um you know it was
[1317] 2:33:11	it took a lot of work nowadays you don't have to do the work people have this all this stuff is floating online
[1318] 2:33:20	um I mean even like the original uh copies of say Joseph Smith's
[1319] 2:33:30	manuscripts like um like for example it was it was denied for a good
[1320] 2:33:35	long time or or I should say it was affirm for a long
[1321] 2:33:40	time that Joseph Smith through divine revelation actually understood
[1322] 2:33:47	Egyptian well that was very difficult to maintain once the copies of his book on
[1323] 2:33:54	how to read Egyptian I think the the copyright data that was like
[1324] 2:33:59	1837 um uh came out and once you saw
[1325] 2:34:04	what what craziness was involved in in fact you know what I'll read
[1326] 2:34:12	this just to just to sort of Drive the point home
[1327] 2:34:21	uh let's see if I can find here it's probably in my arive
[1328] 2:34:34	here see if I can find this here um
[1329] 2:34:52	don't have it in there maybe I have it
[1330] 2:34:57	in other part I've got I've got like a 100,000 books now so for me uh all all
[1331] 2:35:04	scanned in so for me to find something quickly is often somewhat difficult
[1332] 2:35:21	nope I'm going to have to probably defer this to another time because I'm not finding it quickly
[1333] 2:35:40	here yeah I'll probably have to defer this to another time that's the problem with having that
[1334] 2:35:46	many books is you just can't find things quickly all right but
[1335] 2:35:54	anyway um so anyway there's no longer Mormon apologists say that Joseph Smith
[1336] 2:36:01	really knew Egyptian anymore they they now accept the fact that he didn't know it and
[1337] 2:36:08	um um so uh there's there's basically there's
[1338] 2:36:15	there's no no reasonable way he could have translated that pyrus as such and
[1339] 2:36:21	frankly most Mormon apologists will not even say he translated it anymore a lot
[1340] 2:36:26	of them will now say well he was just using the Book of the Dead as a foil to get the
[1341] 2:36:32	real book automatically translated to him through
[1342] 2:36:38	Angelic re Revelation not that he's translating it but that the Angels
[1343] 2:36:43	themselves are basically giving him a different book through the mediumship of
[1344] 2:36:51	doing what he does with the Papyrus whatever that is
