[0] 0:00	all right
[1114] 2:05:24	um I'll take this non-super chat quickly um Nicholas Parker asks do you use Logos
[1115] 2:05:30	Bible Software the answer is no I don't I use bibleworks so
[1116] 2:05:37	um yeah I I don't actually need Logos Bible software for for anything
[1117] 2:05:42	so you know I keep most of my books I I have a large collection of physical books
[1118] 2:05:48	um yeah so yeah I tend to I tend to just use uh
[1119] 2:05:54	bibleworks if I need an electronic version of of a Bible that I can search
[1120] 2:05:59	um other than that I use hard copies of most things so anyway I hope that helped thank you for the non-super chat
[1121] 2:06:11	okay next one here is
[1122] 2:06:18	uh from Francis Dobbs uh who asks please answer my question above about
[1123] 2:06:25	anti-Semitism above in this chat this membership is brought to you by jackray everyone's memberships are being brought
[1124] 2:06:32	to by by Jack Raven That's not quite true we've had some people now who've renewed on their own and we want to encourage you to do that
[1125] 2:06:38	uh because we want the memberships to grow so so we're so
[1126] 2:06:46	grateful for Jack Ray sponsoring the memberships but we do ask eventually that you start uh doing uh supporting
[1127] 2:06:53	the channel as well so we appreciate Jack Ray love the fact he's been so generous to us and we really appreciate
[1128] 2:06:59	it now your question above see if I can find it here
[1129] 2:07:10	907ish
[1130] 2:07:19	okay trying to find it here
[1131] 2:07:25	France's Dobbs question 8 15. okay thank you for
[1132] 2:07:35	everybody's back
[1133] 2:07:44	15.
[1134] 2:07:52	yeah I'm just trying to find it I turned it just it just takes me a while to scroll that okay
[1135] 2:07:58	uh Francis Dobbs asks what can we as Christians do to address and contact
[1136] 2:08:03	combat anti-Semitism in the church I recognize this as a broad question so
[1137] 2:08:08	feel free to take it in the direction you want okay yeah um
[1138] 2:08:14	well I think there's a few things we can do first of all we have to recognize that according to
[1139] 2:08:21	the Book of Romans God is not done with the with the Jews he's not finished with them he's they're part of the Plan of
[1140] 2:08:29	Redemption as are the the promises that were given to Abraham they are part of
[1141] 2:08:34	of the of the role of of Christ Redeeming the world
[1142] 2:08:41	so he's not done with them the second thing I think we can do
[1143] 2:08:47	is dump that that well a horrible doctrine of
[1144] 2:08:53	supersessionism which is a big fancy theological term that basically says that also come
[1145] 2:09:00	sometimes called replacement theology and replacement theology or supersessionism is the idea that the
[1146] 2:09:06	church assumes all the promises ah that were given to Abraham Isaac and Jacob
[1147] 2:09:13	that's just wrong that's just I mean it's bad Theology and it does it has led
[1148] 2:09:19	to the idea that um that there is to some anti-semitic
[1149] 2:09:26	views second of all I also third I should say
[1150] 2:09:31	uh we should also be we should also treat uh the Jews as our
[1151] 2:09:37	brothers you know they're they're Brothers in in the worship of Yahweh they're not saved
[1152] 2:09:44	um unless they've come to accept Jesus as Messiah so but I do think that that there is you
[1153] 2:09:53	know Jesus is their Messiah we're the branches grafted onto the tree they're
[1154] 2:09:58	the natural branches okay they're the natural branches we're
[1155] 2:10:04	the we're the We're The Interlopers we're coming in from the outside
[1156] 2:10:10	and we're being grafted on
[1157] 2:10:15	so you know we have to be grateful for that there's there's a there's an intellectual debt there there's an
[1158] 2:10:22	intellectual debt so you know they went through the process
[1159] 2:10:29	of of God using them to bring the message to us essentially
[1160] 2:10:38	I also would say too support um Messianic Jewish organizations like
[1161] 2:10:44	chosen uh peoples uh say chosen people Ministries
[1162] 2:10:49	uh Jews for Jesus there's a lot of really good
[1163] 2:10:55	um groups now that are you know taking Christ to to the Jews
[1164] 2:11:02	so I think there's a lot we can do there's a lot we can do also other thing we see
[1165] 2:11:11	anti-Semitism call it out call it out don't let it stand
[1166] 2:11:17	I'll say something say something call it out
[1167] 2:11:22	the other thing I would say um
[1168] 2:11:27	you know is that we should
[1169] 2:11:32	go back to church go back to church one of the things that
[1170] 2:11:38	we have seen and we've seen it much more recently since the uh pandemic
[1171] 2:11:44	is people aren't going to church anymore Studies have shown that when you don't
[1172] 2:11:51	attend a church you tend to take on radicalized polarized aberrations of faith of
[1173] 2:11:59	Christianity the the force that that sort of Keeps Us
[1174] 2:12:07	moderated is in our iron sharpening iron
[1175] 2:12:12	um um activity that takes place when we are part of an active
[1176] 2:12:20	um growing community of Jesus Christ okay you need the church
[1177] 2:12:26	okay it's not a guarantee of uh that that people won't radicalize
[1178] 2:12:31	it's not a guarantee and a lot of bad theology has come out of certain churches that is very anti-semitic I
[1179] 2:12:38	will admit it but it's also one of the better remedies
[1180] 2:12:43	as well so get involved in the church
[1181] 2:12:49	because because we've seen the in recent times where
[1182] 2:12:54	say say Christian nationalism Christian nationalism is being driven by
[1183] 2:13:01	the conservative unchurched that's frightening
[1184] 2:13:08	it's it's very frightening
[1185] 2:13:15	whereas before covet this was not as big an issue because people were still part of Faith
[1186] 2:13:21	communities so that's basically
[1187] 2:13:27	a few of my disorganized thoughts here on how to address and combat anti-Semitism When You See It call it
[1188] 2:13:35	out remind remind people that Jesus is is an
[1189] 2:13:41	Israelite he's a Jew um that the Christian faith comes from
[1190] 2:13:47	Jewish roots it's an Israelite faith
[1191] 2:13:52	get rid of those horrible doctrines like supersessionism get back to church
[1192] 2:13:59	and then finally as I said support uh Ministries that that support the Messianic Jewish
[1193] 2:14:06	Community like juice for Jesus and chosen people uh Ministries so anyway thank you very much for the Super Chat
[1194] 2:14:13	very much appreciated and I hope that helped
[1195] 2:14:29	you don't get to see what else we got here
[1196] 2:14:43	okay uh we've got here Bible exegete for 10 Romanians thank you very much the
[1197] 2:14:48	Super Chat how do you identify Larsa and king ariak of Genesis 14 I have not
[1198] 2:14:56	um I'm still not sure about I mean we'll take a look at Genesis 14 here but
[1199] 2:15:09	um so uh and it came out in the days of amorphil king of shinar ariak king of
[1200] 2:15:16	Allah and that could be Larsa that's that's very very possible Babylon
[1201] 2:15:29	alarm yeah we know what that is uh there's there's several candidates uh in
[1202] 2:15:34	that time of um of um Hammurabi that have a name that's
[1203] 2:15:41	very very similar three candidates that have have names very close to uh cadao or leomar uh as far as uh area
[1204] 2:15:49	king of velocir I'd have to look at say the king's list for Larsa to be sort of
[1205] 2:15:55	um to have any opinion on that but uh take a quick look at my technology here
[1206] 2:16:00	see if there's anything that just pops up quickly that's if you have um that's if we have
[1207] 2:16:08	a king list four Larsa of that period so I'll have to check that so let me
[1208] 2:16:13	just go to my groundhog here
[1209] 2:16:23	and a quick look here
[1210] 2:16:30	just a quick chronology check here
[1211] 2:16:49	oh Hammurabi there picking up larcer
[1212] 2:16:57	and sin yeah I'd have to look into this a little
[1213] 2:17:02	more we're coming I'd have to do an entomological study of
[1214] 2:17:08	this to see see if there's any potential candidates here so
[1215] 2:17:13	um but nothing sort of jumps off the page at the moment so
[1216] 2:17:19	I'll have to defer that question until I look at that a little more that's assuming that it is Larsa
[1217] 2:17:25	um but you know that's that's possible that's impossible but we're not really
[1218] 2:17:30	sure it is large Subs so again we're not quite sure
[1219] 2:17:36	um yeah Bible exegete but it's not clear unless exactly that's that's the problem is we're not sure so
[1220] 2:17:44	um it's it's going to be that's going to be very tricky very
[1221] 2:17:49	tricky and even if it was Larsa it could be a puppet governor
[1222] 2:17:55	you know ariak could have been a puppet governor in Larsa during the the uh
[1223] 2:18:01	occupation of Hammurabi so even if it was Larsa you know ariak
[1224] 2:18:07	is not necessarily the an independent ruler he's not necessarily an independent
[1225] 2:18:12	ruler he could very likely be just a puppet governor the puppet King essentially
[1226] 2:18:20	so we also have to keep that in mind and you're not going to see puppet Kings as much in King lists
[1227] 2:18:27	so anyway uh that's probably the best we can do at the moment thank you very much
[1228] 2:18:32	for the Super Chat very much appreciated and I hope that helped
[1229] 2:18:41	I'll get Robinson for toy Swedish kroners thank you very much for the Super Chat does Christ still have a body in heaven
[1230] 2:18:48	yes yes he does he's still the God man
[1231] 2:18:55	he's still the God man he hasn't ceased to have a body
[1232] 2:19:01	uh when he during his resurrection he resurrects as a embodied being
[1233] 2:19:08	you know and he says in uh to uh Thomas you know check my wounds put your hands
[1234] 2:19:13	fingers in my wounds put your hand in my side handle me and see a spirit does not have flesh and bone as
[1235] 2:19:22	you see me have so he definitely still has a body
[1236] 2:19:27	he's still the resurrected Lord and even though he is in heaven and there doesn't seem to be any
[1237] 2:19:35	problem with embodied beings going to heaven
[1238] 2:19:40	like Enoch like Elijah this just seems to be something that is is true of of
[1239] 2:19:49	the nature of Heaven that we just don't quite understand we kind of think of Heaven as just a spiritual realm it's
[1240] 2:19:54	not just a spiritual Realm no
[1241] 2:20:00	no it's it's no this is not Christian Halloween where ghosts are floating around like and white she's going
[1242] 2:20:08	okay it's not that
[1243] 2:20:15	that's not how Heaven is okay now do Angelic beings the more interesting
[1244] 2:20:21	question is how do the Angelic beings manifest themselves in heaven that's an interesting question
[1245] 2:20:27	uh we do know that Angelic beings are able to manifest as Similac with
[1246] 2:20:32	simulacra forms and similacral bodies so it's potentially possible that heaven is
[1247] 2:20:39	a has a place that has sort of a kind of a meeting ground between Spirits in body
[1248] 2:20:44	and similar bodies and basically these these few resurrected humans
[1249] 2:20:51	or humans that never died at all that are walking around like for example
[1250] 2:20:57	we see uh Ezekiel you know he's taken up into heaven into the uh into the throne room of God
[1251] 2:21:04	you know he's not he's not going in the spirit he's going in the body
[1252] 2:21:10	um Enoch takes is his body's taken up Elijah his body is taken up
[1253] 2:21:16	these are people that didn't die when they went to to heaven they have their bodies in heaven and so
[1254] 2:21:22	does Christ as he remains the resurrected Lord and if he didn't have that body anymore he
[1255] 2:21:29	wouldn't be resurrected anymore he'd be dead
[1256] 2:21:34	so yes absolutely he still has his body in heaven so anyway I hope that helped thank you
[1257] 2:21:41	very much for the Super Chat very much appreciate it JP for five dollars thank you for the
[1258] 2:21:47	Super Chat are the levitical sacrifices penal atonement if so can you explain how
[1259] 2:21:54	flower can be a substitute Leviticus 5 5 11. all right
[1260] 2:22:00	um no first of all look for your answer to your first question is no not all
[1261] 2:22:07	levitical sacrifices are blood atonement um and not all sacrificial sacrifices
[1262] 2:22:13	serve the same function so we should be clear about that to begin with okay
[1263] 2:22:19	the sacrificial system had many types of sacrifices which is what I think we're going to find here in Leviticus 5.
[1264] 2:22:27	but they're also not entirely not penal atonement there is a couple of places where there
[1265] 2:22:33	is blood atonement now we have to understand that penal substitution and blood atonement are not the same okay
[1266] 2:22:41	now penal substitution is a kind of blood atonement but not all blood atonement is penal
[1267] 2:22:49	substitution so we have to be careful here not to commit a category error
[1268] 2:22:54	so J
[1269] 2:23:01	but for example let's let's take for example your your Leviticus 5 here so Leviticus 5.
[1270] 2:23:08	verses 5 to 11.
[1271] 2:23:14	so we have here so it shall come to so shall be when he
[1272] 2:23:20	he becomes guilty in one of these and well in those is uh thoughtless a thoughtless uh oath
[1273] 2:23:30	um or being uh richly unclean
[1274] 2:23:37	okay touches a core uh carcass so now he's
[1275] 2:23:42	virtually unclean so it shall be that when he becomes
[1276] 2:23:48	guilty and here's the guilt uh this is um this is guilt of trespass
[1277] 2:23:56	not guilt of um of rebellion Rebellion is a is is the big sin okay
[1278] 2:24:04	trespass is a ritual overstepping
[1279] 2:24:11	he shall bring his verse six he shall also bring his guilt offering to the Lord for his sin
[1280] 2:24:17	uh which he has committed okay now
[1281] 2:24:23	um it's the word here is just uh um which is just generic for sin
[1282] 2:24:30	which is a female from the flock a lamb or a goat as a sin offering
[1283] 2:24:36	so the priest shall make atonement on behalf of his sin
[1284] 2:24:42	now we have to be careful of one thing here too this this is this sort of sin offering
[1285] 2:24:48	only works for iniquity and trespass it does not work for
[1286] 2:24:54	Rebellion Rebellion can only be forgiven at Yom Kippur
[1287] 2:25:00	that's the only time of the year it's forgiven or covered over it's not really forgiven
[1288] 2:25:05	it's covered over so that is not this is not in any way
[1289] 2:25:10	penal atonement this is not penal atonement it's basically a sacrifice to cover
[1290] 2:25:16	things over so the sin's still there this the the trespass is still there
[1291] 2:25:23	but it isn't it's not wiped away it's just covered over by the sacrifice
[1292] 2:25:30	so this is not penal atonement and it's um although it is a blood sacrifice it's
[1293] 2:25:38	a blood atonement so again not all sacrifices not all blood
[1294] 2:25:44	atonements are penaltonements but penile atonement is a blood
[1295] 2:25:49	atonement so that's how we would would reconcile
[1296] 2:25:54	that so anyway I hope that helped thank you very much the Super Chat very much appreciated
[1297] 2:26:03	one here is from
[1298] 2:26:12	the Camilla part for two dollars thank you for the Super Chat question below okay
[1299] 2:26:19	I am currently writing a book set in the 14th century BC oh wonderful
[1300] 2:26:24	and I found out found myself needing to know about the Land of Punt
[1301] 2:26:30	what is known about poont specifically its ruler religion and architecture okay
[1302] 2:26:36	the only source is for punt is the Temple of Hatshepsut adira bakri
[1303] 2:26:44	now I have written a peer review article on the uh some of the Commodities that
[1304] 2:26:50	came out of Punt and you're free to find that on my academia.edu site
[1305] 2:26:58	um and it's called the products of Punt okay so
[1306] 2:27:03	a 14th century BC you are yeah you're going to be talking about the time of
[1307] 2:27:09	hatshet suit here where she does her big trade missions um there's not a huge amount known about
[1308] 2:27:16	punt but almost all all we know about it comes out of those reliefs at Dirham bakri and it was Edward naveel who did
[1309] 2:27:24	the excavation so you can find uh if you want to take a look at those reliefs uh
[1310] 2:27:29	his works are now out of uh out of copyright you can download them
[1311] 2:27:34	and uh I think there you can even find them on like archive.org but Edward
[1312] 2:27:39	Neville is going to is the guy who did the archaeological the site reports for
[1313] 2:27:45	Daryl bakri okay so with that said what do we know
[1314] 2:27:51	actually know about uh punt um not that much
[1315] 2:27:56	it seems to have been ruled by a queen a very large Queen
[1316] 2:28:02	um who is said to be stunning in Beauty um
[1317] 2:28:07	not my tastes but uh okay um we don't know anything about the
[1318] 2:28:13	religion of Punt we don't know anything about the architecture of Punt at least not much in that era
[1319] 2:28:21	um we know a little bit about uh it's it's products what sort of products
[1320] 2:28:29	are traded um what I thought was valuable essentially the Egyptians had set up
[1321] 2:28:35	this trading cycle with punt so they would build boats on the um Gulf
[1322] 2:28:41	of Aqaba or so not the Gulf of the Gulf of Suez and sell those boats down to punt and
[1323] 2:28:50	then they would trade for goods the Egyptians would bring bronze tools that was the big big trading item was
[1324] 2:28:57	um the Egyptians would bring axes and ads and um uh chisels and all these
[1325] 2:29:03	bronze tools and then they would trade them with the people of Punt
[1326] 2:29:09	for gold and and incense and wild animals and malachite really malachite
[1327] 2:29:16	uh big supplier of malachite they would take the Egyptians would then take all that back to Egypt they'd take
[1328] 2:29:23	the Malachite and they'd smelt it down to make more tools more bronze tools that they would then go the next year to
[1329] 2:29:28	point to trees for more and this this sort of
[1330] 2:29:36	um trading cycle continued until roughly
[1331] 2:29:41	the the 20th Dynasty when the people of Punt got wise
[1332] 2:29:47	and discovered how to melt bronze for themselves and that ended it
[1333] 2:29:53	they didn't need the Egyptians anymore so um back
[1334] 2:29:59	so yeah until then we know that the the people who didn't know how to spell copper and because they didn't know how
[1335] 2:30:04	to smell copper they couldn't make their own bronze tools because they just the Egyptians kept that secret to themselves
[1336] 2:30:11	so yeah somebody somebody got smart somebody got wise and put and that
[1337] 2:30:19	brought the whole trading thing to an end
[1338] 2:30:24	so anyway uh that's basically what we know about punt uh it's not very much
[1339] 2:30:31	uh we do know that they had very very um incredible resources incredible raw
[1340] 2:30:37	material resources so um thank you very much for the Super
[1341] 2:30:44	Chat very much appreciate it and I hope that helped
[1342] 2:30:56	uh Yeshua the king for 4.99 thank you for the Super Chat in Islam you can be killed for merely
[1343] 2:31:03	not wanting to be Muslim how to the Old Testament how do the Old Testament
[1344] 2:31:09	apostasy laws differ thanks uh
[1345] 2:31:15	well you usually didn't end up being killed for being an apostate now we have to understand that the vast majority of
[1346] 2:31:21	ancient Israelites were um Pagan ball worshipers that's the vast
[1347] 2:31:26	majority of Israelites uh if you want to say that there was one big religion that was worshiped in
[1348] 2:31:32	Israel it was bald worship um even though say the prophets and the
[1349] 2:31:41	priests tried to get the people to worship Yahweh people kept going back to Ball yeah
[1350] 2:31:47	always consistency going back now
[1351] 2:31:52	if you were a priest of all that could end up end up getting killed if if you
[1352] 2:31:58	had a certain Showdown on a certain amount against a certain Prophet who doused his his uh certain altar with
[1353] 2:32:05	water [Laughter] and then set it on fire okay
[1354] 2:32:13	Jack Ray says too bad they didn't drop the ball sooner yeah they should have dropped that ball a long time ago they
[1355] 2:32:19	should have left that ball in Egypt yeah really that's where they should have left it but they didn't
[1356] 2:32:25	so um so apostasy did not normally result in
[1357] 2:32:31	death in Israel okay so even though it was even though you could be
[1358] 2:32:39	um killed for false prophecy false prophecy can get you killed in Israel
[1359] 2:32:45	just simply worshiping another God did not get you killed because everyone everyone was doing it
[1360] 2:32:52	there they just just didn't stop it but then what happens is they end up going
[1361] 2:32:57	into exile because God takes his protection away from the Israelites
[1362] 2:33:03	so it's not a law in that sense it's not like in say the Islamic world where
[1363] 2:33:09	apostasy from if you're a Muslim and you apostasize from the Islamic faith
[1364] 2:33:14	you'll you could be killed it's not like like that at all
[1365] 2:33:22	it's more that if you do this you will you know you've yeah you have
[1366] 2:33:28	broken the the Commandment of Thou shalt have no other gods before me
[1367] 2:33:35	um you know but at the same time too there was no penalty necessarily associated with that
[1368] 2:33:41	and frankly enforcement is these were more these were more
[1369] 2:33:47	how do I say this the penalties you do see in the Old Testament tend to be maximum penalties
[1370] 2:33:54	in fact almost every every offense in the Old Testament with
[1371] 2:33:59	the exception of murder you can get out of it with uh with a with a sacrifice or a fine or a
[1372] 2:34:07	or some sort of uh rep um restitution
[1373] 2:34:12	so you know they're so you did get you did get unfortunately problems where say if if you had an
[1374] 2:34:20	entire town following after other gods yeah that could end up with a whole town
[1375] 2:34:25	getting wiped out it's more like they treated apostasy in the Old Testament
[1376] 2:34:30	more like cancer than a say a virus that'll kill you
[1377] 2:34:37	immediately so it's sort of sort of only once it's
[1378] 2:34:42	spread out that anyone ever did anything about apostasy so if you were worshiping ball in the
[1379] 2:34:50	privacy of your home nobody cared really uh even though you were disobeying God
[1380] 2:34:55	he's obeying Yahweh but if it's spread to like an entire town or
[1381] 2:35:03	you had people in a town say um evangelizing for ball worship
[1382] 2:35:11	yeah that could get you in some hot water very fast
[1383] 2:35:18	but it wasn't treated the way that is a Muslim Islamic um law treats apostasy so and I hope
[1384] 2:35:26	that helped thank you very much for the Super Chat very much appreciate it and um yeah the two are different the two
[1385] 2:35:31	are very very different and they were treated in different ways
[1386] 2:35:39	okay mouthwash for two dollars thank you for the Super Chat money's tight sorry for asking three questions for five
[1387] 2:35:46	dollars well we appreciate that we appreciate the contribution I mean it helps us I
[1388] 2:35:53	mean frankly we can't do this this uh these these live streams in this ministry without your support so we
[1389] 2:36:00	appreciate even the small super chats and we're really grateful for them honestly so you know uh
[1390] 2:36:07	you there's no reason to be be ashamed of this you know we we appreciate it and we
[1391] 2:36:13	are really doing this as uh we want to do this as a
[1392] 2:36:18	as a Ministry yeah we want to we want to make sure we serve our community uh and and it's become difficult to
[1393] 2:36:25	answer questions in the comments YouTube comment sections at this point just because the channel has grown so big
[1394] 2:36:33	so we always want to make sure we have these Friday sessions even if I am a bit under the weather
[1395] 2:36:39	which I am today but okay um so we want to make sure that we serve
[1396] 2:36:46	you that's why we're here that's our goal is to serve you so three questions
[1397] 2:36:53	for five books I don't mind so anyway thank you very much for that Super Chat yeah you got a great deal
[1398] 2:36:59	tonight you know fantastic and we understand money can be tight I mean nobody understands that more than we you
[1399] 2:37:06	you know I wouldn't be working at my job my day job you know lifting heavy objects
[1400] 2:37:13	if money wasn't tight on this end too so we understand this completely and we totally sympathize and we're grateful
[1401] 2:37:19	that you were willing to support the channel so thank you very much we really appreciate it
[1402] 2:37:27	foreign looks like it oh wait maybe we're not uh
[1403] 2:37:35	okay it skipped on me all right one more Super Chat and then we'll get some non-super chats done
[1404] 2:37:43	the Canelo part uh two dollars um for the same book what did Egyptians
[1405] 2:37:48	call Greeks I believe they call them the kef to you and I think that's what they I believe
[1406] 2:37:53	that's what they called them do a double check just to make sure but I'm pretty sure that's how they were they were oh
[1407] 2:38:00	they were called the keftu just a quick
[1408] 2:38:07	quick back check just to be sure but that's I believe that's what they were called
[1409] 2:38:13	um
[1410] 2:38:19	uh I'm gonna look this up in haddock's dictionary
[1411] 2:38:26	the panics is sort of the updated um virta book
[1412] 2:38:33	uh very expensive dictionary by the way very very expensive dictionary but
[1413] 2:38:38	yeah kef do you like spelled like that Warrior the most high
[1414] 2:38:44	just do a quick double check just to make sure
[1415] 2:38:57	H is here s U
[1416] 2:39:02	okay okay
[1417] 2:39:09	and by the way this dictionary isn't German I think is the best dictionaries are often in German [Laughter]
[1418] 2:39:22	okay let's
[1419] 2:39:40	Q
[1420] 2:39:48	try to do a quick look at a dictionary here
[1421] 2:39:56	I think it is I think it is a cafe that's just off the top of my head I'm not finding it in the dictionary at the
[1422] 2:40:02	moment because going through this is kind of difficult
[1423] 2:40:14	now I'd have to look it up for be sure but but yeah I believe it's keftu so
[1424] 2:40:21	um that's what I would that's why I think those that's what the Greeks are so anyway uh that's the best I can do at
[1425] 2:40:27	the top of my head is one other place I can check here
[1426] 2:40:34	let's check in let's go
[1427] 2:40:45	find
[1428] 2:41:03	um Faulkner habit
[1429] 2:41:43	no it doesn't have any place names there so yeah I probably have to look it up offline
[1430] 2:41:49	so anyway that's that's that's the best I can give you at the moment but that's that's what I think it is
[1431] 2:41:55	yeah the Bible Exodus Bible calls Creek craft or similar to cafeteria similar yeah
[1432] 2:42:05	so that's probably the best I can give you right now so that's just off the top of my head so
[1433] 2:42:10	um if you come on to the Discord I can look it up for you and uh put on the Discord
[1434] 2:42:16	server uh that reminds me if you want to continue the conversation uh we do
[1435] 2:42:21	um we do have as our social platform Discord uh great place to come
[1436] 2:42:28	to come and just continue to you know just talk and socialize it's not we don't answer questions on the Discord
[1437] 2:42:34	really but um uh wrestling's your beardition wait there's
[1438] 2:42:41	a Discord server no way oh yes we have a very active Discord
[1439] 2:42:47	server um oh we have we have a great Discord
[1440] 2:42:52	server okay um
[1441] 2:42:58	we have several of course um channels on the Discord server we have a ancient Egypt in the Bible or
[1442] 2:43:04	Egypt in the Bible means we have a theology section a logic section uh
[1443] 2:43:11	we have a an entire Channel just to Dr Falk rumors uh you can find the link to the Discord
[1444] 2:43:20	in this in the description of the um of the live stream here so absolutely we
[1445] 2:43:27	have a live stream or sorry a Discord server and it's very active so
[1446] 2:43:33	uh you'll also get a lot of Insider information to always captures a rumor though which we don't we don't normally
[1447] 2:43:39	confirm or deny rumors but you'll see some very interesting
[1448] 2:43:46	rumors there [Laughter] yeah he says let's go okay so anyway I
[1449] 2:43:55	would encourage people to join our Discord server and because because it's a really neat place it's a really neat place again it's not a place where we
[1450] 2:44:01	answer questions but it is a place where we socialize so
[1451] 2:44:08	so again the Discord link is in the description so you'll find it there uh yeah and uh we're your most high
[1452] 2:44:15	points out we talk about video games anime movies all sorts of things
[1453] 2:44:20	uh also some of the um some of the latest stuff that we're doing as well so when we do some
[1454] 2:44:27	um start doing some new projects we'll often talk about sometimes in there too so absolutely it's a great place to be
[1455] 2:44:33	and uh it's a positive it's a positive Community it's a positive community so anyway I hope you join us
[1456] 2:44:44	all right so that was the last of the uh of the super chats so now we are going to move on now to
[1457] 2:44:52	the non-super chats so it's 10 45 I do have to go to work tomorrow so I'm not
[1458] 2:44:58	you're not going to be keeping me up all night tonight uh but you know we are going to to take
[1459] 2:45:03	some non-super chats here so let's go and let's go grab some
[1460] 2:45:09	hey and
[1461] 2:45:16	let's see what we got here and it's time
[1462] 2:45:24	uh all right I'll take this one here
[1463] 2:45:29	from darkblade and he asks why does Egyptian linguistic influence fall off a
[1464] 2:45:35	cliff after The Exodus Leviticus and numbers can compile bind have 48 occurrences of Egyptian
[1465] 2:45:42	loanwords 381 in Exodus and numbers 333 in Exodus
[1466] 2:45:47	itself okay uh the reason why is because the language starts changing very quickly
[1467] 2:45:54	now the when when the Israelites are in
[1468] 2:46:00	Egypt they are speaking a dialect of Amorite
[1469] 2:46:05	um we now know this because of the Amorite tablets that have been recently discovered that they're so close to Hebrew
[1470] 2:46:10	we pretty much I mean we we had the suspicion where the suspicion that the two languages were
[1471] 2:46:16	Incredibly Close okay we just didn't know how close now we
[1472] 2:46:23	know they're Incredibly Close so in in Egypt they're speaking Egyptian
[1473] 2:46:29	they're speaking in Amorite dialect but once they start wandering the Sinai they start encountering other people
[1474] 2:46:36	groups who are speaking a western Semitic dialect
[1475] 2:46:43	so their language is going to change over that 40 years in the wilderness they're not going to have the same sort
[1476] 2:46:50	of contacts they have with the Egyptians they are going to be in contact with basically wandering groups of of semites
[1477] 2:46:58	like the shaksu okay they're going to be encountering  they're gonna be countering amalekites
[1478] 2:47:07	so they're going to be countering these some Western Semitic speaking groups
[1479] 2:47:13	so their language is going to shift it's going to shift away from from uh
[1480] 2:47:21	say Amorite an Amorite Egyptian sort of Creole
[1481] 2:47:27	to a more Semitic dialect now I'm writing America is a Semitic
[1482] 2:47:33	dialect it's an East Semitic dialect but it's a Semitic dialect
[1483] 2:47:39	so it's going to make that change it's going to make that transition from being an Eastern Semitic language to a western
[1484] 2:47:46	Semitic language and it's going to do that in the 40 years in of the wandering
[1485] 2:47:51	so so when we see how the
[1486] 2:47:58	say the pentateuch was written and it does seem to be a rough chronological order
[1487] 2:48:05	to from Exodus through to numbers and even to even into Deuteronomy
[1488] 2:48:13	so as that progress is being made over time we do see that the language is changing
[1489] 2:48:20	to be less and less Egyptian the early documents of the um of the
[1490] 2:48:27	wandering which includes the book of Exodus are going to be heavily Laden with with Egyptian loanwords
[1491] 2:48:33	but the pentateuch was not written over a small period of time
[1492] 2:48:38	It Was Written over that 40 years that that 40 Years of wandering in the
[1493] 2:48:43	wilderness so by their the end of that 40 years the Israelites are going to be largely
[1494] 2:48:51	de-egyptianized so they're no longer culturally Egyptian
[1495] 2:48:58	anymore they're more culturally Semitic at that point
[1496] 2:49:03	so that's going to be a large factor that explains why the
[1497] 2:49:09	influence of Egyptian um language is going to drop off after
[1498] 2:49:15	say the book of Exodus so any I hope that helped thank you very much for the question and very much appreciate it
[1499] 2:49:35	I'll say take that there uh Bible Exodus says do you think anachronisms can
[1500] 2:49:40	handle the approximate time the penalty was finished in the form we have um
[1501] 2:49:47	it depends it depends because some of the some of these
[1502] 2:49:53	anachronisms and um one of the things is uh we're talking
[1503] 2:50:00	here about a lot of those anachronisms are not true in anachronisms uh for example they're like a lot of
[1504] 2:50:07	them are retrojections and that definitely can give us a time when the
[1505] 2:50:12	pentateuch was finalized definitely um at least at least at least when the
[1506] 2:50:19	source texts are written like for example in Genesis
[1507] 2:50:25	uh we've got uh we've got a several of um
[1508] 2:50:31	of cultural uh markers in there that are that are very much
[1509] 2:50:37	um retrojective very much retrojective like for example we have
[1510] 2:50:42	um the reference to pharaoh uh in the Book of Genesis you know where
[1511] 2:50:48	where Joseph goes and talks to Pharaoh well Pharaoh was not a title used until topmost is the third
[1512] 2:50:55	so that part would have been written after tutmosis III
[1513] 2:51:02	uh we have the reference to the land of romsis okay so that tells us
[1514] 2:51:09	that that part of Genesis wasn't written until after the basically the reign of
[1515] 2:51:17	of at least the first ramicide who was Ramses the first so you're talking 19th Dynasty at that
[1516] 2:51:24	point so we do see these anachronisms like uh
[1517] 2:51:30	for example the Philistines you know the the sea peoples uh being referenced in Genesis is
[1518] 2:51:37	another retrojective term it's retrojective of the composition of
[1519] 2:51:43	Canaan at the time when they're writing this so and we know the first see people's
[1520] 2:51:50	groups make their entry in to Canaan uh During the amarna period
[1521] 2:51:58	so it does actually give us a really good good uh sort of way to narrow down
[1522] 2:52:06	say the dating of the pentateuchal documents but again I I'm not all anachronisms are
[1523] 2:52:14	an acronym really truly anachronisms a lot of them are retrojections
[1524] 2:52:20	and that's a literary device that we everyone uses everyone uses uh retrojections
[1525] 2:52:26	otherwise our language gets so clumsy it's really hard to sort things out
[1526] 2:52:32	so anyway I hope that answers your question thank you for the question I hope that helped
[1527] 2:52:43	hey
[1528] 2:52:55	um this is an interesting question um came all apart this is a highly
[1529] 2:53:00	cosmetic um but the Genesis one one being a title would adding a colon at the end of it
