[0] 1:15	[Music]
[906] 1:39:36	sermons you know they're not they're not going through a text verse by verse explaining each verse
[907] 1:39:44	and then you know interpreting it and then applying it
[908] 1:39:49	you know they're not explaining the passage most sermons today are topical
[909] 1:39:55	and the unfortunate thing about topical sermons is
[910] 1:40:01	it tends to be a lot more of what the pastor wants to communicate than what the holy spirit wants to
[911] 1:40:08	communicate through the text and that's why i think it is so
[912] 1:40:14	very important to do expository preaching because you have to be able to
[913] 1:40:22	i mean you're really i mean this is this is almost going to sound silly in some respects or even
[914] 1:40:28	rudimentary but we believe that the whole holy
[915] 1:40:34	spirit that oh that all scripture is god breathed well how do you communicate
[916] 1:40:42	god to people using the bible well you read them the bible
[917] 1:40:47	you read the text you explain the text you interpret the text
[918] 1:40:54	you apply the text but it all focuses around the confines of the text you never go outside the
[919] 1:41:02	text because once you start going outside of the text you're you're preaching on
[920] 1:41:09	you start infusing your message into the message that god is trying to deliver
[921] 1:41:16	through the text because it is the text that persuades it's the text that that
[922] 1:41:22	educates it's the text that illuminates and it's the text that allows people to
[923] 1:41:30	grow and it allows people to grow because it is
[924] 1:41:36	god breathed so i mean it's i think it's really really sad that
[925] 1:41:42	most most sermons today are are written
[926] 1:41:48	with zero to one commentaries you know you know how how do you explain the text
[927] 1:41:55	you know how do you explain the text without commentaries without falling back on those hundreds and hundreds of
[928] 1:42:01	years of of christian knowledge you know i don't get it
[929] 1:42:06	i don't get how pastors can do that other than it's just dereliction of duty
[930] 1:42:13	it's their election of duty so anyway that's my thoughts on that thank you very much for the super chat
[931] 1:42:18	very much appreciate it okay
[932] 1:42:27	uh kwamiya do zero zero seven for five dollars thank you very much for the super chat very much appreciate it
[933] 1:42:34	hi dr falk i mentioned this a while back but i wasn't sure about the exact papyrus anastasi
[934] 1:42:41	but is anastasi one evidence for the anakim now i think you mean the giants
[935] 1:42:46	here if if i'm not mistaken um now anastasi
[936] 1:42:52	uh papyrus one does have a reference in it that talks about the shasu
[937] 1:42:58	uh being between four and five cubits
[938] 1:43:04	now there's three qubits uh you've got say the standard qubit
[939] 1:43:10	which is 18 inches you've got the royal cubit that's 21 inches
[940] 1:43:16	and then you've got the divine qubit that's 24 inches if we just take the standard qubit
[941] 1:43:23	which is 18 inches uh papyrus anastasi one places the
[942] 1:43:28	height of the shastu at between six feet and seven and a half
[943] 1:43:33	feet so yes these are these are you know the shastu is an entire basket
[944] 1:43:39	uh basketball team yep yep they're tall boys
[945] 1:43:44	so um is that evidence for the anakim yeah i i think that there is there's at least
[946] 1:43:50	evidence there's at least evidence that the um the legend
[947] 1:43:57	was there already at the time of ramses ii so if it is there at the time of romans
[948] 1:44:03	ii then when say the israelites are sort of coming into the land or at least at
[949] 1:44:10	least making their first adventures in the land after the one year out in the wilderness
[950] 1:44:16	um if there's any truth to that legend in ramses the seconds time
[951] 1:44:22	then it's understandable that when the tens you know when the spies go in dude to
[952] 1:44:28	israel and they come back out to the 12 spies that they're reporting seeing giants
[953] 1:44:34	so um it does give warrant for that belief so
[954] 1:44:39	it's interesting now that we have two sources now that are roughly contemporary
[955] 1:44:47	and contemporary within say a generation that are sort of mentioning that that
[956] 1:44:53	there's there's these tall people all people living in in the land of canaan
[957] 1:44:59	now the shastu they're living down south they're they're they're in sort of the more southern regions they're in the
[958] 1:45:05	area of of mount sierra and edom but you know they're going to be past
[959] 1:45:10	the israelites are going to be passing through those that land as they go into canaan so you know that's something that
[960] 1:45:16	they're going to have to engage as they go in so
[961] 1:45:21	um um so i think there is warrant for it
[962] 1:45:29	so as i said whether or not it is legend or or or a factual account
[963] 1:45:35	i think that there's some it's more leading to a a a factual account
[964] 1:45:40	so anyway thank you very much for the super chat very much appreciated
[965] 1:45:49	okay uh matthew harrell for five dollars thank you very much
[966] 1:45:55	uh for the super chat last question of the night did egypt have a similar concept of ghost as the ancient near
[967] 1:46:01	east oh yeah oh yes they did uh if not what was the concept good
[968] 1:46:07	night everyone um yes they absolutely had a the egyptians absolutely believed in
[969] 1:46:12	ghosts absolutely um they believed that that spirits were all around them
[970] 1:46:19	so i i think um i think that uh that's a very very interesting
[971] 1:46:26	um we we they believe in all sorts of spirits though i mean it's not just ghosts you
[972] 1:46:32	know they they believed in um you know gods of course but you know minor gods minor spirits
[973] 1:46:39	um demons i mean they were they had a very very phenomenological existence you know
[974] 1:46:45	they believed they had one foot in this world and one foot in the other you know and one sleep on the banana
[975] 1:46:51	peel in their spirit themselves so you know they did very much believe
[976] 1:46:56	about you know uh spectral visitations you know the whole idea that a ghost
[977] 1:47:01	could visit them in the night you know they believe that ghosts could enter your dreams
[978] 1:47:07	and you know give you signs importance so yeah there's a there's actually a lot
[979] 1:47:13	of talk of being visited by the dead uh in in egyptian literature
[980] 1:47:19	so you know we do see this and it's fairly frequent in in the ancient egyptian culture so
[981] 1:47:26	anyway thank you very much for the super chat very much appreciated
[982] 1:47:32	okay uh matthew harrell two dollars um missed question on bible errors okay let
[983] 1:47:40	me see if i can find that um let's see here
[984] 1:47:50	okay i see the question
[985] 1:48:03	yeah it did not come through so
[986] 1:48:08	uh i did not get so we will just do this
[987] 1:48:18	okay and i will put it up like that all right now this question is from matthew harrell
[988] 1:48:24	uh five dollar super chat thank you very much um it did not come from my twitch
[989] 1:48:29	software which happens sometimes so i appreciate you bringing that to our attention thank you very much for for
[990] 1:48:35	that i really appreciate it and thank you very much for the super chat uh since there are numerical errors in
[991] 1:48:41	scripture how can we say scripture is infallible well okay there's a couple of ways we have to to
[992] 1:48:48	to look at this too now when we talk about infallibility um we are really talking about
[993] 1:48:55	what the bible asserts in the context it asserts it in
[994] 1:49:01	okay now with that said there are some things that the bible
[995] 1:49:07	asserts to be true and there's some things it does not assert even though it records them
[996] 1:49:13	so in the things that it doesn't assert to be true but it records those things are not infallible
[997] 1:49:19	even though the the recording of it may be infallible second of all
[998] 1:49:26	the text we received today is not necessarily infallible
[999] 1:49:32	what's infallible is the autographs the original writings
[1000] 1:49:37	so we do have evidence that of several text variations of many
[1001] 1:49:43	passages you know most of these are just say say you know writings of um
[1002] 1:49:49	of um let's go now um spelling mistakes um differences in spelling
[1003] 1:49:56	you know that sort of thing you know ancient hebrew was an ancient greek was not a prescriptive language it was
[1004] 1:50:04	you know it was a descriptive language you know people did have various uh spellings of words
[1005] 1:50:12	you know the other thing is the fact of of what do we mean by numerical error
[1006] 1:50:20	now in the case of numerical error it means that something was factually
[1007] 1:50:25	wrong but we also know too that say for example let's let's take for example
[1008] 1:50:32	ancient hebrew you know where it talks you know we do know that they have a broader semantic range for
[1009] 1:50:39	numbers than um we have we appreciate
[1010] 1:50:46	like for example you know we know that 40 can be used as a euphemism so uh or not euphemism um an idiom an
[1011] 1:50:54	idiom meaning an extended long time so when we take for example um say um
[1012] 1:51:00	numbers of say the population of the census in um exodus and and numbers
[1013] 1:51:07	we also have to take it too in its historical context which is that almost i mean when when mo
[1014] 1:51:14	allah there's a lot of documents from the ancient near east where numbers are inflated
[1015] 1:51:20	and we don't know why we don't know why this is but we know they did it
[1016] 1:51:27	you know the the the um you know the annals of um
[1017] 1:51:34	of uh oh it's cool now um alexander the great
[1018] 1:51:40	you know the the numbers of say um persians he encounter greatly inflated
[1019] 1:51:45	you know he's not he's not really encountering an army of two million people uh there's also inflation uh uh of the
[1020] 1:51:54	numbers at uh thermal pele you know we know that you know there are
[1021] 1:51:59	if there are you know you know i mean there's not an accurate count of
[1022] 1:52:04	people when it comes to many of these ancient documents and we don't exactly know why that is
[1023] 1:52:10	you know the ancient ancient writers will record some some details with
[1024] 1:52:16	incredible precision incredible precision you know down to
[1025] 1:52:21	you know maybe the left or right handedness of a person or a feature that that made them distinct
[1026] 1:52:28	you know or say you know precise measurements of of say you know
[1027] 1:52:35	ark of the covenant or the bark of almond ray
[1028] 1:52:41	but at the same time too there's some measurements or counts that just don't
[1029] 1:52:47	they just ancient people didn't care about or you know spitballed
[1030] 1:52:54	or you know it just didn't matter as much and for some reason population counts
[1031] 1:53:00	seem to be one of these and again we don't know exactly why
[1032] 1:53:06	but we can't exactly say they're an error either hmm
[1033] 1:53:13	do i have an imposter
[1034] 1:53:24	ancient ancient thing no no no that's me that's me i had to copy it
[1035] 1:53:30	no i had uh i had to that's this is uh matthew harrell's crush question
[1036] 1:53:36	because it didn't uh copy over into um widget he had paid for super chat
[1037] 1:53:43	okay so it's not an imposter it's not yeah this is this is not an imposter um
[1038] 1:53:51	this is matthew harrell yes he he he alerted us to this is what happened
[1039] 1:53:57	matthew harrell alerted to us that we missed one of his super chats
[1040] 1:54:02	um and that happens with the software we use okay so we always try to make good
[1041] 1:54:08	on super chats so so the easiest way for me to do this was i mean i could take a snapshot you
[1042] 1:54:14	know take out three four minutes to copy it over and but it's easier for me just to sort of copy the super chat and and
[1043] 1:54:22	and and just posted it myself so that's what's going on here there's
[1044] 1:54:28	no imposter you know we're good i did this on purpose this is me
[1045] 1:54:34	okay okay okay so
[1046] 1:54:40	uh i was almost at the end of the question anyway so this is this is good so this is fine
[1047] 1:54:45	so um there are uh since there are numerical errors in the scripture how can we say okay so again
[1048] 1:54:51	to to to recap we don't know ex we do know that this happened frequently in ancient sources
[1049] 1:54:58	where people would count population numbers and just it just doesn't seem to reflect real population
[1050] 1:55:04	sizes we don't know why they did it we don't know what it means
[1051] 1:55:09	we're still trying to figure it out this is a this is a an area of ongoing scholarship
[1052] 1:55:14	um so this is one of those areas where we just sort of have to admit ignorance
[1053] 1:55:21	but because it is such a frequent and widespread practice in the ancient near east
[1054] 1:55:27	um it does seem to be intentional it does seem to be intentional and if it
[1055] 1:55:32	is intentional you know scripture can still be um
[1056] 1:55:38	infallible even if the numbers don't match what we
[1057] 1:55:44	you know to 2500 years later
[1058] 1:55:50	you know 3 000 years later would expect and that's part of that is because we are bringing our own
[1059] 1:55:57	um presuppositions and contexts to this and and part of it too is the fact that you know when we read the bible we're
[1060] 1:56:04	not reading it out of the lens of say an ancient a reader we're reading it using
[1061] 1:56:09	the lens of people who are basically enculturated in science engineering and accounting
[1062] 1:56:16	and that's going to skew our perception of the texts too so anyway i hope that answers your
[1063] 1:56:21	question i very much appreciate the super chat and again thank you for alerting us that
[1064] 1:56:27	we missed the question because we don't want to do that so anyway thank you very much and
[1065] 1:56:33	thank you for the super chat okay
[1066] 1:56:43	so i see there are no more super chats and so so let's take
[1067] 1:56:50	uh we're getting close to the end of the night we've already we already started the night with three non-super chats so i'm only going to take one more uh
[1068] 1:56:58	one more non-super chat and then we're gonna call it a night so let me see what we have here
[1069] 1:57:08	and
[1070] 1:57:16	um
[1071] 1:57:26	um
[1072] 1:57:40	well that's uh um that's an interesting question actually
[1073] 1:57:46	i'm i'm going to actually i'm going to take the answers question here because it's actually it's actually a really interesting
[1074] 1:57:52	question uh the n cells are asked the question does
[1075] 1:57:57	god condemn space exploration and settlement implicitly obviously it's not referenced explicitly
[1076] 1:58:04	space hebrews laugh out loud it's actually not that um crazy of a question
[1077] 1:58:10	you know um there are some theologians that basically have have said that
[1078] 1:58:16	the earth is man's and the heavens belong to to god
[1079] 1:58:21	so you know there are there are there are texts out there that seem to at least imply implicitly that space
[1080] 1:58:27	settlement and exploration is off limits to mankind now
[1081] 1:58:33	that is there's also say the counter argument to this
[1082] 1:58:38	which is it's not for us right now or it is it is for us
[1083] 1:58:44	now which is more along the lines of well
[1084] 1:58:49	okay yeah bronze age man couldn't even make it to the stars even
[1085] 1:58:55	if he wanted to so it's not for him right now but in our age where we have rockets and
[1086] 1:59:01	space shuttles and maybe in future starships
[1087] 1:59:06	um it could be for us then you know reserves for us at that time
[1088] 1:59:11	so i don't think there's a sweeping prohibition um
[1089] 1:59:17	against space exploration or settlement i also don't think it's it's going to be
[1090] 1:59:22	easy either because the fact is that we one of the things we are discovering as we do um
[1091] 1:59:30	exoplanet uh research is how unique
[1092] 1:59:35	planet earth is there's not a lot of planet earth out there
[1093] 1:59:40	uh in fact uh i think it's something like 10 000 exoplanets have now been discovered
[1094] 1:59:46	and it's like something like about 20 or 30 of them are actually even close to
[1095] 1:59:51	what they call the goldilocks region for human habitation and when they talk about close what
[1096] 1:59:58	their meaning is like minus 30 you know celsius you know
[1097] 2:00:03	either minus 30 or like 50 degrees celsius you know
[1098] 2:00:08	not exactly these are not exactly vacation spots
[1099] 2:00:13	so um i don't think that i don't think they're honestly i take more take the side of
[1100] 2:00:20	that that space organization and settlement is not
[1101] 2:00:25	condemned but i also think that there's there's some a little bit of insight there that
[1102] 2:00:30	it's that it's not an easy road either that we're not going to go to the stars
[1103] 2:00:38	uh if ever uh in a way that's practical
[1104] 2:00:44	so i think that's that's that's more of what's going on here but yeah theologians have thought about this
[1105] 2:00:50	uh many theologians have thought about this and it is a very interesting question
[1106] 2:00:56	so anyway thank you for that question a very interesting question now
[1107] 2:01:01	since that was kind of a fun one i will take one more just because
[1108] 2:01:10	because i feel like it
[1109] 2:01:15	see if we i want to take somebody else other than dn because he has a dozen questions in here
[1110] 2:01:34	oh i could take that but i don't want to um let's see here
[1111] 2:01:44	okay
[1112] 2:01:52	i'll talk about that later
[1113] 2:02:00	i'll take this one from 501 mobius and this will be the last question of the night
[1114] 2:02:07	okay uh have you ever played the senate game um
[1115] 2:02:15	well that's a yes or no question
[1116] 2:02:20	uh here's the here's the thing about senate um we have got lots of examples of
[1117] 2:02:25	senate boards from from ancient egypt but nobody left us the rule book
[1118] 2:02:34	now there are people who have tried to um revive senate as as a game to be played
[1119] 2:02:43	but and they
[1120] 2:02:48	they try to um they try to come up with the rules
[1121] 2:02:54	or at least what they think is coherent rules and you'll sometimes hear people well this has been passed down for um you
[1122] 2:03:02	know you know millennium well it hasn't um the rules for senate
[1123] 2:03:08	really were sort of you know reintroduced uh in the 1950s
[1124] 2:03:17	when some enthusiasts who wanted to revive the game sort of came up with their own set of rules
[1125] 2:03:24	those rules don't actually have any basis in egyptian literature or egyptian writings
[1126] 2:03:31	they're just sort of a set of rules that people sort of intuitively guessed
[1127] 2:03:36	so i haven't played senate at least not with according to those rules
[1128] 2:03:43	um but i've i've seen me i've i'm um
[1129] 2:03:48	um i know people who who play senate
[1130] 2:03:54	um i know um that that they are still making senate boards you can actually
[1131] 2:03:59	get senate boards today um but but it doesn't
[1132] 2:04:04	doesn't have any any uh similarity to ancient egyptian senate as senate
[1133] 2:04:10	uh except for the board and the pieces itself uh we don't know
[1134] 2:04:15	so anyway thank you very much for that that question very interesting and that is
[1135] 2:04:21	going to be the final question for the night and we are going to call it a night there so anyway i want to thank everyone who's
[1136] 2:04:28	uh who joined us tonight uh as usual it was a great set of questions we had a
[1137] 2:04:33	wonderful international audience to to come and join us tonight um
[1138] 2:04:39	it really pleases me to see though that this little channel is starting to uh have widespread appeal and reach
[1139] 2:04:47	i want to thank all our subscribers uh i want to thank our patreon
[1140] 2:04:52	supporters who really help us to um do this i want to thank everyone who
[1141] 2:04:58	who gave us a super chat tonight uh those super chats really help uh ends meet as we
[1142] 2:05:05	try to bring this content to you and with that said thank you very much for joining us and i wish you all a good
[1143] 2:05:12	night and i'll see you next time on ancient egypt and the bible [Music]
[1144] 2:06:15	you
