[0] 1:05	[Music]
[861] 1:34:38	if we can get enough people to to join uh we're gonna be doing a tour of egypt with uh
[862] 1:34:46	tutku tours and i'm wearing their t-shirt right now i happen to be so i will
[863] 1:34:54	there we go educational travel and what we're doing is we're doing a
[864] 1:35:01	tour of egypt and uh we're going to be connecting all these ancient egyptian sites with what we know
[865] 1:35:08	in the bible it's it's one of those very very interesting tours it's well run uh i was on their tour in
[866] 1:35:16	uh january it's uh but this one's happening in october and i would encourage you this is a
[867] 1:35:23	really a great once in a lifetime experience and tatku runs a really great tour
[868] 1:35:28	operation so if you've got the financial ability and want to see egypt firsthand
[869] 1:35:34	and see it from a biblical perspective i would highly encourage you to uh you know join up
[870] 1:35:43	uh the link to tut cou tours should be in the description of this uh live stream so
[871] 1:35:50	with that we're gonna call it a night thank you for everyone who's who's joined us today thank you to all my
[872] 1:35:56	subscribers thank you for everyone who who offered a question uh whether or not
[873] 1:36:01	we got to it i saw some great discussion going on in the live chat i'm looking forward to reading it after
[874] 1:36:07	i want to thank all the super chats uh and everyone who has supported this
[875] 1:36:12	channel through patreon or who has um bought my book
[876] 1:36:17	hey have a good night and i will see you next week on ancient egypt and the bible
[877] 1:36:26	[Music]
[878] 1:36:51	you
