[0] 0:10	do
[916] 1:40:04	so we don't have a reference to to abraham and we don't have a reference to that other son by name but other sons of
[917] 1:40:11	of of um tara of irkesh are mentioned by reference
[918] 1:40:18	so um i think it's actually a pretty good identification now
[919] 1:40:26	um what is um now there there is there is some
[920] 1:40:31	question about uh tara of um erkesh and uh what we find in the bible
[921] 1:40:38	uh kosh dem and that's that's that's um that's some
[922] 1:40:43	very interesting thing right there is what we might have in there is a um
[923] 1:40:52	basically in some places in the bible and in some places in um
[924] 1:40:59	especially in the hebrew text we have no spaces
[925] 1:41:04	sometimes uh later writers especially the masteries when they start breaking up the hebrew
[926] 1:41:11	text into uh words with spaces in between them they don't always put the space in the
[927] 1:41:18	right place and because they don't always put the space in the right place
[928] 1:41:25	they sometimes have to say well this doesn't make sense so we're going to change the text in the masoretic text
[929] 1:41:32	slightly okay you know that that happens we have do have some
[930] 1:41:38	examples of this um an excellent book on uh on this is
[931] 1:41:44	actually um
[932] 1:41:49	paul lawrence's book egg whites or turnips
[933] 1:41:55	which talks about the various text issues of of bible translations it's an
[934] 1:42:00	excellent book it's a small book it's really inexpensive but an excellent book on this so what i think is happening say with ur
[935] 1:42:07	kashi or kash d or ur of the chaldees
[936] 1:42:13	is it's putting the space in the wrong place so
[937] 1:42:18	the masteries put a space between er and cache
[938] 1:42:25	so you now have well what's cache keshti
[939] 1:42:31	which is chaldean when it should have probably been urkesh to begin with
[940] 1:42:38	so i think there's very very strong evidence that that that space should not have
[941] 1:42:43	been there so um
[942] 1:42:49	the language that he would have used is is is is a um would have been acadian
[943] 1:42:56	we do find from the mari texts that most of the correspondence of that
[944] 1:43:02	period was done in acadian uh which gods did he worship
[945] 1:43:07	um uh i believe he worshipped a lunar deity
[946] 1:43:13	from the biblical texts um i think that deity was a lunar deity
[947] 1:43:18	called sin but do not quote me on this i'd have to look that up but it does he
[948] 1:43:24	does seem to be have been a worship of our of learned lunar deities as far as i can tell
[949] 1:43:29	um the mesopotamians did have a bunch of deities that were based upon say um
[950] 1:43:36	astronomical phenomena or astrological phenomena uh so uh it's likely that he worshipped
[951] 1:43:42	one of those so anyway i hope that answered your question thank
[952] 1:43:47	you very much for the super chat very much appreciated and i'm glad we found it okay
[953] 1:43:55	let's see here what else
[954] 1:44:02	ah rg strategy i wonder if jonah had ac in there laugh out loud probably not
[955] 1:44:09	i think it was very humid he couldn't use some ac
[956] 1:44:14	and a good oxygen pump but
[957] 1:44:26	uh see what else you have here purple pill philosophy good to see you
[958] 1:44:32	here tonight uh ancient egypt in the bible why do you suppose digital hammurabi is so afraid to debate you
[959] 1:44:40	um i think he's very very comfortable
[960] 1:44:47	punching down that's what i think i'm you know i'm not gonna i'm not going
[961] 1:44:53	to press it with him i'm not going to press it with him you know he's so far
[962] 1:44:58	been fine to sort of bury the hatchet i'm fine to bury the hatchet and i um
[963] 1:45:04	but i do think when he does debate these topics he tends to pick
[964] 1:45:09	you know people who are not quite up to his his caliber
[965] 1:45:14	um you know guys that are sort of blatantly incompetent in the subject matter um
[966] 1:45:21	being discussed such as um well such as his last debate
[967] 1:45:27	i'll let you look up who that is but it was very very clear that
[968] 1:45:33	his opponents were not showing competence in a in a proficient way
[969] 1:45:40	they were trying to be debaters but to to actually discuss
[970] 1:45:46	uh topics such as the the um egyptian material for the exodus
[971] 1:45:51	you really have to have a good handle on both the bible and the egyptological material
[972] 1:45:57	um i his opponents don't have competency in
[973] 1:46:02	either he has competency in the bible but he knows the problem when we start
[974] 1:46:09	talking about the exodus is you really need competency in both to actually um
[975] 1:46:14	to go toe-to-toe with someone so um
[976] 1:46:20	he he he is he has never uh we've talked privately once
[977] 1:46:27	um and he knows he he doesn't want to do that debate uh and frankly i'm not a debater either
[978] 1:46:33	so i mean i don't particularly care to do debates i'll leave that to other people i kind of think that debates are a waste
[979] 1:46:40	of time i really do i'd rather make new content and new videos
[980] 1:46:45	than do pointless debates that really aren't going to convince anyone or and are not
[981] 1:46:51	going to really move the goal post yeah they might serve as hedge protection
[982] 1:46:57	but i'm i'm kind of interested in in advancing the
[983] 1:47:02	field of knowledge not just doing hedge protection for the home team
[984] 1:47:08	so i will leave leave it up to you to do any further speculation on why he's
[985] 1:47:15	is reticent so anyway but thank you for the question
[986] 1:47:20	okay let's see what else here
[987] 1:47:26	uh recreation uh is jebel moussa s no sinai that moses
[988] 1:47:33	went to okay
[989] 1:47:43	that's a good question we don't know okay
[990] 1:47:48	we don't know now i take it you're talking about the jebel musa that is in the interior of
[991] 1:47:54	the sinai peninsula there's a couple other mountains outside that like in in
[992] 1:47:59	the saudi arabian peninsula that are also called jebel nusa informally but that's not their real name
[993] 1:48:08	but the one jebel musa that's in the sinai is actually very very close to saint catherine's
[994] 1:48:14	it's very very difficult to be sure uh which mountain
[995] 1:48:21	in that range was the mount original mount sinai uh we've got a lot of evidence
[996] 1:48:28	you know from the topographical um information that we're given
[997] 1:48:33	to rule out any sort of candidate for mount sinai
[998] 1:48:39	outside of the sinai peninsula yeah
[999] 1:48:45	yeah that was delivered oh it's back on okay i can turn it off yeah
[1000] 1:48:50	all right and um but the problem is there's about a dozen
[1001] 1:48:55	candidates inside of uh the sinai peninsula itself
[1002] 1:49:04	that could possibly be mount sinai the fact is we just don't know
[1003] 1:49:10	nobody has done a proper archaeological excavation of the region
[1004] 1:49:17	it's a huge amount of territory it's an absolutely massive amount of territory to try to
[1005] 1:49:24	make any sort of coherent archaeological sense of
[1006] 1:49:30	so yeah absolutely jebel musa in the sinai peninsula is a
[1007] 1:49:36	candidate it is possibly the mountain that moses went to
[1008] 1:49:42	can we know for sure not this present time so a great question very much appreciate that
[1009] 1:49:50	okay let's see what else we got here
[1010] 1:49:57	um rg strategy says uh the younger lady i think yes that is the that is the wife
[1011] 1:50:03	that a woman that has been identified as king tutankhamen's mother um i think she was found she was found
[1012] 1:50:11	in if i'm correct i think she was found in one of the caches one of the mummy caches
[1013] 1:50:17	um i think was db 320 um daryl bacharach 320 that her her body was found in but
[1014] 1:50:24	i'm not sure um we found a lot of these these unidentified mummies in some of these
[1015] 1:50:29	mummy caches but she has been identified by dna
[1016] 1:50:35	um um profiling to to be the mother of king
[1017] 1:50:40	tut so we're really pretty sure of that and likewise we are pretty sure that the
[1018] 1:50:47	um the male found in the the coffin in kv-55 was akhenaten
[1019] 1:50:55	now the open question about uh that coffin in kv-55 is it wasn't a male's coffin
[1020] 1:51:03	that's the strange bit it was definitely the coffin of a woman
[1021] 1:51:09	whose coffin was occupying buried in we don't know
[1022] 1:51:14	my guess is it was probably nefertiti's coffin so um there's a
[1023] 1:51:21	i mean you look at say the statuary of nefertiti you look at the what remains of that coffin i think it's clear that
[1024] 1:51:27	that was the coffin of nefertiti that akhenaten got buried in and i've got reasons for saying that
[1025] 1:51:34	it's the um i think it's more than just sterile conjecture i think that there was i i i think what happened
[1026] 1:51:40	was akhenaten's um funerary assemblage was so elaborate
[1027] 1:51:46	it didn't get done on time he just didn't by the time he was dead it wasn't wasn't
[1028] 1:51:52	ready so he got buried in in the one royal assemblage that was ready
[1029] 1:51:59	which happened to be nefertiti's and i think the inheritor of that
[1030] 1:52:06	that amarna burial was king tut i think he lived long enough to see it
[1031] 1:52:11	completed
[1032] 1:52:17	okay let's see what else we got here
[1033] 1:52:23	any more questions coming in from the bottom here
[1034] 1:52:28	uh
[1035] 1:52:41	i'll take this one from tony g uh why did war break out in heaven um
[1036] 1:52:48	this refers to um the war in the book of revelation uh was it lucifer's rejection of god's
[1037] 1:52:55	plan of salvation um now this is interesting
[1038] 1:53:01	uh it's interesting for a few reasons um we don't know exactly why war broke
[1039] 1:53:08	out in heaven we're told it's a rebellion okay the text does seem to imply that a third
[1040] 1:53:15	of the angels were third of the heavenly coast some of those are angels some of them aren't
[1041] 1:53:21	we're involved uh was it lucifer's rejection of god's plan
[1042] 1:53:27	of salvation we're not exactly sure um
[1043] 1:53:33	i tend to lean more along the lines that lucifer had his own reasons for rejecting and that had nothing to do
[1044] 1:53:40	with god's plan of salvation okay
[1045] 1:53:45	i think he was the the cherub that was in the garden i think he was one of the throne cherubs
[1046] 1:53:53	um i think he sat in and listened to the plans of god as as god you know
[1047] 1:53:58	talked from the throne but god didn't reveal the whole plan
[1048] 1:54:05	and basically pride you know pride took
[1049] 1:54:12	lucifer down so um i think it was ultimately a condition
[1050] 1:54:18	of the heart that led to that rebellion not necessarily what god was planning to do
[1051] 1:54:25	and we get that from say ezekiel 28 where you know ezekiel 28 goes into what
[1052] 1:54:31	the cherub were thinking and and and and what they were doing
[1053] 1:54:38	and if you want more information on this you can you can see my video on uh from the spiritual world uh spiritual spirit
[1054] 1:54:45	world cherubim and you'll get more information on this so anyway good question thank you very much for that
[1055] 1:54:50	question
[1056] 1:55:02	someone the person asks how much of a straw man is it to call the israelites undeveloped ignorant bronze age goat
[1057] 1:55:08	herders well it is poisoning the well
[1058] 1:55:19	i don't think it's a straw man um uh it is it is it is a little bit of a a
[1059] 1:55:26	poisoned well uh
[1060] 1:55:32	they were goat herders okay um they were in the bronze age
[1061] 1:55:40	being asiatic semites yeah they were definitely goaters in the bronze age underdeveloped
[1062] 1:55:47	okay now that's that sort of crosses the line here um
[1063] 1:55:52	we are starting to develop a more sophisticated picture of of what um
[1064] 1:55:59	asiatic semites were capable of um we do know they have their own
[1065] 1:56:04	culture uh we see from the tomb of benny hassan in the middle kingdom where some
[1066] 1:56:10	levantine semites are traveling uh into egypt okay they're traveling
[1067] 1:56:17	into egypt uh to you know feed their herds and to do mining
[1068] 1:56:23	operations okay so so they had some they had some skills when they came in
[1069] 1:56:29	you know they were able to do mining um one of those scenes is they present
[1070] 1:56:34	documents to the um to um the the no mark
[1071] 1:56:43	and basically basically saying hey these are our credentials coming in
[1072] 1:56:48	okay if if if they're so um underdeveloped and ignorant what are
[1073] 1:56:55	they doing presenting documents okay that's a
[1074] 1:57:01	i mean you need to write to have documents or a petition or whatever you still have
[1075] 1:57:07	to have some form of literacy to do that and the middle kingdom
[1076] 1:57:13	you know you know that's bronze age but that's not late bronze age
[1077] 1:57:20	you know we're we're talking the middle bronze that point
[1078] 1:57:25	we also know from say uh umar now that alphabetic writing actually goes now all
[1079] 1:57:31	the way back to at least 2350 bc so that's early bronze age so
[1080] 1:57:38	honestly i'm expecting that as time progresses we're going to find even more early alphabetical descriptions of
[1081] 1:57:45	semitic writing we do know that the preservation of these inscriptions is very rare
[1082] 1:57:53	i would love to get my hands on some photographs of say plaster samples or
[1083] 1:57:59	ostricha from some of these excavations because i have some special
[1084] 1:58:06	techniques that i use to to um to reveal very very hard to read
[1085] 1:58:13	inscriptions unfortunately a lot of excavators are not um
[1086] 1:58:19	are very very resident uh reticent to share that um those photographs and
[1087] 1:58:24	information without people outside of their excavations um because they want to be the ones that discovered first
[1088] 1:58:30	um a little bit of professional jealousy there but you know you deal with what you deal with
[1089] 1:58:36	uh but i think we're gonna find in the future um a lot more text coming out because
[1090] 1:58:43	i've i've i've been able to do some say rudimentary um
[1091] 1:58:48	say you know wall paintings and they basically expose you know
[1092] 1:58:56	readings that people haven't seen before so there's a lot of really new technology
[1093] 1:59:02	that i think is going to to reveal some new semitic texts um and i think it's just a matter of
[1094] 1:59:07	time it's clear that that by this point that the uh evidence is shows that um
[1095] 1:59:14	those underdeveloped ignorant bronze age goat herders could both read and write
[1096] 1:59:19	at least some of them could so uh [Laughter]
[1097] 1:59:24	not a strong man but it's definitely poisoning the well so anyway that's my opinion on that
[1098] 1:59:32	okay [Laughter] [Music]
[1099] 1:59:51	what do you think about the upcoming debate between bart ehrman and mike lacona uh
[1100] 1:59:57	frankly i don't think a lot of it uh it's not that i i'm just
[1101] 2:00:02	not that interested in it uh uh i probably won't even watch it to be
[1102] 2:00:08	honest uh ermin is a uh essentially a new testament guy he's uh
[1103] 2:00:14	he's basically a um
[1104] 2:00:20	does a lot of epigraphy [Music] of late um
[1105] 2:00:28	first century texts he's an expert on gnosticism um he does has done a lot of work on the
[1106] 2:00:34	development of the gospels um like mike lacona is an apologist um
[1107] 2:00:41	yeah i'm i don't i see this being more heat than light so um
[1108] 2:00:47	my time is so precious i don't want to waste like two hours on something that isn't going to say
[1109] 2:00:53	advance what i my own work in the field so um i probably won't watch it honestly
[1110] 2:01:01	but i'm not saying to other people to for other people not to watch it it's just probably not that it going to be that interesting for me
[1111] 2:01:09	okay i do see another super chat here
[1112] 2:01:16	from saint luke for 99. thank you very much for the super chat very much appreciated
[1113] 2:01:23	okay and he says i know you said before that the pharaoh who had the children kill
[1114] 2:01:28	killed was either i or whorem him if thieves was still the capital what
[1115] 2:01:33	was the pharaoh's daughter doing a virus okay this is how it works
[1116] 2:01:40	the the pharaoh's daughter is a retrojection
[1117] 2:01:46	okay she wasn't pharaoh's daughter at the time moses flees
[1118] 2:01:53	or at the time the children were killed okay
[1119] 2:01:58	she was the gov she was the um the daughter of the governor
[1120] 2:02:06	of avarus who later beyond became the the um the
[1121] 2:02:11	vizier of lower egypt who later on himself became pharaoh
[1122] 2:02:18	okay so what's happening is what we have is a sequence of events
[1123] 2:02:23	okay so uh the hebrew children are killed uh during the reign of eye and hormone
[1124] 2:02:30	and by by by the reign of horum heb he installs his good friend ramsey's the
[1125] 2:02:36	first as a vision over lower egypt essentially make some crown prince at
[1126] 2:02:42	some point we don't know exactly when but he does become crown prince
[1127] 2:02:48	so then um the daughter of ramsay's the first not actually being royalty yet
[1128] 2:02:55	she's not royalty yet because she's not technically the daughter of a king she's a daughter of a
[1129] 2:03:00	governor daughters of the governor have the right to adopt whoever they want
[1130] 2:03:07	daughters of a king don't have that right
[1131] 2:03:13	so what happens is she becomes
[1132] 2:03:18	um you know she's the daughter of a governor she adopts moses moses is raised in the royal household at the
[1133] 2:03:24	palace at a varus which is basically the governor's mansion that's the mansion for the the
[1134] 2:03:31	visitor of of lower egypt and he
[1135] 2:03:37	is raising the house until he goes back sees his fellows you know um you know kills the egyptian
[1136] 2:03:44	has to run away during the reign of of uh horemheb
[1137] 2:03:51	when horum heb er you know he's moses gadow's alley egypt
[1138] 2:03:57	hormhib eventually dies then moses returns
[1139] 2:04:03	with uh his wife and two small kids and it's at that point it becomes known
[1140] 2:04:10	that his mother was the daughter of a king which makes him the son of a daughter of
[1141] 2:04:17	a king so that's how the whole timeline works together
[1142] 2:04:25	uh by the reign of ramses the first it's that the capital is still thebes
[1143] 2:04:30	but when moses is returning when he actually returns ramses ii has taken the throne and now
[1144] 2:04:39	you've got the capital moving to parramsee's the capital at that point is no longer a
[1145] 2:04:45	thieves and that's what facilitates moses being able to have that audience with
[1146] 2:04:52	um with ramses ii is he's the son of a daughter of a king
[1147] 2:04:58	but could be adopted as a son of a daughter of a king
[1148] 2:05:04	because she was not always this the daughter of a king
[1149] 2:05:12	so there's a little bit of retrojective writing going on there sh the moses's
[1150] 2:05:18	mother who adopted him is being credited with always having been the daughter of
[1151] 2:05:24	a king even though at one point she wasn't just like
[1152] 2:05:30	ramses ii himself was not always the son of a king
[1153] 2:05:36	or a grandson of a king we have to recognize that ramses ii was two years old
[1154] 2:05:43	when he uh when his grandfather ramses the first came to the throne
[1155] 2:05:49	so said the first wasn't always the son of a king ramses ii was all not always son of the
[1156] 2:05:54	king but in texts ramses ii is always referred to as crown prince
[1157] 2:06:02	and the son of a king until he becomes kings himself so it's it's just retrojective writing
[1158] 2:06:09	and it's a very common thing to find in the text of the period very very common uh we even see this in
[1159] 2:06:17	other cases of egyptian crown princes that go on campaign who later on become
[1160] 2:06:22	king and thus retroject it so that he's always portrayed as if he had always
[1161] 2:06:27	been the king even at a point in time when he wasn't the king so again very very common in ancient texts
[1162] 2:06:35	um and we find these rejections even used in the book of genesis so um it's it's there it's in the text and
[1163] 2:06:42	it's a it's a literary feature we have to be aware of if we are interested to interpret the text properly
[1164] 2:06:48	so anyway i hope that answered your question thank you very much for that super chat really appreciate it
[1165] 2:07:02	okay uh actually uh recreation uh good to see
[1166] 2:07:08	you uh hi dr falk i heard that you were working on a blog on how prophecy is meant to be interpreted how's that going
[1167] 2:07:14	actually it wasn't a blog it's actually a paper um a conference paper that is being
[1168] 2:07:22	published with width and stock on say apocalyptic literature
[1169] 2:07:27	now you can actually go to my academia website my academia [Music]
[1170] 2:07:34	account and you can download a um a preliminary version of that paper if you want to go
[1171] 2:07:41	read it for yourself so it is already available on my academia.edu page
[1172] 2:07:46	um and you can it it's um it has to do with the prophecy of nefertiti
[1173] 2:07:52	so um it's it's it's there to be people can read it already and it should be
[1174] 2:07:57	coming out this year in that bound uh book from within stock so anyway
[1175] 2:08:03	great question thank you very much but it's not gonna be a block it is actually going to be a published paper
[1176] 2:08:10	okay
[1177] 2:08:15	and it's 10 o'clock 10 8 after 10 now so i'll take a couple more questions and then call it a night because not every
[1178] 2:08:23	live stream should be three hours long [Laughter] okay
[1179] 2:08:45	see here
[1180] 2:08:59	yeah we've got some interesting things coming up by the way in the next couple months uh or next couple weeks we we're right
[1181] 2:09:07	now uh doing um writing our scripts for the next uh
[1182] 2:09:12	four videos and uh we are going to be wrapping up our so you want to go to bible college
[1183] 2:09:19	series we got two more episodes of that uh but we are going to be doing one on the egyptian afterlife
[1184] 2:09:25	we're also going to be doing one on clans and tribes so that's something to look forward to
[1185] 2:09:32	in the next uh next few weeks
[1186] 2:09:43	nathan you don't let's see if we can hit three hours this time i don't think so not this time
[1187] 2:09:51	come on doctor [ __ ] let's do a six hour livestream just kidding yeah not a chance
[1188] 2:10:00	[Laughter]
[1189] 2:10:08	yes the afterlife indeed we are actually doing the egyptian afterlife
[1190] 2:10:14	yeah this one's gonna be fun this one's gonna be fun i'm actually really looking forward to this so
[1191] 2:10:20	um yeah absolutely
[1192] 2:10:27	all righty so do stay tuned for that
[1193] 2:10:34	i'll take let's see here
[1194] 2:11:05	i gotta take this one uh rg strategy said would send a super chat but having issues with my card oh
[1195] 2:11:12	you can always send me crypto you know bitcoin xmr they're all good
[1196] 2:11:18	see the wallet [Laughter] in the description
[1197] 2:11:24	i'm kidding of course but uh i do we do accept crypto um i have to
[1198] 2:11:30	admit doing crypto is a lot of fun okay but uh getting back to your your serious question
[1199] 2:11:36	uh not so serious host aside um
[1200] 2:11:42	would uh what was your favorite artifact found in the tomb of king tooting common and why
[1201] 2:11:50	oh oh that is an interesting question
[1202] 2:12:00	um one of my favorite
[1203] 2:12:08	um one of my favorite objects in the tomb of king tooting common
[1204] 2:12:14	is actually what's called the gold the small golden shrine
[1205] 2:12:21	uh it's this small that's about i'd say it's it's not that small about two and a half feet tall
[1206] 2:12:29	it is it is it's a wood shrine with a sledge covered in gold foil
[1207] 2:12:36	but it one of the most interesting details on this is that it has
[1208] 2:12:42	the sliding silver door bolts and while that's so meaningful to me
[1209] 2:12:49	personally is i was able to identify those sliding
[1210] 2:12:56	door bolts as hennis and identified the word for them and was
[1211] 2:13:02	able to relate them to uh british museum papyrus 10054 where it
[1212] 2:13:08	talks about the tomb robbers stealing the hennis off of shrines
[1213] 2:13:15	so um and replacing and then the two markers would replace the the silver henness
[1214] 2:13:23	with uh wood fakes so um it was such a such a beautiful
[1215] 2:13:31	example of the sliding door bolts um that uh it it's one of those those
[1216] 2:13:38	things that really sort of always resonated with me but you know there's so much fabulous
[1217] 2:13:43	stuff in the tomb of king tut um a close the close second favorite is
[1218] 2:13:49	the daggers i love the daggers from king tut there's one in there of meteoritic iron
[1219] 2:13:59	with a quartz pommel beautiful work beautiful work
[1220] 2:14:05	there's also one that's gold what's so interesting about that one
[1221] 2:14:11	is the craftsmanship on that dagger is um is just sort of potpourri of many
[1222] 2:14:18	cultures across the mediterranean the sheath on that is clearly of a
[1223] 2:14:24	mesopotamian work with the uh with the lion motifs but the handle has reticulation
[1224] 2:14:31	now what's so interesting about reticulation is it's articulation um
[1225] 2:14:37	or so not not not uh not articulation um what's it
[1226] 2:14:42	granulation it's granulation granulation is on the handle now what
[1227] 2:14:48	granulation is is where you make these really really super fine gold beads
[1228] 2:14:54	and you solder them onto the handle and it's really difficult to do
[1229] 2:15:00	really difficult to do i'm saying this is an x arc jeweler myself
[1230] 2:15:06	it's a former art jeweler i used to do some crazy stuff but even that's beyond my skill level um but what it was it was especially of
[1231] 2:15:14	the etruscans the etruscans we actually find a lot of etruscan
[1232] 2:15:21	um a metal work that had a granulation done
[1233] 2:15:26	and we find this granulation on this dagger of king tut so it's got
[1234] 2:15:32	it's got both east and west and craftsmanship working on it at the same time
[1235] 2:15:38	so you know it's stuff like that and you know one of the things that's very interesting too is the actual blade on
[1236] 2:15:45	that dagger is um is gold it is gold
[1237] 2:15:50	but it also is hard enough to retain an edge which is very very interesting because
[1238] 2:15:57	gold uh you have to be if you if it is possible to make gold with a high tensile
[1239] 2:16:04	strength but it takes a lot of skill it takes a lot of skill to do
[1240] 2:16:12	so i just marvel at the craftsmanship i marvel at the metal energy um it's just
[1241] 2:16:19	a beautiful beautiful and it's just an aesthetically beautiful piece so
[1242] 2:16:24	definitely that's that's that's that's a piece that's near and dear to my heart
[1243] 2:16:30	okay i will take
[1244] 2:16:37	one last question and then we're going to call it a night and i am going to take
[1245] 2:16:58	okay so heather newt wants to know i need to stop thinking
[1246] 2:17:04	about this and actually ask you what the glyphs in your background are from
[1247] 2:17:10	they are from amastba on the giza plateau
[1248] 2:17:16	okay i don't remember the name of the mask
[1249] 2:17:21	off the top of my head it is my photograph i'd have to look it up in one of my uh
[1250] 2:17:28	log books when i go to egypt i i do photos and i log every tomb
[1251] 2:17:34	scene photograph i take okay uh so uh
[1252] 2:17:42	um basically when you come out
[1253] 2:17:48	it's it's it's one of the satellite master buzz near uh khufu's pyramid okay
[1254] 2:17:54	so if you're familiar with the giza complex um you
[1255] 2:18:00	um there's where if you um
[1256] 2:18:06	the entrance to the giza pyramid is on the north okay on the eastern side of the pyramid
[1257] 2:18:11	is where the mortuary temple of khufu would have been plus there's some pyramids of his queens but if you go
[1258] 2:18:18	past that uh you start hitting the mastabas the the fourth dynasty masterpost and down
[1259] 2:18:24	into a um sort of almost a ravenish kind of uh
[1260] 2:18:29	digging down um uh you would hit um
[1261] 2:18:36	the mastaba of um of khufu's mother well right beside on the other opposite
[1262] 2:18:44	side of that trench is a mastiff of one of the visitors of
[1263] 2:18:49	one of the high officials and that's that's the master but that that this photo is taken from and it's taken in
[1264] 2:18:56	sort of the entryway so there's a small slightest step step down
[1265] 2:19:01	and then you're you're greeted with this wall of hieroglyphs and they're beautiful
[1266] 2:19:07	you can see on on the surface there is a slightly reflective that's desert varnish that's desert varnish
[1267] 2:19:15	and uh we do we do see that that in certain places in some of these
[1268] 2:19:22	inscriptions where the wind will blow but
[1269] 2:19:28	doesn't blow to the extent where it actually wears the writing away
[1270] 2:19:33	you'll get this sort of development of desert varnish over top of say the inscriptions and that's what we see here
[1271] 2:19:39	is in in this in this text here is the stone becomes actually discolored um
[1272] 2:19:45	polished and even slightly uh shiny as a result of of the desert varnish
[1273] 2:19:51	so that's what you're seeing here it's a fourth dynasty uh masterbot i can't remember the name of it off the top of
[1274] 2:19:57	the of the tumor off the top of my head i have to look it up but it is my photograph and it was from
[1275] 2:20:03	my um uh 20 i believe it was my 2020 trip to
[1276] 2:20:09	egypt so there you go that's that's where uh that's where it's from it's it's it's
[1277] 2:20:15	old egyptian it's uh um it was it was a it's amazing tomb it's not a very uh big mastaba it
[1278] 2:20:22	doesn't go in very deep uh but you can it's it's open to the public it's open to the public and you
[1279] 2:20:29	can go go see it they do we have to be uh they do rotate
[1280] 2:20:34	the master bus so it might not be open not all ass masterboards are open all the time they do rotate them
[1281] 2:20:41	and this this prevents uh them from wearing and prevents wear and tear
[1282] 2:20:47	so uh i hope that answers your question um and if you do make a pilgrimage there
[1283] 2:20:54	highly recommend it um frankly i actually love the the the master that's more than like
[1284] 2:21:00	pyramids i don't like pyramids i'm a guy who likes temples i like temples i like
[1285] 2:21:05	mastabas do not care for pyramids uh i'm too old to be really trekking up
[1286] 2:21:11	and down the corridors of pyramids i mean they're just ugh and they smell bad they're hot
[1287] 2:21:16	they're cramped um do not like pyramids one bit temples oh
[1288] 2:21:22	i can hang out i could hang out at temples all day i mean i i just love temples
[1289] 2:21:29	so uh a tour with dr folk well uh
[1290] 2:21:36	you know we tried to set up a tour um last october but we just couldn't get enough people
[1291] 2:21:43	so uh yeah we tried we tried uh the channel was is is just
[1292] 2:21:50	not big enough to really attract enough people to get a tour company interested uh so um you know who knows maybe in a
[1293] 2:21:57	few more years and maybe if we hit that uh you know maybe 100 000 subscribers you know
[1294] 2:22:03	um you know once we once we hit the you know we just hit 5000 you know which
[1295] 2:22:10	is very very remarkable for the fact that we've been a channel for less than two years
[1296] 2:22:15	um our two-year two-year mark is in may
[1297] 2:22:20	so we're actually been very very floored with how much growth we've had over the last two years but
[1298] 2:22:26	um you know maybe when we hit that 7 500 mark and we start getting some exponential growth in in
[1299] 2:22:32	subscriber base you know maybe we can try again we can try again i'm not opposed to trying it again
[1300] 2:22:37	and uh especially if i can um you know talk to the tour company because they're
[1301] 2:22:42	not happy they're they they really weren't happy that uh that they didn't get their quota
[1302] 2:22:48	and they don't do a tour until they get like a quota i think it's they have to have at least like 12 people
[1303] 2:22:53	sign on um but you know for i understand for many
[1304] 2:23:00	people that the the mass prescriptions was just not not going to make that that
[1305] 2:23:05	trip pleasant although i did do it in 2020 with masks so i could it could have been done but
[1306] 2:23:11	but anyway we are looking for you know as i said maybe on that point we'll start getting some exponential growth
[1307] 2:23:16	some um we might try again to do another tour in egypt and as i said if we've got people
[1308] 2:23:22	already willing to subscribe we can then convince them to to host it so
[1309] 2:23:28	uh that's gonna be the last uh question for the night i want to thank everyone who joined us
[1310] 2:23:35	tonight um i want to thank all our subscribers uh you know you guys are the reason why we hit 5 000 you know and we
[1311] 2:23:42	really really appreciate you one of the things we really love about our subscribers is you guys actually watch
[1312] 2:23:49	your videos a lot of channels have a lot of subscribers but they don't actually watch our videos
[1313] 2:23:55	or watch their videos our subscribers are really engaged um
[1314] 2:24:00	they're fun group of people they they leave comments they leave questions
[1315] 2:24:05	and that helps the algorithm the algorithm likes it when you guys leave likes
[1316] 2:24:11	questions even if you dislike it that actually helps the algorithm believe it or not um it tells youtube you're engaged
[1317] 2:24:19	and we we know from the statistics that on say on a per you subscriber basis that our subscriber
[1318] 2:24:26	base is heavily engaged and watches our material and that for that that that helps us a lot it really
[1319] 2:24:33	really does i also want to thank our patreon supporters who
[1320] 2:24:38	who are just absolutely um you know they you know they
[1321] 2:24:45	give of themselves sacrificially to help this this channel grow um
[1322] 2:24:50	our patreon supporters uh help pay for new equipment and really support us
[1323] 2:24:57	and finally i want to um thank everyone who has donated a super chat um
[1324] 2:25:02	you help us keep the lights on you know the patreon supporters give us new new equipment
[1325] 2:25:09	but these super chatters keep the lights on uh suffice it to say that we wouldn't be
[1326] 2:25:16	able to afford to do this as often as we do if it wasn't for you guys
[1327] 2:25:21	so i want to thank everyone who has supported us just so much we really really appreciate it
[1328] 2:25:28	we don't take it for granted for a moment we don't take it for granted for a moment because we understand
[1329] 2:25:34	um you know how hard things in this economy are to come by
[1330] 2:25:40	and we we understand it and we appreciate it and we value every piece of support we get
[1331] 2:25:45	so with that said i want to thank you all for joining us tonight thank you very much for your questions i hope you
[1332] 2:25:51	guys have a great night and i will see you next time on ancient egypt and the bible goodnight everyone
[1333] 2:25:58	[Music]
[1334] 2:26:54	you
