[0] 0:03	okay uh
[1353] 2:27:35	debate in the academy so it never it never did it never did try to win the intellectual argument
[1354] 2:27:43	but what it did was it preached a message it went Grassroots
[1355] 2:27:50	right they went from church to church yeah I've heard you talking about this
[1356] 2:27:57	where are those people now Seminary they're in the seminaries
[1357] 2:28:03	they're the octogenarians funding seminaries
[1358] 2:28:09	that's where the power is the power is in the octogenarians that are funding the seminaries
[1359] 2:28:16	and those octogenarians are convinced that if you believe in late date of The Exodus you are a compromiser and worse
[1360] 2:28:24	than an atheist wow you know that actually reminds means
[1361] 2:28:31	me um you like it I'm not sure if they'd have have like a I doubt they have a
[1362] 2:28:39	position in open right now but uh I'm but Dr Fox like you might wanna
[1363] 2:28:45	uh check out oh Palm Beach Atlantic University because I remember when I I I
[1364] 2:28:51	went there for a little bit and and um Paul Copan works there and I know he
[1365] 2:28:58	holds to the late date and I and I also remember he does great work
[1366] 2:29:03	uh and uh I also remember my Old Testament Professor he definitely a leaned towards
[1367] 2:29:10	late date so I I do think Inc that if they had a position and available for
[1368] 2:29:17	someone of your expertise I'm sure they would be open into having you there
[1369] 2:29:24	well here's here's the issue uh in most seminaries most of the academics
[1370] 2:29:32	will believe in a late date because they they've examined the issue
[1371] 2:29:38	and they've looked at it carefully they don't have the courage to come out and say it
[1372] 2:29:46	well uh because of the octogenarian problem
[1373] 2:29:53	like for example you know I know for example I asked like uh Lawson younger
[1374] 2:30:00	to to endorse my book and I know he's a late Danger
[1375] 2:30:07	Dead Silence he won't put he won't put his neck on
[1376] 2:30:14	the line John Walton same thing you know I know for a fact that he's a
[1377] 2:30:21	late dater because I've talked to him about this he knows this he knows my position I know his position we've had conversations
[1378] 2:30:28	it won't but when he asks early day or late date ah I can see an Arguments for
[1379] 2:30:34	both yeah yeah you know look I mean Walton will
[1380] 2:30:41	pull his neck on the line for say an old Earth creationism
[1381] 2:30:46	he'll put his neck on the line for that the date of the X is too hot
[1382] 2:30:53	it's too hot of a topic and
[1383] 2:30:58	I mean I've even had Publishers tell me you know oh you're advocating late date of The
[1384] 2:31:04	Exodus you can't say that we'll alienate a half a readership
[1385] 2:31:10	I mean this is why I was so disappointed with my I hated my entry my chapter
[1386] 2:31:16	in the backgrounds of the Old Testament book for Baker because they told me I could write
[1387] 2:31:23	anything I want initially so I did and they said oh you can't say that well
[1388] 2:31:30	we'll alienate all our leadership wow so I had to really really
[1389] 2:31:38	tone that way much further down than I would have wanted to yeah
[1390] 2:31:44	although um oh concerning uh
[1391] 2:31:50	considering Dr copen I think if I remember correctly he does is have uh of
[1392] 2:31:57	um there is one sentence in in his newest book where or he he does
[1393] 2:32:04	as advocate for the late date and if I remember correctly
[1394] 2:32:10	um well they can sort of slip things in here and there
[1395] 2:32:16	but if they make it a position where they have to defend it that's where things get sticky okay
[1396] 2:32:25	okay you know this is one of the reasons why say James Hoffmeyer doesn't do it more
[1397] 2:32:31	than he does
[1398] 2:32:36	kitchen is is fully out there he doesn't care I mean the guy's been retired for almost 30 years now you know he doesn't he
[1399] 2:32:43	doesn't he doesn't give a [ __ ]
[1400] 2:32:49	you know he's uh he's past the point of Carrick yeah he's a Scotsman he doesn't care
[1401] 2:32:56	he's a he's not a Scotsman technically
[1402] 2:33:03	but he did spend some time in Aberdeen he's got Scottish wit all that much he
[1403] 2:33:10	definitely has Scottish wit oh yeah it was it was wild being his uh
[1404] 2:33:16	his research assistant for three years oh that was crazy it was absolutely
[1405] 2:33:22	crazy you gotta just tell you what you what he thinks he doesn't care if you agree or
[1406] 2:33:28	not doesn't care if it offends you or not he'll just he's just right out there
[1407] 2:33:33	is he like the egyptologist version of Ben Shapiro
[1408] 2:33:42	in that regard anyway well he's the sort of guy you know I remember sitting with him
[1409] 2:33:48	uh we were at a Tyndale Tyndale Symposium on the Old Testament
[1410] 2:33:57	and they had invited there as their keynote speaker
[1411] 2:34:04	uh the ee invited uh
[1412] 2:34:09	they invited this liberal from an adjacent uh Cambridge College and she was totally
[1413] 2:34:16	documentary hypothesis late date of uh the pentateuch all that stuff
[1414] 2:34:22	and he he just you know at this point he
[1415] 2:34:27	just said I'm not convinced
[1416] 2:34:34	oh it's getting the odds just thinking it but he just he just blurts it out
[1417] 2:34:41	it's like
[1418] 2:34:46	I hope he he backed packed up why he wasn't convinced
[1419] 2:34:52	and it's like because uh like otherwise it seems like
[1420] 2:34:58	he's he's just pulling a Matt Dillahunty I mean so was that uh did he like
[1421] 2:35:04	actually back it up oh yeah oh yeah he totally ripped her you know she he just he just tore to
[1422] 2:35:12	pieces you know he and then and then he go look I mean that's not that's not the end of it he he goes into this this 10 minute
[1423] 2:35:18	tirade of everything she got wrong you know
[1424] 2:35:25	oh man oh look at this isn't this nice Hulk was rude to Kennedy and now he is
[1425] 2:35:30	cursing oh I don't think I really cursed did I I
[1426] 2:35:36	yeah you I mean I I did I did I did you know use a a uh
[1427] 2:35:44	the s word yes okay but is that cursing
[1428] 2:35:50	uh kinda for an Australian like me yeah it's water Orthodox back trust me our
[1429] 2:35:56	Aussies are pretty graphic for the language in the United States it's considered
[1430] 2:36:01	cursing which is where I'm I'm calling in from
[1431] 2:36:08	someone here is someone here is like curse curse curse cursed by doctor [ __ ]
[1432] 2:36:17	would approve of that translation
[1433] 2:36:27	you know I'm reminded I'm reminded uh in Luke 11.
[1434] 2:36:34	uh verse 45 well 44 Jesus is like how terrible it
[1435] 2:36:40	would be for you you are like unmarked Graves people walk on them without realizing it so then in 45 one of the
[1436] 2:36:48	experts in the Lord told him teacher when you say these things you insult us
[1437] 2:36:58	in verse 46 Jesus how terrible it'll be for you Experts of the law you load
[1438] 2:37:03	people with burdens that are hard to carry so it's just it's just ironic that uh if you're talking about like a middle
[1439] 2:37:10	eastern culture um oh yeah um cursing and and language and like
[1440] 2:37:18	like tuss responses like you actually see it in the text that they basically like
[1441] 2:37:24	but you're insulting me you're you know here's here's a moment of someone reacting like you're being too harsh
[1442] 2:37:30	with your words and yeah so you find this is not giving I'm not
[1443] 2:37:36	giving license to curse or like license to swear and so on but here's here's an example in the context
[1444] 2:37:43	of the discussion right um like when people go into the
[1445] 2:37:49	so-called Purity aspect on how to behave and like you know we have to be like monks or
[1446] 2:37:56	something it's it's now you're becoming legalistic and pharisaical in that in a judgmental attitude yeah
[1447] 2:38:03	yeah and and frankly the Bible uses language too to be honest you know it does you say bodily
[1448] 2:38:11	discharges as part of its polemic look how graphical Z equals 16 is I mean
[1449] 2:38:18	for goodness sake yeah terribly Israel's squatting on a phallic object like yeah
[1450] 2:38:24	it's just oh yeah I mean that's that's really graphic it's horribly graphic I mean you can't even preach that that's
[1451] 2:38:30	it's that graphic [Laughter] is the concept of a menstrual cloth
[1452] 2:38:40	pretty good yeah so so just the s word is like oh
[1453] 2:38:45	wow uh yeah I anyway I won't it it sort of like
[1454] 2:38:51	triggers me when people you know it's just it's just language it's it's
[1455] 2:38:57	trigger there's no there's no there's no like illid intent of okay
[1456] 2:39:03	like okay like am I a Christian let's open this up for her community discussion
[1457] 2:39:13	yeah I do this all the time I mean I have been told I am worse than
[1458] 2:39:19	an atheist the early days have told me this outright I am worse than an atheist
[1459] 2:39:25	but am I an atheist [Laughter]
[1460] 2:39:31	s Recreation piss against the wall
[1461] 2:39:37	Stephen Anderson the uh that guy that holds to like the King James and all that
[1462] 2:39:42	um oh the guy who who said that homosexuals and he puts like a knot on the bowl like
[1463] 2:39:49	this is how it's meant to be and in marriage so he legitimately takes the pissing
[1464] 2:39:56	against the wall phrase and Samuel as like this is what men should do
[1465] 2:40:02	not realizing that it's an idiom speaking about gender uh
[1466] 2:40:08	that's how that's how crazy it is
[1467] 2:40:17	yeah sure I wanted to ask you so you you were in
[1468] 2:40:22	Liverpool for three years when I was in Liverpool for three years
[1469] 2:40:28	yep it was the most exciting time of my life
[1470] 2:40:35	when you finished I finished in 2015. 50
[1471] 2:40:41	wow I still have a chance then I'm looking at my PhD program too so
[1472] 2:40:47	I you have to understand I went back to graduate school really late in life yeah
[1473] 2:40:54	um I was working uh when I went I mean I did my bachelor's degree right out of
[1474] 2:41:00	um right out of high school you know I got my my uh bachelor's degree in philosophy and then work went right into
[1475] 2:41:06	the IT field yeah don't ask how that works but okay it happened how does it work
[1476] 2:41:13	how does it work uh I was a hobbyist I was a computer
[1477] 2:41:18	hobbyist essentially so instead of paying attention to my studies I was actually tinkering with
[1478] 2:41:25	the University's uh Unix computers so
[1479] 2:41:31	I was very distracted I was a very distracted student so anyway
[1480] 2:41:37	I uh got a job in I.T I worked in I.T for almost 20 years
[1481] 2:41:43	and then I was sort of kind of burnt out but I had joined with this company that
[1482] 2:41:48	had this great employee perk which is that they would pay for
[1483] 2:41:54	a year of college at the Master's level on the condition that I would work one
[1484] 2:42:01	extra year for the company hmm I did sound pretty good you know how College tuition is expensive
[1485] 2:42:08	and you know right next door to to where it worked was uh uh Trinity
[1486] 2:42:15	International University you know talk about a God thing
[1487] 2:42:20	he moves me to this location that happens to be three miles down the road from uh Ted's you know one of the best
[1488] 2:42:28	seminaries around past ahr you know it doesn't have to be
[1489] 2:42:34	in a secular thing can I do this in to get my mdiv and they said well there's nothing in
[1490] 2:42:40	the policy against it cool
[1491] 2:42:46	so I started doing my um my my mdiv at Ted's
[1492] 2:42:52	and it was uh I mean I did three quarter times
[1493] 2:42:57	because I was doing a 50 hour work week job I mean it was that was a tough job
[1494] 2:43:03	um and then the in the company without business
[1495] 2:43:10	so it was at that point it was like oh ah um okay they're not gonna hold me to
[1496] 2:43:16	my they they can't hold me anymore to my um my contract because they're out of
[1497] 2:43:23	business um but then I went became a full-time
[1498] 2:43:28	student and just sort of continued on from there it was uh yeah
[1499] 2:43:34	so you know I did my mdiv I did an m a there then I went and did another Ma at the
[1500] 2:43:39	University of Toronto and then I did my PhD under Kenneth uh well technically
[1501] 2:43:45	under Steve Collier but I was the research assistant to Camp kitchen
[1502] 2:43:53	you're still kicking in University and in 2015.
[1503] 2:43:59	he's still live now he's now in a retirement home he's 89 90 somewhere around there
[1504] 2:44:05	yeah he's he's a I think he's around 89. I still send him letters from time to
[1505] 2:44:10	time
[1506] 2:44:17	so you did your undergraduate in philosophy philosophy
[1507] 2:44:23	yep cool a little generous yeah
[1508] 2:44:28	well I didn't go to grad school at the time because I just wasn't um you know I just went right from
[1509] 2:44:34	college to work you know it really wasn't there wasn't
[1510] 2:44:39	much opportunity at that time for me to go to graduate school at least I didn't see any opportunity at
[1511] 2:44:45	the time and I was able to get a job quick enough
[1512] 2:44:51	so I worked in the it fields for 20 years so you know after you know you know
[1513] 2:44:58	after you know where I was working went out of business it was just like yeah I don't really
[1514] 2:45:03	want to go back to it that badly so I just sort of went into the
[1515] 2:45:11	you know just threw myself into my studies got a crap load of student loans that you know
[1516] 2:45:20	I'll never be able to pay off but you know it was just something that you
[1517] 2:45:25	know I just felt that this was where God was calling me to do
[1518] 2:45:31	you know it was just one of those things that I I I love the whole I loved
[1519] 2:45:37	Academia once I was in the Master's level I didn't care for it much in the
[1520] 2:45:43	undergrad level you know the whole sort of idea tests
[1521] 2:45:48	didn't I don't like tests I hate exams I'm not really leaving all that fond of
[1522] 2:45:55	classrooms I love writing and I love research
[1523] 2:46:00	and once I was in the Master's level it's like the higher I got the more I
[1524] 2:46:05	could pursue writing and research and that sort of really engaged me
[1525] 2:46:15	I'm sort of in between so I finished I'm doing philosophy all the way personally I'm in between I just
[1526] 2:46:22	finished I finished my masters hoping to get a PhD I know the contrast between
[1527] 2:46:27	the undergraduate and the more graduate levels undergraduates kind of a
[1528] 2:46:33	dry you know gotta plow through somehow and the MMA this is just my experience
[1529] 2:46:39	dma it's like this is more fun I get to focus on what I love so but since my
[1530] 2:46:45	degrees are in philosophy I was just curious like how you changed your
[1531] 2:46:51	Direction well when I was doing my PhD uh
[1532] 2:46:58	most of what I did was just writing my dissertation okay that's that's really the core of a
[1533] 2:47:03	PhD I love writing my dissertation I
[1534] 2:47:09	absolutely was in total Bliss writing my dissertation
[1535] 2:47:14	that's the European system more than the American system yeah well I had to do
[1536] 2:47:20	some courses that in Europe too but it wasn't as nearly as much as what she was done it done in say America yeah but the
[1537] 2:47:28	whole idea I mean I had I had worked out that I could finish my rough draft
[1538] 2:47:33	in 12 months by writing 317 words a day
[1539] 2:47:41	now some days I was able to write like a thousand words so I actually completed my rough draft
[1540] 2:47:47	of my uh dissertation long before my year you know ended and there were just some days I would
[1541] 2:47:54	just go oh my gosh this is the best thing ever I loved writing my
[1542] 2:48:00	dissertation and I remember at the end of it uh when I had finished the draft and submitted
[1543] 2:48:06	it I told my wife Matt I love writing my dissertation I would do this again in a
[1544] 2:48:11	heartbeat and then it went through my my Viva my oral exam and it's like oh never
[1545] 2:48:18	again
[1546] 2:48:24	the the writing the dissertation was wonderful the the two and a half hours
[1547] 2:48:30	grilling that came after it was not fun in the slightest [Laughter]
[1548] 2:48:39	but yeah I mean
[1549] 2:48:44	yeah you know at the end of it though you know uh at the end of my Viva it was just like have I passed I don't know I
[1550] 2:48:52	mean I mean they I mean they really tore to bits and then
[1551] 2:48:58	um afterwards um one of one of my examiners was Roland and Marsh who's this really important
[1552] 2:49:04	figure in for example the uh Papyrus of airport that was his big thing
[1553] 2:49:11	um you know he's a I mean he's a oh my gosh he's a he's a Chad of egyptology I mean the guy
[1554] 2:49:19	is just he knows his texts really well inside and out upside down and he go he says to me after this
[1555] 2:49:27	um yeah you passed I said really and he said oh yeah I
[1556] 2:49:34	really enjoyed your your dissertation and I think you tore to pieces and you enjoyed this
[1557] 2:49:43	and he goes oh yeah oh yeah I really enjoyed it you know
[1558] 2:49:48	you meditations I have to examine on ptolemaic tax codes [Laughter]
[1559] 2:49:56	like um yeah okay okay I I get it now this
[1560] 2:50:01	was something not related to tax codes
[1561] 2:50:09	and you do find this at sort of the PHD level is if they really beat the
[1562] 2:50:15	stuffings out of your your dissertation that means they liked it they respect it and they were kicking the tires on the
[1563] 2:50:21	car to see how far it would go it's when you have an easy Viva you
[1564] 2:50:30	should be really concerned because they don't have confidence that your ideas are going to stand up
[1565] 2:50:38	it's really funny it's a real sort of inversion here
[1566] 2:50:45	interesting you know I heard about one person who had a really easy five and then they told her
[1567] 2:50:50	yeah you didn't quite make it you're going to need it to do a major revision
[1568] 2:50:56	see you next year that's the worst of the news yeah that's bad news that's bad news
[1569] 2:51:06	I did all my schooling in Europe and um I'm from Romania and uh at the MD level
[1570] 2:51:13	you're also required to have a major papers so to speak about 70 Pages it's
[1571] 2:51:19	nothing like a dissertation but still or some research and you also have to
[1572] 2:51:25	present it in front of the professors it's not the same thing as a
[1573] 2:51:30	dissertation but still they have questions and so on so something similar
[1574] 2:51:36	my Master's thesis was 150 pages which is actually probably well I mean
[1575] 2:51:43	it was way in excess of what I should have done but I did it anyway our requirement was 30 000 words without
[1576] 2:51:51	uh the footnotes our requirement was 50 pages
[1577] 2:51:57	150 because I'm an overachiever yeah they had a limit for us they said
[1578] 2:52:04	uh 30 000 words plus ten percent plus minus 10 percent
[1579] 2:52:10	yeah I found out that those limits are not written in stone yeah because
[1580] 2:52:15	because when I did my my PhD dissertation you know I was I I had I had you know
[1581] 2:52:23	gone right to the hundred thousand word limit and
[1582] 2:52:28	you know they wanted me to make modifications to the pH the dissertation I said well okay but I'm already at the
[1583] 2:52:35	limit I'm already at the hundred thousand limit they go oh that's okay it's not written in stone
[1584] 2:52:43	foreign
[1585] 2:52:51	so my dissertation ended up being like 105 000 words
[1586] 2:52:56	yeah that's great well I enjoy your work here in Rome well
[1587] 2:53:04	thank you and um you have challenged some of the views I grew up with
[1588] 2:53:10	and I started on this path long time ago and I'm willing to be challenged at the
[1589] 2:53:16	moment I don't hold to neither of the views to be frank honest fair enough
[1590] 2:53:22	yes and I'm still going through the arguments reading I actually am
[1591] 2:53:28	convinced that it's not a 1446 date it doesn't work that I know
[1592] 2:53:34	so I'm still working on the arguments and I want to thank you for putting it
[1593] 2:53:40	out so we can study and work through it obviously we don't always I don't always
[1594] 2:53:46	agree with you but um a lot of things regarding late uh late date I agree with
[1595] 2:53:52	you and I can see that the arguments I grew up with aren't standing not just
[1596] 2:53:59	because I listened to you because of the research I did my my self-reading and
[1597] 2:54:05	studying and um in the beginning uh changing
[1598] 2:54:10	your hermeneutical patterns and all that takes some time to less hard
[1599] 2:54:16	it is yes but once uh the chains are free
[1600] 2:54:21	it's a different story you can do free research and study and
[1601] 2:54:27	um so thank you for for all your work and it's been very helpful for me it's my
[1602] 2:54:34	pleasure and you look I don't expect everyone to agree with me in fact I would actually have honest
[1603] 2:54:41	people you know provide some say feedback it's like okay I don't agree with you here's the reasons I don't
[1604] 2:54:47	agree with you you know and then we can discuss it at least at least then other people will benefit from that
[1605] 2:54:52	conversation so we've we've on our channel on our
[1606] 2:54:58	Discord on on all our social media we've never required people to agree with us
[1607] 2:55:04	we just want to make it a area where we can talk about this and bring the issues
[1608] 2:55:10	up and then let let people follow the conscience wherever it leads
[1609] 2:55:17	so I'm glad you really I'm really glad you joined us here because um you know I think I think that you know we can have
[1610] 2:55:24	an honest dialogue about this and you know really talk about these issues yeah yeah I I myself have a great interest in
[1611] 2:55:32	chronology uh I'm a PQ my pastor I'm a pastor myself gotta be in church in about five
[1612] 2:55:39	hours and oh wow dude but I didn't want to lose this
[1613] 2:55:48	opportunity so well I'm really glad you joined us it was it was such a pleasure having you here yeah and uh keep up the
[1614] 2:55:55	the good work well thank you my interest is very much on the septuaginta masoretic text
[1615] 2:56:02	differences differences I worked a lot in in college uh mostly with the
[1616] 2:56:09	differences in the New Testament Hebrews and all that kind of stuff and then I moved to the Old Testament more with the
[1617] 2:56:15	chronology side of things and what I can say there are basically two very different chronologies yeah
[1618] 2:56:23	they are they are I've done some exploration into the Septuagint particularly in regards to
[1619] 2:56:30	say Genesis 5 and 11. uh less so as far as say the books of kings and Chronicles
[1620] 2:56:37	um but I have looked at the ones in and and frankly I would pretend to lead more to the Septuagint as far as Genesis 5
[1621] 2:56:44	and 11 are concerned it doesn't solve all the problems no and I'll be really
[1622] 2:56:51	straight up you know I think I think one of the mistakes about people who accept the septuaging
[1623] 2:56:56	chronology is they think that it solves the pyramid problems
[1624] 2:57:01	you know basically that there is a a Genesis FL there's a flood
[1625] 2:57:06	and by accepting the Septuagint they think that solves that problem it
[1626] 2:57:13	doesn't solve a problem but it does defer it
[1627] 2:57:22	that's right in the middle of the nagada 2 civilization and that's an issue
[1628] 2:57:30	that's an issue we have there because there's still constant occupation from
[1629] 2:57:35	the god of one to nagada three you know there are many issues with the new Olympics
[1630] 2:57:42	I also think too that there's also you know that we have to read those those those
[1631] 2:57:49	genealogies are not being read correctly either and we can go into that another time but
[1632] 2:57:57	suffice it to say that I I agree more with a Septuagint dates for Genesis 11
[1633] 2:58:03	and 5 than I do with the masoretic texts nevertheless it still has problems and I
[1634] 2:58:11	think we do need to to discuss those problems in a more um more nuanced and
[1635] 2:58:19	um expansive way the masoretic numbers don't have internal congruency when you no hear
[1636] 2:58:26	them and you break them down they're not working no they're not working no my
[1637] 2:58:33	question would be where did you take the view that it refers to Clans the age of
[1638] 2:58:39	a people oh that comes from the last sort of line of the uh the generations
[1639] 2:58:45	okay now there when we look at um
[1640] 2:58:51	uh the whole sort of uh Old Testament you do see something that comes up often
[1641] 2:58:59	uh mishkapet it's the Hebrew word for clan and you see this all over the place I
[1642] 2:59:05	mean it is just it's Rife it is absolutely right through
[1643] 2:59:10	the whole entire Old Testament now when you look at say the genealogies
[1644] 2:59:16	the very last verse of those genealogies use honorific transposition
[1645] 2:59:24	they basically take a younger son and transpose it to the position of the
[1646] 2:59:31	firstborn so now we've got in a situation here
[1647] 2:59:37	where we've got a a honorific
[1648] 2:59:44	got another person here camel leopard has just joined us oh that guy whoa
[1649] 2:59:52	so yeah now you have to deal with say basically sort of moving people meeting
[1650] 2:59:58	moved around as far as their their chronology so the chronology is not going to be exact
[1651] 3:00:03	in in in the in the in the respect that the the birth of the firstborn may be a
[1652] 3:00:10	second third fourth son Etc because of that honorific transposition
[1653] 3:00:17	the most important member is being promoted to that firstborn position and firstborn
[1654] 3:00:24	date so with that said when we look at say the extension uh the
[1655] 3:00:32	extended long life spans okay we do know that Israel is a clan based
[1656] 3:00:38	society I mean there's no question of this everyone knows this and that's because of the mishkapet
[1657] 3:00:46	so the question is how do we relate that Clan based society to say extended long
[1658] 3:00:52	ages the 130 years the 100 and the 900 years in Genesis 5.
[1659] 3:01:02	you're going to have to be able to reconcile this somehow to the archeology that we find of these
[1660] 3:01:10	people now the archeology has no indication of
[1661] 3:01:16	say extended age like we can look like for example say the
[1662] 3:01:21	we would if we were to look at say Exodus 6 in the 350 years of the Egyptian sojourn
[1663] 3:01:32	you've got say the lineage of Moses where there's only three generations
[1664] 3:01:39	from basically his ancestor
[1665] 3:01:44	um I think he's a co-ath to Moses and each one is like 130 years
[1666] 3:01:55	okay now there is no indication that those people
[1667] 3:02:00	actually live to 130. what we have indication of is this is a
[1668] 3:02:06	basically an abbreviated chronology there were actually many generations
[1669] 3:02:13	between here and this is not the first example of abbreviated genealogy so it happens
[1670] 3:02:19	frequently so how do we get from abbreviated
[1671] 3:02:25	genealogies from one extended genealogy of let's say 130 years
[1672] 3:02:32	it has to be the transmission of a clan and part of this comes from the fact
[1673] 3:02:37	that we do have the idea in Egyptian or
[1674] 3:02:43	sorry in in Hebrew um tradition
[1675] 3:02:49	where let's say you're somebody's son
[1676] 3:02:55	well if someone calls you a son it might be a son you could be a grandson you'd be a great
[1677] 3:03:01	grandson all those are Sons yes first at the same way
[1678] 3:03:08	your father you say to someone's your father he might be your father grandfather
[1679] 3:03:14	great grandfather he was not specific in this regard
[1680] 3:03:23	so the only way you can plausibly reconcile all this
[1681] 3:03:28	is that you are looking at that as Clan structure
[1682] 3:03:37	and frankly class structure is all as ubiquitous as the Levant
[1683] 3:03:42	Bailey talks about this in his book I would highly recommend reading Clinton
[1684] 3:03:47	Bailey's book it's very very informative I mean it's not perfect it's not a perfect book I
[1685] 3:03:54	think some of his biblical exeges is wrong but he's got something in there that's really important which is he's talking
[1686] 3:04:01	about that that this culture is Clan based and has Clan based ethics
[1687] 3:04:09	Clan based laws and a view of the world which is based upon Clans
[1688] 3:04:15	privates don't rule in this Society Clans do
[1689] 3:04:20	how would you respond to the idea that uh the ages of these people or Clans
[1690] 3:04:27	systematically decreases After the flood well
[1691] 3:04:34	there the fact is that when we I mean that's not that's not really a problem
[1692] 3:04:40	because the the further you get in time in a society
[1693] 3:04:46	certain individuals become rise to Greater importance faster we see this in in say for example among
[1694] 3:04:53	Scottish Clans you know we have squash plants now that are 900 years old
[1695] 3:04:58	you know Clan McDonald's is 500 that's 900 years old
[1696] 3:05:03	now we got people though that are rising up in prominence in Scotland that are much succeed Clan McDonald
[1697] 3:05:11	this is just a sort of an acceleration of society and every society will go through this
[1698] 3:05:18	where the further the close the more you progress in time the more it accelerates
[1699] 3:05:24	as far as its notable persons and figures
[1700] 3:05:32	yeah how much of our history right now I mean we we look at the history of the past
[1701] 3:05:38	compare that to the history of the 20th century foreign talk about an action-packed century
[1702] 3:05:47	20th century you know you you look at the the shelf of history for 20th century and it's just
[1703] 3:05:53	it's like shelves and shelves and shelves and shells you go to look at the history of the
[1704] 3:05:58	calcolithic period and you got like five books eh
[1705] 3:06:04	it's it's a matter of that the more we know the more we love the longer we live
[1706] 3:06:10	the further we are on the end of the historical telescope
[1707] 3:06:15	the more expansive history becomes and thus the shorter
[1708] 3:06:20	the impact of certain groups and Families
[1709] 3:06:30	yeah because you have more information about the present exactly we have about the past
[1710] 3:06:37	that's that's true
[1711] 3:06:44	[Music] one more question I would have about is uh about the crossing of the UFC are you
[1712] 3:06:52	okay with going into that one sure I'd be happy to go in the Red Sea ah Krista maois Dr folk debate was
[1713] 3:06:59	awesome but I think you did a fantastic job showing it was more contact and that tyus Kennedy was talking nonsense but I
[1714] 3:07:05	think he came off aggressive at times well you know what I I had no choice there I had no choice
[1715] 3:07:12	of how aggressive I could come off because Titus determined the schedule
[1716] 3:07:19	he determined the structure of the debate this is all structured everything everything about this debate was
[1717] 3:07:24	structured by Titus I was only responding to what they said already structured so there's there's
[1718] 3:07:31	little I could do about that uh what did you have to say uh Camilla
[1719] 3:07:36	part I'm sorry I was saying it wasn't a question you were just very passionate about all yours talking about
[1720] 3:07:44	[Laughter] action I think this is an issue
[1721] 3:07:50	very very important issue okay uh yam soup
[1722] 3:07:56	oh go ahead oh now I just wanted to say that a big
[1723] 3:08:04	compliment I want to make uh to you I think you were incredibly self-controlled in that debate far more
[1724] 3:08:11	than I expected you would be so more than I expected to be
[1725] 3:08:20	like I was expect I was looking forward to the debate and uh yeah like there was tensity there was
[1726] 3:08:26	some sparks flying and I understand that but uh I was expecting to see a brawl on the same to the same degree levels
[1727] 3:08:33	watch9 ran at a tax audit but it wasn't quite that uh extreme so I I think he
[1728] 3:08:39	did pretty well so I think you were pretty like self-restrained so so congratulations
[1729] 3:08:47	bride I really tried and it was not it was not easy
[1730] 3:08:54	uh oh I mean there was there was there was
[1731] 3:09:00	I mean I mean there was there was times I just wanted to say you know can we stop this
[1732] 3:09:07	get me a serious interlocker I mean there was times it was just like
[1733] 3:09:12	what am I debating here you know am I I mean I I get the I mean this is the
[1734] 3:09:18	reason I don't debate say people with a without a PhD is because you have to keep feeding them
[1735] 3:09:25	facts to do the debate I don't expect to keep feeding a PhD
[1736] 3:09:32	with the facts you sort of expect to have that already
[1737] 3:09:38	under everyone's belt when they come into this it makes it difficult when you're
[1738] 3:09:45	debating something along these lines to to get into the deeper issues
[1739] 3:09:52	and I was actually surprised that we were able to get into deeper issues despite that
[1740] 3:09:59	deficit so you think it was too short because it
[1741] 3:10:05	did feel pretty fast oh it was really too short yeah uh but Kenny only wanted to go 90
[1742] 3:10:11	minutes that's not Kennedy sorry um McDowell yeah well he's got the
[1743] 3:10:18	YouTube channel he knows his audience better yeah McDowell only actually McDowell has scheduled it for 70 to 80
[1744] 3:10:25	minutes you know 90 minutes was his hard stop
[1745] 3:10:34	it was his hard stop because he had to run off and teach
[1746] 3:10:39	class but he wasn't expecting this to go 90 minutes
[1747] 3:10:45	now when we look you know compared to tyus Kennedy's
[1748] 3:10:50	um agenda SK had six items on his agenda we only
[1749] 3:10:56	got to item three so we only got halfway through what what
[1750] 3:11:03	he wanted to cover
[1751] 3:11:14	well I don't hold to the to the early view but I think I could have done
[1752] 3:11:22	a little better job than he does [Laughter] [Music]
[1753] 3:11:31	I mean I I basically was seeing stripling's arguments and the
[1754] 3:11:36	five views of The Exodus as he was unfolding them yeah
[1755] 3:11:42	he was very a lot of the arguments I mean as I as I pointed out earlier you
[1756] 3:11:47	know there is a sort of progression that these arguments go through you know you you you don't just see them
[1757] 3:11:54	once you see them and repeatedly they form patterns and the discourse here has often formed
[1758] 3:12:01	the same pattern over and over and over again so a lot of them will take the same
[1759] 3:12:07	methodology when sort of laying out the pattern
[1760] 3:12:13	uh like you like as I said first king six one judges 11 verse Chronicles 6
[1761] 3:12:19	and then say acts uh 13 and then Etc
[1762] 3:12:26	that's almost almost to a fault that's what it is
[1763] 3:12:37	and then and then they might go into archeology and that's where they sort of get into
[1764] 3:12:43	that's sort of where they sort of walk into the the reads here walk into the
[1765] 3:12:48	forest and and get lost because they don't have a good command
[1766] 3:12:53	of the archeology that's one problem another thing I'm
[1767] 3:13:00	worried about is for example ABR is digging at sites as it tell AI
[1768] 3:13:09	yeah or muktir yeah the new location uh and
[1769] 3:13:14	uh even if they dig something let's say good
[1770] 3:13:20	the problem is trustworthiness because they won't be believed because of their
[1771] 3:13:27	reputation so even if they find something great let's say there's a problem with their credibility
[1772] 3:13:36	that's a problem with the credibility that they have well earned unfortunately
[1773] 3:13:42	uh here's the here's the problem with ABR is they are so incredibly biased towards
