[0] 0:00	a
[906] 1:46:26	what makes him angry he can draw near to those he loves and that's how God exp a
[907] 1:46:35	changeless god a god whose nature cannot change and does not change can have say
[908] 1:46:44	affections is through the change of position so it's not it's it's not that
[909] 1:46:51	his emotions are changing but his distance is changing okay so I
[910] 1:46:58	hope that helps thank you very much for the Super Chat very much appreciate it's
[911] 1:47:03	it's something that theologians have thought about for Millennia and that's sort of where they have um sort of
[912] 1:47:11	landed on this Jonathan Walker says he was so
[913] 1:47:18	close and they were so bad that he wanted to wipe them all out yeah yeah
[914] 1:47:23	pretty
[915] 1:47:30	much Erol C says doesn't Paul say that God is not far away from any Us in
[916] 1:47:37	Acts 17 let's look at that because it's not
[917] 1:47:43	quite what you think right so
[918] 1:47:50	acts 17 let see if I can find it
[919] 1:47:57	here if I can find it at all a little more context would have
[920] 1:48:04	been helpful here but
[921] 1:48:16	um and of course I can't find it so um it's like all right
[922] 1:48:26	um it'd be easier to explain if I had that in the text but um I can't seem to find
[923] 1:48:34	it give a search here maybe I'll find a
[924] 1:48:42	search it that way
[925] 1:49:03	1714 okay uh acts 17 let's start here at uh verse
[926] 1:49:12	24 and he's talking to the Greeks on Mars Hill okay he's he's talking to the
[927] 1:49:18	Greeks on Mars Hill in Athens and he says The God Who made the world and all
[928] 1:49:25	things in it since he is the Lord of Heaven and Earth does not dwell in temples made with hands okay so there's
[929] 1:49:31	the start here he's not he's God's not dwelling in hand in temples neither is
[930] 1:49:37	he served by human hands as though he needed anything since he himself gives all life and breath and breath and all
[931] 1:49:46	things okay so he's Paul's presenting the scope of what kind of God this is
[932] 1:49:52	doesn't live in temples not served by human hands gave life to all
[933] 1:49:58	things and he made from one every nation of mankind to live on the face of the
[934] 1:50:03	Earth having determined their appointed times and boundaries of their
[935] 1:50:08	habitation uh this is Deuteronomy chapter 32 being quoted here that they
[936] 1:50:15	should seek God if perhaps they might grope for him and find him though he is
[937] 1:50:21	not far from from each one of us okay
[938] 1:50:27	now this is not a this is not a distance of of say separation from sin okay this
[939] 1:50:36	is a talking about relationship that's what it's talking
[940] 1:50:41	about here so it's not it's not talking about the difference between Transcendence and imminence okay this is
[941] 1:50:49	talking about how God relates to his his creation So it's talking about something
[942] 1:50:57	different here than imminence versus Transcendence
[943] 1:51:03	because early on he said you know he is the Lord of Heaven and Earth and doesn't dwell in
[944] 1:51:08	temples okay if he doesn't dwell in temples that sort of negates the whole imminence thing right there okay it
[945] 1:51:16	negates it right there so because imminent Gods dwell
[946] 1:51:22	everywhere there's no place they don't dwell and that's the
[947] 1:51:31	problem so for God to have
[948] 1:51:36	relationship he has to sort of transcend that imminence Transcendence barrier and
[949] 1:51:43	that's what God has done here through the finished work of Jesus Christ is broken down the separation caused by sin
[950] 1:51:53	so act 17 is not really talking about the difference between Transcendence and imminence but the difference between
[951] 1:52:00	separation from God because of sin and restored relationship through Jesus Christ that's what Paul is really
[952] 1:52:07	talking about here okay so I hope that helps thank you for the follow-up question very much
[953] 1:52:17	appreciated Okay so next Super Chat here I'll take
[954] 1:52:24	is from Jonathan Walker Fair $2 thank you for the Super Chat is the phero that died in Exodus
[955] 1:52:31	2:23 set the first um Exodus 2:23
[956] 1:52:38	says pull that up Exodus
[957] 1:52:46	2 verse 23
[958] 1:52:55	okay [Music] and verse 23 says now it came about in
[959] 1:53:00	the course of those many days that the king of Egypt died and the sons of Israel sighed because of their bondage
[960] 1:53:07	and they cried out and they cried for help because of their bondage rose up to God
[961] 1:53:13	okay now it doesn't exactly
[962] 1:53:18	say which king it is and could have been SE the
[963] 1:53:24	first but not necessarily SE the first it could also have been horm
[964] 1:53:30	Hebb we because there does seem to be a Gap a difference a Time gap between the
[965] 1:53:38	death of the Pharaoh that wanted Moses dead and Pharaoh's and Moses has
[966] 1:53:44	returned to Egypt a sizable Gap so that we were not sure exactly
[967] 1:53:51	which pharaoh this is is this SE the first maybe is this
[968] 1:53:57	horm Hebb maybe is it Ramsey's the first
[969] 1:54:02	maybe just not sure so we've got one of those things where
[970] 1:54:08	the text here is ambiguous because we don't exactly know what is the time frame here it's
[971] 1:54:17	supposedly after he gives birth to his son but when is that okay you know like verse
[972] 1:54:25	22 it says then she this is Moses's wife zipra gave birth to the son and he named
[973] 1:54:31	him gersam where he said I have been a solder in a foreign
[974] 1:54:37	land okay there's actually a long span of time between the birth of gersam and
[975] 1:54:43	Moses's return to Egypt a long span of
[976] 1:54:48	time so so it could be either City the first or
[977] 1:54:54	it could be horm Hebb so we just don't know there's just so much time between the two events of of the birth of gersam
[978] 1:55:02	and the return of Moses that it could be either it could even be potentially even
[979] 1:55:08	romsey is the first it's even possible that's that could be we just don't know
[980] 1:55:13	all right so I hope that helps thank you much for the Super Chat very much appreciated
[981] 1:55:25	okay Mama asks a uh or has a member uh question here and she says the whole family our
[982] 1:55:32	whole family sends your you our condolences well thank you very much we really appreciate it Heaven is richer
[983] 1:55:39	for our loss indeed indeed the
[984] 1:55:44	question oh yeah they're having some great conversations up there right now and she asks the question what is
[985] 1:55:51	the s Nest saltiest thing you remember him ranting about if appropriate to
[986] 1:55:59	share there's so
[987] 1:56:07	many oh okay I'll relay a story I'll relay a
[988] 1:56:12	story when I first met Ken okay this is the um when I first met
[989] 1:56:21	Ken uh it was at this was when I was just I I was
[990] 1:56:27	still at the University of Toronto I was one of two candidates for that research
[991] 1:56:33	position that uh that they were they had a couple gentlemen had arranged for Ken
[992] 1:56:40	with kind of without asking him okay but the two candidates myself and the this
[993] 1:56:45	other guy we were to meet Ken at Tindale
[994] 1:56:51	house in Cambridge uh and this was for their um
[995] 1:56:57	summer colloquium on the Old Testament every year Cambridge or tindel house has
[996] 1:57:02	this sort of meeting of of Old Testament uh Scholars to talk about the
[997] 1:57:08	Old Testament and this was a combination of getting to
[998] 1:57:14	know Ken meeting Ken having an interview with him and basically you know trying
[999] 1:57:21	to out compete each other okay and uh it was it was is this this place
[1000] 1:57:28	was this was funny anyway okay and uh um you know because one of
[1001] 1:57:36	the things is that you know because Ken had to choose between one of us not both
[1002] 1:57:44	of us couldn't have the fellowship only one of us got the fellowship so it
[1003] 1:57:51	was it was one of those things where we kind of had to compete so we we sort of hung around Ken
[1004] 1:57:58	during this whole thing okay and there was this one lady
[1005] 1:58:05	scholar who who uh M you were all wooing him yeah yeah we were and uh one lady
[1006] 1:58:14	scholar came up to me and goes who do you think you are that you
[1007] 1:58:20	get to to to spend time with Ken
[1008] 1:58:28	kitchen oh I'm nobody I'm absolutely [Laughter]
[1009] 1:58:43	nobody I was like okay nice nice okay so we had we did spend a lot
[1010] 1:58:51	of time with him but we were sitting in in this one lecture at the Tindale um
[1011] 1:59:00	colloquium and and their guest of honor their their
[1012] 1:59:06	speaker of Honor or whatever it was um mama why do you care
[1013] 1:59:16	Karen yeah Karen what's that to you
[1014] 1:59:24	so you know I'm sitting beside Ken and there the guest of honor at this
[1015] 1:59:32	um colloquium was uh somebody who a female scholar who was working uh um as
[1016] 1:59:40	a professor assistant professor at at uh uh in the Bible at Cambridge okay and
[1017] 1:59:47	they invited her to speak okay and she comes in now this is mostly a conference of
[1018] 1:59:53	evangelicals okay so I mean British evangelicals but evangelicals
[1019] 1:59:59	nonetheless okay and she comes in and she delivers her keynote address on the
[1020] 2:00:06	documentary hypothesis um in the pituk okay and everyone in the audience
[1021] 2:00:15	is sort of rolling their eyes cuz nobody in the audience is really buying this
[1022] 2:00:20	okay but everyone is too polite to say
[1023] 2:00:25	anything finally she finishes
[1024] 2:00:31	and she expects to be lotted and congratulated for her brilliant
[1025] 2:00:38	paper Ken stands up and goes I'm not
[1026] 2:00:45	[Laughter] convinced and then he just lights into
[1027] 2:00:50	her
[1028] 2:00:57	he talks about treaties he talks about covenants he talks about poetic forms he
[1029] 2:01:04	just dresses her down just leaves her arguments in
[1030] 2:01:10	absolute shreds by the time time he's done with his 10minute
[1031] 2:01:16	rant it was priceless absolutely priceless
[1032] 2:01:23	Ken was all about oh yeah Ken was all about evidence and Truth All About evidence
[1033] 2:01:35	yeah heack so that's where you get it from well let's just say Kum encourage
[1034] 2:01:46	that Bine he's just rabid firing her oh yeah oh yeah just argument after
[1035] 2:01:53	argument after argument after argument and she's just going up there and goes
[1036] 2:01:59	uh I'd have to look into that uh I'd have to look into that I'd have to look into
[1037] 2:02:08	that oh boy it was just
[1038] 2:02:25	uh Jonathan Walker yes I mean I would imagine quote that's the dumbest as I've
[1039] 2:02:31	ever heard he would he would sometimes say this too I I've heard him say
[1040] 2:02:37	this where he would just get up and say
[1041] 2:02:43	rubbish absolute
[1042] 2:02:50	rubbish let's go going okay we would have said it that way but we
[1043] 2:02:57	agree
[1044] 2:03:04	yeah that's my favorite can quote rubbish absolute [Laughter]
[1045] 2:03:12	rubbish and I thought to myself I have to put that in my vocabulary
[1046] 2:03:18	great it has it has preceden yes for all and pedigree for all
[1047] 2:03:27	your
[1048] 2:03:33	[Laughter] yep yeah so um so those were two I mean
[1049] 2:03:40	I I I heard him say that a few times you know I'm not convinced and rubbish
[1050] 2:03:46	absolute rubbish now mind you he would say that oh yeah some you'd say that to
[1051] 2:03:52	FRS too yeah
[1052] 2:03:58	yes hey stack my favorite Dr Fulk quote your pastor was
[1053] 2:04:05	wrong yeah man Gabe Reagan rubbish is a very strong
[1054] 2:04:10	word from a classy British academic yeah it is a strong word but boy it was so
[1055] 2:04:16	illustrative too I mean it's it's sort of really sort of what's going on paints a picture
[1056] 2:04:27	oh yeah oh yeah a lot of biblical a lot of
[1057] 2:04:33	biblical studies today is just absolute rubbish um I mean really really bad
[1058] 2:04:40	stuff I mean um you know
[1059] 2:04:45	I what's her name there's another one out there that's that's wandering the land at the moment
[1060] 2:04:52	can't remember her
[1061] 2:05:02	name oh cand look cand candida Moss I mean her stuff is
[1062] 2:05:08	terrible you know candida Moss you know her stuff you know where it talks about
[1063] 2:05:13	you know the Christians making up the persecutions like and that's sort of I
[1064] 2:05:20	mean those political I mean a lot of biblical studies today is nothing but political axe grinding it's political
[1065] 2:05:26	axe grinding um terrible I mean we need guys like
[1066] 2:05:33	kitchen to basically um stand up and basically say
[1067] 2:05:38	Hey you know this stuff is rubbish absolute rubbish
[1068] 2:05:54	yeah so um okay so mama there's there's your
[1069] 2:06:00	your anecdote from uh Ken kitchen okay where we got up in the middle of the
[1070] 2:06:06	Tindale colloquium and just told him I'm not
[1071] 2:06:13	convinced priceless
[1072] 2:06:18	priceless okay
[1073] 2:06:26	next Super Chat here is
[1074] 2:06:38	from from anthro soup here for 199 thank you for the Super Chat why did God rest on the 7th Day
[1075] 2:06:46	Genesis 22 let's take a look here
[1076] 2:06:55	Genesis 2:2 and pull up the Bible here start verse one thus the heavens
[1077] 2:07:03	and the Earth were completed and all their hosts and by the seventh day God
[1078] 2:07:08	completed his work which he had done and he rested on the seventh day
[1079] 2:07:13	from all his work which he had done then the God blessed the seventh day and Sanctified
[1080] 2:07:20	it because he rested from all his work which God had created and made
[1081] 2:07:27	okay so why did he do it he didn't need to do it one of the things we have to
[1082] 2:07:33	understand about Genesis 1 through1 is it is establishing religious
[1083] 2:07:40	precedent it's all about Temple ritual it's all about the separation of sacred
[1084] 2:07:47	and profane spaces Temple ritual um [Music]
[1085] 2:07:52	um and basically how people are going to start living their lives as Israelites
[1086] 2:07:58	okay so God doesn't need to rest on the seventh day but what it does here is it
[1087] 2:08:05	establishes a precedent it's there to establish Sabbath rest away from
[1088] 2:08:13	work okay so in a case here of of God making the creation and then
[1089] 2:08:21	taking his rest from it away from it shows again that Transcendence of God
[1090] 2:08:28	from his creation he's not here's one of the things we have to understand about a lot
[1091] 2:08:34	of a lot of ancient e Eastern myths is God's created the creation
[1092] 2:08:43	which they live in okay Marduk creates a creation that
[1093] 2:08:49	he lives in Aman Reay creates the creation that he
[1094] 2:08:56	lives in the atin creates the creation that he
[1095] 2:09:01	lives in God of the Bible creates a creation
[1096] 2:09:09	that he doesn't live in he's separate from it so when he rests from the
[1097] 2:09:15	creation he's away from it okay that's a very very very
[1098] 2:09:21	important distinction of Israelite religion that God's the god of the Bible
[1099] 2:09:30	isn't making a creation for him to dwell in he doesn't have to dwell in the
[1100] 2:09:35	creation in fact when he rests he rests away from it and that this is then the Abode of
[1101] 2:09:46	his created beings that he can then have relationship with
[1102] 2:09:52	and that principle of Sabbath is to help establish
[1103] 2:09:58	relationship within a ritual context but relationship
[1104] 2:10:04	nonetheless so it's what it is here is it's establishing a precedent a
[1105] 2:10:11	religious presedent of six days you labor one day you rest and you rest unto
[1106] 2:10:18	the Lord so that seven day is to help you establish that relationship with
[1107] 2:10:25	God that's its purpose so you're away from the
[1108] 2:10:30	work you've done the work six days you separate yourself from work so you have
[1109] 2:10:36	relationship that's what it's all about and that's the purpose here of God
[1110] 2:10:41	resting on the seventh day it's not that he was tired it's not that he needed rest it's that he took a break from the
[1111] 2:10:48	work away from the work so that he could have relationship with his beings okay hope that helps thank
[1112] 2:10:56	you for the Super Chat very much
[1113] 2:11:04	appreciated yeah it is it is to give us the example of Sabbath yeah but then again that's what we find all through
[1114] 2:11:10	Genesis 1 through1 is this is the example of how we commune with God
[1115] 2:11:18	ritually okay
[1116] 2:11:24	pc pc I don't really want to do the work
[1117] 2:11:34	today Camila par yeah sometimes my mom needs a break from me not because she's
[1118] 2:11:40	tired but well I don't really know why I can
[1119] 2:11:45	[Laughter] imagine we all need breaks from things a
[1120] 2:11:51	Time okay not personal is I don't think it
[1121] 2:11:58	is okay I want to thank Jack Ray for giving the channel 20 Egypt and the Bible memberships thank you so much for
[1122] 2:12:04	your support of the channel we appreciate your support and the work uh
[1123] 2:12:09	basically you help us to keep doing this and put food on our table and we do very much appreciate that thank you so very
[1124] 2:12:18	much we like food on our table it's a good thing
[1125] 2:12:23	and and the bunny says thank you too but it helps us do projects projects that
[1126] 2:12:28	engage the culture engage the culture helps us to do content more content for
[1127] 2:12:34	the channel and again all of this is going right back into the
[1128] 2:12:49	ministry okay
[1129] 2:12:58	he next one here is from anthros soup for 199 thank you for the Super
[1130] 2:13:03	Chat why are curse swear words considered
[1131] 2:13:10	unchristian okay
[1132] 2:13:15	um this is this is a debated topic um
[1133] 2:13:21	it says let no no no no it's not that that's not it
[1134] 2:13:27	yeah that's misinterpreted the it's not it's not the Ten Commandments of taking Lord like God's name and that means
[1135] 2:13:33	something else um no unclean thing see if I can find the
[1136] 2:13:42	text no
[1137] 2:13:56	uh me take me a while to find this unfortunately yeah it's the UNH
[1138] 2:14:02	wholesome talk thing like finding the exact text
[1139] 2:14:10	oops is this is not an easy text to find so but it's it's the old um UNH
[1140] 2:14:18	wholesome thing from your lips
[1141] 2:14:25	um
[1142] 2:14:33	here yeah it's not Ephesians
[1143] 2:14:38	4:29 see if Tom Paris has got it here he might have it
[1144] 2:14:46	eion for
[1145] 2:14:51	okay that's it all
[1146] 2:15:02	right all right now this is this is where it comes from is the
[1147] 2:15:07	interpretation of Ephesians 4:9 let no unh wholesome word proceed
[1148] 2:15:13	from your mouth but only such a word as is good for edification according to the
[1149] 2:15:19	need of the moment that it may give Grace to those who hear okay now the
[1150] 2:15:25	whole debate of this revolves around UNH wholesome
[1151] 2:15:31	word okay now what is an un wholesome word
[1152] 2:15:39	okay it's not necessarily a curse or a swear word now there is a difference
[1153] 2:15:45	between a curse and a square okay and it hasn't been the same throughout all
[1154] 2:15:51	history one of this is one of the things we have to keep in mind too is this is something that has changed over
[1155] 2:15:58	time a there's a difference between a curse and a swear okay a curse is a wish upon
[1156] 2:16:07	something of evil that's like for example if someone said
[1157] 2:16:13	dang you to hell that's a curse there might not have been no swear
[1158] 2:16:19	in that but that's a curse you're condemning someone to hell okay so so
[1159] 2:16:26	that's sort of one class of this kind of language a swear is a profanity
[1160] 2:16:32	basically a word that's not spoken in polite society and swear words
[1161] 2:16:39	change they change a lot like for example
[1162] 2:16:45	um in the Middle Ages a swear word would
[1163] 2:16:51	had to do something um
[1164] 2:16:56	religious you were not you didn't you didn't do religious sorts of of swear words okay
[1165] 2:17:05	um like for later on in say the Victorian era you start seeing that
[1166] 2:17:10	change from religious con Concepts
[1167] 2:17:16	to sexual Concepts Okay so the whole sort of of of nature of of swear wordss
[1168] 2:17:26	transitioned during the Victorian period from as I said from a religious sort of
[1169] 2:17:33	way of of of swearing to more of a sexualized way of swearing whereas you
[1170] 2:17:39	wouldn't have found that in the Middle Ages Middle Ages people didn't swear that way
[1171] 2:17:46	okay so um
[1172] 2:17:51	so there is there is there is a issue there that um we're dealing with changing language too okay now what is
[1173] 2:18:01	an UNH wholesome word that is going to to be very the word here is
[1174] 2:18:10	sapros sapros um means worthless
[1175] 2:18:18	rotten um it's not necessarily
[1176] 2:18:23	profanity okay you can say a rotten worthless thing
[1177] 2:18:29	without saying anything profane at all
[1178] 2:18:35	okay you know oh yeah you can be very very
[1179] 2:18:41	creative about saying worthless un wholesome
[1180] 2:18:48	things yeah you know I've met saxs of rocks that are smarter than
[1181] 2:18:55	you that's that's a pretty worthless thing to say you
[1182] 2:19:01	know and it involves no profanity at all you know saying to somebody why
[1183] 2:19:08	would God be interested in Saving you that's a really worthless UNH
[1184] 2:19:14	wholesome thing to say that has no profanity at all
[1185] 2:19:22	and that's yeah yeah a lot of people who
[1186] 2:19:28	Pride themselves on not swearing say those thing kind of things a lot like my prors just said
[1187] 2:19:35	here you know it's gossip is an UNH wholesome thing
[1188] 2:19:42	it's a worthless thing slander oh my gosh if I had a dime
[1189] 2:19:48	for every time a Christian SL
[1190] 2:19:54	sler slander is a much more UNH wholesome thing than a
[1191] 2:20:02	profanity so here's the thing the Bible here in this particular text is not
[1192] 2:20:08	talking about profanity quite
[1193] 2:20:14	frankly there are sometimes when biblical writers talk about this
[1194] 2:20:22	stuff okay
[1195] 2:20:28	um like for example when Paul says about the faction of
[1196] 2:20:35	circumcision you know Paul says hey you want to you think it's important to to
[1197] 2:20:40	snip snip why don't you cut keep snip until it cut it all off
[1198] 2:20:54	okay you know the uh the the Prophet Elijah you when he's when he's
[1199] 2:21:00	confronting the priest of ball where's ball is he on vacation is he on the
[1200] 2:21:10	toilet that's what he says in the text biblical writers didn't have a
[1201] 2:21:17	problem with this okay
[1202] 2:21:22	Jesus yeah oh yeah Jesus Calls the Pharisees whitewash seers that's the worst thing you could call a Jew back
[1203] 2:21:29	then I you couldn't get more insulting than that um you know the prophet talks about
[1204] 2:21:38	the Israelites lusting after the Assyrians whose members were the size of
[1205] 2:21:47	horses horses members that is
[1206] 2:21:53	okay biblical writers had no problem talking about this stuff in really graphic
[1207] 2:21:59	terms yes we would talk we would say this today as that would be a swear word
[1208] 2:22:04	or a profanity back then in in the Biblical times it
[1209] 2:22:09	wasn't it was descriptive so you know we got to be
[1210] 2:22:16	really really careful here about how we expand the definition of some of this
[1211] 2:22:21	stuff because it's not a biblical definition it's a cultural definition
[1212] 2:22:27	it's a churchianity definition so this is why I'm I'm very
[1213] 2:22:32	careful here when I say okay yes if you use profanity do so in
[1214] 2:22:40	moderation and that's that's more practical advice than it is Biblical advice because if you're using it all
[1215] 2:22:47	the time it makes you seem crass and and
[1216] 2:22:52	basically unrefined that you can't Bridal your tongue okay
[1217] 2:23:00	but it's also equally um unbiblical to say that the
[1218] 2:23:06	Bible prohibits that language the Bible doesn't prohibit that
[1219] 2:23:12	language at least not profanity or swear words
[1220] 2:23:24	[Music] mhm yeah
[1221] 2:23:33	yeah yeah as my producer said it's kind of like the the the the uh Paradox
[1222] 2:23:40	between say a sailor who you know swears up a bluestorm but says loving things
[1223] 2:23:46	versus the church lady who but won't melt in her mouth but she's gossiping
[1224] 2:23:52	and slandering you know that's what it's talking about here when it talks about UNH wholesome words talking about stuff
[1225] 2:24:00	like slander gossip words that destroy
[1226] 2:24:06	people
[1227] 2:24:11	okay oh yeah well I mean look I mean if if you yeah if you if you're dropping
[1228] 2:24:17	the f bomb all the time that's not a good habit but the reason why it's not a good habit
[1229] 2:24:24	because it makes you look crass and uneducated it's not a good
[1230] 2:24:30	look but that's a cultural thing that's not so much a Biblical thing
[1231] 2:24:38	bibl yeah yeah yeah the biblical thing is the
[1232] 2:24:45	the Bible cares about how you're treating people not necessarily
[1233] 2:24:51	you know uh we's see Matthew 2333 is that what comes out of your mouth that makes you impure
[1234] 2:24:59	or Matthew
[1235] 2:25:08	2333 you serpents you view brood of vipers how shall you escape the sentence
[1236] 2:25:13	of hell yeah oh yeah awful stuff I mean you would talk about words that those
[1237] 2:25:19	are fighting words man yeah
[1238] 2:25:25	but yeah but um you know Christ talks about also it's not what goes into the mouth that makes you unclean what comes
[1239] 2:25:31	out of the mouth that makes you unclean what's come what he's talking about there is stuff like slander
[1240] 2:25:38	gossip uh lies uh false witness Matthew 1517 cam
[1241] 2:25:45	leopard okay
[1242] 2:25:54	yeah this is exactly it uh do you not understand that everything that goes into the mouth passes into stomach and
[1243] 2:25:59	is eliminated but things that proceed out of the mouth come from the heart those defile the man for out of
[1244] 2:26:07	the heart and I like this comes evil thoughts murders adulteries
[1245] 2:26:15	fornications theft false witness slander
[1246] 2:26:21	these are the things which defile the man but to eat with unwashed hands does not defile the
[1247] 2:26:28	man that's the point here though it's not it's this is not talk about curse
[1248] 2:26:33	words slander saying something that's not true about somebody
[1249] 2:26:47	else yeah Jordan oric says I've met a lot of church folk who would never cuss
[1250] 2:26:52	but who would gossip all day and all night about those who do yeah exactly
[1251] 2:26:58	exactly yeah yeah so look here's the
[1252] 2:27:05	thing curse and swear words are not a good thing that you should practice all
[1253] 2:27:11	the time because it doesn't it's not a good look okay let's just face it it's just not a good
[1254] 2:27:18	look but it's also not unchristian either it's not
[1255] 2:27:25	unbiblical I do remember there was this guy um I remember him he's now he's now
[1256] 2:27:32	gone on to the Lord himself but this I remember when I was a young guy uh there
[1257] 2:27:37	was this a pastor he did prison Ministries
[1258] 2:27:43	oh he had he had done hard time he served 23 years in prison for
[1259] 2:27:51	armed robbery came to the Lord in prison got
[1260] 2:27:56	out became a prison chat a prison pastor and they invited him to speak at
[1261] 2:28:04	our church and he said okay I am going to to
[1262] 2:28:12	um to preach exactly like I preach in the
[1263] 2:28:18	prison first word out of his mouth was the f bomb like I can see all the little
[1264] 2:28:26	[Laughter] glaz it was the most Christian profanity
[1265] 2:28:34	Laden sermon I had ever heard yes that sermon was a string of
[1266] 2:28:43	profanities and it was 100% Christian didn't get your life yeah hard
[1267] 2:28:50	liming you're a sinner get your life in order you dirty rotten sinner or you're
[1268] 2:28:57	going to hell and as I said it had every
[1269] 2:29:03	profanity in the book and it was more Christian than what
[1270] 2:29:09	normally came out of that
[1271] 2:29:17	Pulpit yeah we need a little more authenticity and
[1272] 2:29:24	integrity in our speech and care less about the
[1273] 2:29:36	Cosmetics yeah yeah yeah
[1274] 2:29:45	P yeah P says we need a better word for it than curse words because cursing the
[1275] 2:29:51	Bible is very different than rude words today it is yeah this is why I prefer
[1276] 2:29:56	talking it about as profanity instead of of um swearing or curse words um
[1277] 2:30:06	profanity is probably the better description of it but um English is a rapidly changing language so it's it's
[1278] 2:30:13	unfortunately that's just going to be one of the problems with this
[1279] 2:30:22	Jordan oric the most Christian profanity lace sermon I've ever heard great words
[1280] 2:30:27	for a
[1281] 2:30:33	tombstone anro soup I feel so Vindicated about this this is the first time I've
[1282] 2:30:38	heard this view I really thought I was missing something well I mean if you hang around
[1283] 2:30:44	the Christian bubble that's what you get I mean that's what you'll hear in the Christian bubble but why is important to
[1284] 2:30:50	go outside the Christian bubble also why it's important to actually read your Bible and understand it too okay just a
[1285] 2:30:57	thought there okay so um again there's
[1286] 2:31:03	nothing against using these words just use them in moderation okay just because it's not a
[1287] 2:31:08	good look
[1288] 2:31:18	okay BC says profanity or vulgarity there's usually no reason to use
[1289] 2:31:23	vulgarity um not exactly true there is a reason to
[1290] 2:31:29	use vulgarity okay but um it's again you
[1291] 2:31:35	probably want to use that in even more moderation than profanity
[1292] 2:31:40	okay yeah it used to have shock value now everybody us shock yeah that's the problem is
[1293] 2:31:47	today it's lost shock value a teenager walked up
[1294] 2:31:56	something well I mean there's I mean as I said the prophets you know when it talked about Israel chasing after the
[1295] 2:32:02	Assyrians that's very vulgar that's incredibly
[1296] 2:32:09	vulgar it's not so profane as it is vulgar oh it's so crass so
[1297] 2:32:18	crass yeah that was the point but that's but that's the point that the prophet's trying to
[1298] 2:32:24	make here is the people are behaving in a crass
[1299] 2:32:30	way Alexis says the prophets use pretty vulgar image to illustrate how far
[1300] 2:32:35	people strayed from God yeah exactly
[1301] 2:32:42	yeah and it's very different well that's true that is true
[1302] 2:32:49	I mean you're more likely to get that kind of words to in a farming Community than you are in a city uh in in City
[1303] 2:32:56	you're more likely to get um more
[1304] 2:33:02	say um less bodily function stuff and more
[1305] 2:33:08	um how do I say this uh more stuff that you'd find in a city
[1306] 2:33:24	okay so I think I covered that pretty
[1307] 2:33:30	good all right so let's go move on to the next Super Chat
[1308] 2:33:37	here uh anthro soup ask the question um member question keep me in
[1309] 2:33:43	your prayers okay we will uh just had emergency service uh surgery while alone
[1310] 2:33:49	out in Vietnam and recovering with two broken arms ouch dude how' that happen live stream
[1311] 2:33:57	keeping me entertained well I hope so dang uh wishing you Speedy recover
[1312] 2:34:03	Vietnam is not a great place to get two broken arms and emergency
[1313] 2:34:09	surgery yikes um well definitely we'll keep you on our prayers and hope for a speedy
[1314] 2:34:16	recovery ouchie uh I hope you had good medical insurance ye
[1315] 2:34:24	ow okay um we'll keep you in our prayers best of luck let's know how you
[1316] 2:34:38	recover okay next one here is from jonath Walker for $5 thank
[1317] 2:34:43	you for the Super Chat and he asks if the serpent is a spirit Critter why is curs to creep on
[1318] 2:34:50	its belly and eat dust like a snake Isaiah 65:25 Micah 717 humbling the
[1319] 2:34:58	serpent okay let's talk about why that is okay it's anthro it's it's anthrop um
[1320] 2:35:09	anthro it's anthropomorphizing oh sorry it's analogic language that was what I was
[1321] 2:35:15	looking for analogic language okay it's not a real snake it is a spirit
[1322] 2:35:23	Critter okay but it's trying to show this in
[1323] 2:35:29	analogic terms so it's comparing the spirit Critter to the snake without saying it's
[1324] 2:35:37	a snake Ezekiel is very clear about this that the serpent in the garden is a
[1325] 2:35:47	cherubim that's what it is ontologically that's the kind of spirit Critter it is
[1326] 2:35:54	and it's not just a it's not just a cherubim it's a throne
[1327] 2:36:00	cherubim now a throne cherubim is the sort of of cherubim that
[1328] 2:36:07	is used to protect Sacred Space around the Throne of
[1329] 2:36:12	God very he served a very specific
[1330] 2:36:18	function so uh this is what what's going on here is
[1331] 2:36:24	that in the use of the snake it is and frankly it's not a serpent in the
[1332] 2:36:31	traditional sense of being a snake anyway it's just using that analogic language to communicate his
[1333] 2:36:40	downfall so he was he was essentially the cherubim the highest of the
[1334] 2:36:46	high high basically angels he was an Angelic being one of the
[1335] 2:36:52	highest of the high so he goes from the very very Heights of Heaven very very Heights of Heaven
[1336] 2:36:59	exalted among the other cherubim and now he's
[1337] 2:37:05	reduced to Exile on Earth eating
[1338] 2:37:11	dust he's essentially now a noodle with a
[1339] 2:37:17	head okay that's what a snake is essentially a snake is just a noodle with a head
[1340] 2:37:23	okay this is why more snakes are frightened to you than you are them
[1341] 2:37:29	okay not all of them but essentially a snake is a noodle with a
[1342] 2:37:35	head so it's comparing it's trying to make that comparison that
[1343] 2:37:41	contrast that analogical contrast between the highest of the high down to the lowest of the low
[1344] 2:37:50	so the snake is being brought down the serpent is being brought down from being
[1345] 2:37:56	around the Throne of God down to to where he's he can't even get up he
[1346] 2:38:05	can't even get up off the ground he's going to spend the rest of his days bound to to planet Earth kicked
[1347] 2:38:14	out of out of the heavens yeah Alexis says this the biggest in history
[1348] 2:38:21	yeah yeah that's the biggest emotion in
[1349] 2:38:26	history and talk about rude to
[1350] 2:38:32	without yeah yeah really
[1351] 2:38:37	rude yeah yeah it's basically it's basically
