[0] 0:00	Heat. Heat.
[2545] 2:12:52	Philistines
[2546] 2:12:53	and that's be and that happens during
[2547] 2:12:56	one of these large engagements.
[2548] 2:13:00	where Saul is caught, you know, the the
[2549] 2:13:03	the Israelite army is more or less
[2550] 2:13:06	destroyed by a large Philistine
[2551] 2:13:09	contingent and Saul takes his own life.
[2552] 2:13:14	And that's sort of the last thing they
[2553] 2:13:16	wanted for David.
[2554] 2:13:18	Now, even though Caleb and Joshua were
[2555] 2:13:22	older at the conquest than say David,
[2556] 2:13:27	the the style of warfare had changed
[2557] 2:13:29	that it was really no longer a good idea
[2558] 2:13:33	for the king to be out there if he
[2559] 2:13:35	couldn't fight. So,
[2560] 2:13:39	okay, let's move on to the next one
[2561] 2:13:40	here.
[2562] 2:13:44	Next super chat.
[2563] 2:13:46	Um
[2564] 2:13:48	uh member question from Francis Dobs.
[2565] 2:13:50	Thank you for the question. What is your
[2566] 2:13:53	theory as to why God told the Israelites
[2567] 2:13:55	not to eat pork?
[2568] 2:13:58	Uh
[2569] 2:14:00	this is one of those interesting
[2570] 2:14:02	questions is we know why they originally
[2571] 2:14:05	didn't eat pork
[2572] 2:14:07	and that was because pig farming fouled
[2573] 2:14:10	waterways.
[2574] 2:14:12	That was the reason. And that was the
[2575] 2:14:15	reason they didn't eat pork in Egypt.
[2576] 2:14:17	Okay. So in Egypt, the Egyptians didn't
[2577] 2:14:20	eat pork because pig farming failed
[2578] 2:14:23	waterways.
[2579] 2:14:24	It still does. I mean, anyone who's been
[2580] 2:14:28	downwind of a pork pig farm. Oh, the
[2581] 2:14:31	smell.
[2582] 2:14:33	Oh, absolutely disgusting.
[2583] 2:14:38	Um
[2584] 2:14:45	Yeah, CPN versus DOS and a lot Nile does
[2585] 2:14:49	not need to get worse. Uh it was so bad.
[2586] 2:14:53	Uh like here's the thing. If you had a a
[2587] 2:14:56	if you had a
[2588] 2:14:59	farmer because here's the thing, it's
[2589] 2:15:00	not just one farm that the that was
[2590] 2:15:03	affected. It was every farm behind the
[2591] 2:15:06	pig farm.
[2592] 2:15:08	So the canals would would run in off of
[2593] 2:15:11	the Nile and it might a single canal
[2594] 2:15:16	might be the water source for a dozen or
[2595] 2:15:20	more farms.
[2596] 2:15:22	So if the first guy is a pig farmer,
[2597] 2:15:25	every farmer after that gets the stench.
[2598] 2:15:31	So it was very very
[2599] 2:15:36	inconsiderate to be a pig farmer in
[2600] 2:15:38	Egypt.
[2601] 2:15:40	So,
[2602] 2:15:44	um,
[2603] 2:15:45	so that's that's one of those things
[2604] 2:15:47	where it's just
[2605] 2:15:52	um, yeah, you don't want the Nile to get
[2606] 2:15:53	worse, but at the same time, too,
[2607] 2:15:56	um,
[2608] 2:15:58	the exact reason why the Israelites are
[2609] 2:16:01	told not to eat pork does seem to be
[2610] 2:16:04	somewhat related to agricultural
[2611] 2:16:08	um,
[2612] 2:16:10	uh practices like um say for example
[2613] 2:16:16	because in in in Israel most of the
[2614] 2:16:19	farming is taking place in say the
[2615] 2:16:22	Judeian foothills and water runs
[2616] 2:16:25	downhill.
[2617] 2:16:27	those who are on the other end of that
[2618] 2:16:29	like for example if you if you do pig
[2619] 2:16:31	pig farming in the Judeian foothills
[2620] 2:16:34	some of your some of that effluent is
[2621] 2:16:37	going to end up in the chafella and
[2622] 2:16:39	that's not going to smell good so
[2623] 2:16:47	the dooa dude pig farms in Israel are
[2624] 2:16:49	very clean pigs are kept in raised
[2625] 2:16:51	slotted platforms yeah modern pig
[2626] 2:16:53	farming is modern pig farming is
[2627] 2:16:56	exceptionally clean.
[2628] 2:16:58	Uh, in fact,
[2629] 2:17:00	your chance of I mean, it used to be
[2630] 2:17:03	that you could pick up tinosis from
[2631] 2:17:07	undercooked pork. Modern
[2632] 2:17:11	modern pig raising has pretty much
[2633] 2:17:14	eliminated tchinosis
[2634] 2:17:16	in pig populations
[2635] 2:17:21	because you can't go
[2636] 2:17:24	>> Oh, yeah. A lot a lot of pig farms are
[2637] 2:17:26	more sterile than a than um than a
[2638] 2:17:28	surgery. I mean really I mean
[2639] 2:17:33	um you can't go into a pig farm I mean
[2640] 2:17:35	you can't go into a modern pig farm
[2641] 2:17:38	without like wearing a hazmat suit and
[2642] 2:17:42	bunny boots, you know,
[2643] 2:17:46	cuz and and if you have say a a the flu
[2644] 2:17:50	or a cold, you're not permitted to go
[2645] 2:17:51	into a pig farm. And the pigs are
[2646] 2:17:54	separated by plexiglass.
[2647] 2:17:58	So,
[2648] 2:18:04	uh, Francis Dove says, "So, how did East
[2649] 2:18:06	Asia deal with it? They love pork." Oh.
[2650] 2:18:08	Um, well, East Asia allowed the stench
[2651] 2:18:13	essentially. Uh, they they put up with
[2652] 2:18:14	the stench of pig farming. Uh the also
[2653] 2:18:17	thing we have to understand too about
[2654] 2:18:19	East Asia as well is that it didn't have
[2655] 2:18:21	a tinosis problem either. Okay,
[2656] 2:18:25	tchinosis is mostly a new world problem.
[2657] 2:18:30	Tinosis is something that
[2658] 2:18:33	really didn't
[2659] 2:18:36	infect European pigs until
[2660] 2:18:41	pork goods from North America were were
[2661] 2:18:44	exported to the to to Europe. Okay. So
[2662] 2:18:51	um
[2663] 2:18:53	so there there were um
[2664] 2:18:56	so there wasn't any trickosis in the old
[2665] 2:18:58	world until say
[2666] 2:19:01	say after Columbus. Okay. So that's
[2667] 2:19:06	that's something that sort of gets
[2668] 2:19:07	introduced back into the old world. But
[2669] 2:19:12	it is mostly it's mostly a new world
[2670] 2:19:13	problem. Uh the only in fact the the the
[2671] 2:19:17	the major cause of tchinosis these days
[2672] 2:19:20	is actually eating undercooked cougar
[2673] 2:19:25	and I do mean the large cat here. Um
[2674] 2:19:29	there I think the last uh was the last
[2675] 2:19:32	case of tricosis was like in 1994
[2676] 2:19:36	when somebody ate cougar jerky from one
[2677] 2:19:39	of those roadside uh um things.
[2678] 2:19:43	Yeah. Don't eat Don't eat Don't eat
[2679] 2:19:45	cougar jerky. It's not good for you,
[2680] 2:19:47	man.
[2681] 2:19:49	Or cook it real well before you do.
[2682] 2:19:54	But yeah, it's uh
[2683] 2:20:01	yeah, icky ick.
[2684] 2:20:12	Okay, let's move on here. So, that's
[2685] 2:20:15	about pigs.
[2686] 2:20:18	So, uh essentially it's it's probably an
[2687] 2:20:21	agricultural thing more than it is
[2688] 2:20:23	actually a um disease vector. Okay, so
[2689] 2:20:27	Francis, I hope that helps. Thank you
[2690] 2:20:28	for the super chat or the member
[2691] 2:20:30	question. Really appreciate it.
[2692] 2:20:37	Okay, next one here is from AJ Higgins,
[2693] 2:20:39	composer for $2. Thank you for the super
[2694] 2:20:41	chat. Thoughts on Mesopotamia byWendalin
[2695] 2:20:45	like um don't know much about it. I
[2696] 2:20:48	haven't I haven't read it so I can't
[2697] 2:20:50	really can't really comment on it. Uh I
[2698] 2:20:52	only comment on books that I either have
[2699] 2:20:55	have at least looked at investigated and
[2700] 2:20:59	um I've read myself. I haven't read this
[2701] 2:21:02	one so I can't say. So unfortunately I'm
[2702] 2:21:05	going to have to give this one a mess.
[2703] 2:21:07	But um thank you very much for the super
[2704] 2:21:09	chat. We really appreciate it.
[2705] 2:21:14	Mama has a member question here. Oo,
[2706] 2:21:17	regarding uh keto. I've now shed 60 lbs.
[2707] 2:21:21	My blood pressure is lower. My balance
[2708] 2:21:23	is much improved. My family says it's
[2709] 2:21:26	like I'm back after being gone for a
[2710] 2:21:28	decade. And you were right. Cream cheese
[2711] 2:21:31	is my best food friend.
[2712] 2:21:37	Congratulations. We're so happy for you.
[2713] 2:21:40	Yeah, cream cheese is is is is an
[2714] 2:21:43	essential if you're on keto. Absolutely.
[2715] 2:21:47	So, we appreciate that report. Thank you
[2716] 2:21:49	so much and we're so happy for you. So,
[2717] 2:21:52	keep up the good work.
[2718] 2:21:58	Uh AJ Higgins for $2. Thank you very
[2719] 2:22:00	much for the super chat. He says, "Any
[2720] 2:22:02	new developments coming from Shiloh?" Uh
[2721] 2:22:05	ABR still digging there. Okay. Um,
[2722] 2:22:09	that's the Associates for Biblical
[2723] 2:22:10	Research are still operating their dig
[2724] 2:22:12	there. Uh, they have not done a field
[2725] 2:22:17	proper field report of their findings at
[2726] 2:22:19	Shiloh. I don't know if it'll ever come
[2727] 2:22:22	through. Um, Scott Strippling keeps
[2728] 2:22:26	promising a field report from Shiloh.
[2729] 2:22:29	Um, but I I don't know if they'll if
[2730] 2:22:32	they'll ever do it, honestly. Uh I I
[2731] 2:22:38	think they're afraid at this point that
[2732] 2:22:40	some of their rejiggering of the uh of
[2733] 2:22:45	the of the dates, especially for the
[2734] 2:22:47	late Bronze Age material, is going to
[2735] 2:22:49	bite them hard, like uh what happened
[2736] 2:22:53	with the Mount Ebble curse amulet.
[2737] 2:22:58	What I did recall, I mean, when I when I
[2738] 2:23:00	attended their their conference this
[2739] 2:23:03	year,
[2740] 2:23:05	um,
[2741] 2:23:07	they were very very specific about the
[2742] 2:23:10	Iron Age dates. Is that safe? Very vague
[2743] 2:23:14	on the Bronze Age dates. That's not safe
[2744] 2:23:16	for their position.
[2745] 2:23:18	So, they're um,
[2746] 2:23:22	so I don't know how they're going to
[2747] 2:23:24	handle that with a with a report. I
[2748] 2:23:26	mean, it's one thing where at a
[2749] 2:23:28	conference paper that they can sort of
[2750] 2:23:30	fudge things because no one's going to
[2751] 2:23:31	check their work,
[2752] 2:23:33	at least not in excruciating detail, but
[2753] 2:23:36	with a peerreview publication, oh yeah,
[2754] 2:23:38	all sorts of people are going to be
[2755] 2:23:40	checking their work. And I think they're
[2756] 2:23:43	kind of being cautious at this point
[2757] 2:23:46	because of uh
[2758] 2:23:49	uh bad press they've gotten.
[2759] 2:23:52	So, hope that helps. Thank you very much
[2760] 2:23:55	for the super chat. Oh, they did have a
[2761] 2:23:57	couple of good papers. Like there was
[2762] 2:23:59	one on uh three handle jars that was
[2763] 2:24:02	pretty good, but you know, there's
[2764] 2:24:04	there's not a there's not a whole lot
[2765] 2:24:06	new coming out of Shiloh at the moment.
[2766] 2:24:10	We'll see what what their dig session
[2767] 2:24:12	next year looks like, but uh most of
[2768] 2:24:15	mostly what they reported was more
[2769] 2:24:17	architecture. More architecture. So
[2770] 2:24:20	they're they're still they're still
[2771] 2:24:21	digging up buildings there, but
[2772] 2:24:30	okay.
[2773] 2:24:37	Dark Blade asks, "Would I have to
[2774] 2:24:39	abandon milk if I went on keto, which
[2775] 2:24:41	probably won't happen?" Yes, you would.
[2776] 2:24:43	Uh
[2777] 2:24:45	you substitute it with cream or with
[2778] 2:24:47	almond milk? Um, oat milk will work, I
[2779] 2:24:50	think, too. Or soy milk. Soy milk I
[2780] 2:24:53	think will work. Basically, you don't
[2781] 2:24:56	want any milk, any sort of milk
[2782] 2:24:58	substitute that is too high in in
[2783] 2:25:01	sugars. Lactose is a sugar. Regular milk
[2784] 2:25:05	is too high lactose. So, no milk. You
[2785] 2:25:09	can't have milk. You can have cheese,
[2786] 2:25:11	all the cheese you want. Uh, you can
[2787] 2:25:13	have lots of cheese, but you can't have
[2788] 2:25:16	milk because of lactose. So, milk is off
[2789] 2:25:19	the diet if you're on keto.
[2790] 2:25:23	Thomas Hall asks, "How reputable is ABR
[2791] 2:25:26	Associates for Research?" Not at all.
[2792] 2:25:30	Okay, here's here's the thing with them.
[2793] 2:25:34	Um,
[2794] 2:25:35	they're very good at excavating. They're
[2795] 2:25:39	very good field archaeologists. They're
[2796] 2:25:42	good diggers. Really good diggers.
[2797] 2:25:45	You just can't trust them to report it
[2798] 2:25:49	honestly.
[2799] 2:25:51	Okay.
[2800] 2:25:52	Uh
[2801] 2:25:55	they have they have an ideology. Okay.
[2802] 2:25:59	They only care really about one thing
[2803] 2:26:02	which is the date of the Exodus. They
[2804] 2:26:04	are very very committed to an early
[2805] 2:26:08	Exodus view which is an that the idea
[2806] 2:26:10	that the Exodus came about in 1446 BC.
[2807] 2:26:14	very committed to this.
[2808] 2:26:17	So,
[2809] 2:26:19	um if the data doesn't match
[2810] 2:26:23	their their their ideology, they'll
[2811] 2:26:25	change the data.
[2812] 2:26:28	They will they will change the data in
[2813] 2:26:30	some really crazy and disingenuous ways
[2814] 2:26:34	cuz they're they they seem to hold this
[2815] 2:26:37	belief that okay, the data doesn't
[2816] 2:26:40	support them now. So all we have to do
[2817] 2:26:42	is pretend the data says something else
[2818] 2:26:44	and then down the road sometime a new
[2819] 2:26:47	discovery will be discovered that will
[2820] 2:26:49	confirm what they believe in the end
[2821] 2:26:51	because that's God's truth.
[2822] 2:26:54	So
[2823] 2:26:57	so they're not a really reliable source
[2824] 2:27:01	of information.
[2825] 2:27:03	Um, and they have been involved in some
[2826] 2:27:06	really dodgy stuff like the Mount Ebble
[2827] 2:27:10	curse amulet. Okay. Or the re dating of
[2828] 2:27:14	the of the pottery at Jericho. That was
[2829] 2:27:18	also very dodgy, too. So, so they don't
[2830] 2:27:21	have a they don't have a good reputation
[2831] 2:27:24	in the archaeological community. Um, and
[2832] 2:27:27	it is really isn't even their ideology
[2833] 2:27:29	so much as what they do with the data
[2834] 2:27:30	that really sort of turns archaeologists
[2835] 2:27:33	off to them because they are actually
[2836] 2:27:36	really good at excavating a dig. Really
[2837] 2:27:39	good. They're organized.
[2838] 2:27:42	They're they they know how to to raise
[2839] 2:27:47	funds for digging. you know, they're ve
[2840] 2:27:49	a lot of a lot of archaeologists have
[2841] 2:27:51	worked with them,
[2842] 2:27:54	but they're also very cautious typically
[2843] 2:27:57	on how they work with them because they
[2844] 2:28:00	know how ABR can distort things at
[2845] 2:28:03	times. So,
[2846] 2:28:06	um, they're not reliable essentially or
[2847] 2:28:09	reputable as it were. So, anyway, I hope
[2848] 2:28:11	that helps. Thank you for the question.
[2849] 2:28:14	Okay, I'm going to take a couple minute
[2850] 2:28:17	break, get some more coffee, and uh
[2851] 2:28:19	we'll be right back.
[2852] 2:29:59	Oh,
[2853] 2:30:04	somebody.
[2854] 2:30:11	Okay.
[2855] 2:30:15	All right. All right. All right, I'm
[2856] 2:30:17	back. I got more coffee here.
[2857] 2:30:20	10:30. Okay.
[2858] 2:30:24	10:30. What's happening at 10:30?
[2859] 2:30:32	Okay, let's take that after as we as we
[2860] 2:30:35	go along here.
[2861] 2:30:43	Um, Francis Dobs, what do you put in
[2862] 2:30:45	your coffee? Nothing. I I drink it
[2863] 2:30:47	black.
[2864] 2:30:51	Black.
[2865] 2:30:57	Caffeine must flow.
[2866] 2:31:04	All right. Uh we got here another super
[2867] 2:31:06	chat here from uh looks like Oliver
[2868] 2:31:08	Hoover
[2869] 2:31:11	next.
[2870] 2:31:13	Oh, wait. We got some more. Sorry,
[2871] 2:31:15	they're not next. Uh, next one here is
[2872] 2:31:17	actually by Mrs. Mr. Trash Rat. Okay,
[2873] 2:31:21	next. Uh, Mr. Trash Rat. Uh, Mr. Mrs.
[2874] 2:31:24	Faulk, do you fear each other dying? If
[2875] 2:31:28	so, how do you deal with it? If not,
[2876] 2:31:30	why? And how? What happens to married
[2877] 2:31:33	couples in the hereafter?
[2878] 2:31:38	Okay. Um, as one married couple to
[2879] 2:31:41	another, yeah, we fear our spouse dying.
[2880] 2:31:45	uh we don't ever want to go through
[2881] 2:31:47	that. Nobody ever wants to go through a
[2882] 2:31:49	spouse dying.
[2883] 2:31:50	It is going to happen though.
[2884] 2:31:53	So
[2885] 2:31:55	you plan for it. You try to make sure
[2886] 2:31:58	the other person is cared for.
[2887] 2:32:01	Um you do the best you can with what God
[2888] 2:32:03	has given you to do it. And what happens
[2889] 2:32:07	in the hereafter is you become good
[2890] 2:32:09	friends. Okay? You know, uh,
[2891] 2:32:14	here's the thing. You know, married
[2892] 2:32:16	couples cease being in that married
[2893] 2:32:19	sexual union
[2894] 2:32:21	after in in the in the hereafter. But
[2895] 2:32:24	the relationship goes on.
[2896] 2:32:27	You know, you just become better friends
[2897] 2:32:29	in the in the hereafter. At least if you
[2898] 2:32:31	were friends in this this existence.
[2899] 2:32:36	You don't you're not always sure with
[2900] 2:32:37	all marriages, but um but yeah, you're
[2901] 2:32:40	if you're both saved and you're both
[2902] 2:32:42	friends in this um you know, my my wife
[2903] 2:32:47	is my best friend.
[2904] 2:32:50	You know, if she goes first, I'm going
[2905] 2:32:52	to really miss her.
[2906] 2:32:55	But it will be in the in the afterlife,
[2907] 2:32:59	we will be the best of friends because
[2908] 2:33:00	we're the best of friends here. So
[2909] 2:33:04	that's what happens in the afterlife.
[2910] 2:33:05	Your relationships is what you take into
[2911] 2:33:07	the afterlife.
[2912] 2:33:09	You're not going to take gold. You're
[2913] 2:33:11	not going to take money. You're not
[2914] 2:33:12	going to take crypto.
[2915] 2:33:15	Uh what you're going to take into the
[2916] 2:33:16	afterlife is your relationships.
[2917] 2:33:19	That's what you're taking into the
[2918] 2:33:20	afterlife.
[2919] 2:33:22	And the most important relationship you
[2920] 2:33:24	have on planet Earth is the relationship
[2921] 2:33:29	between after after your relationship
[2922] 2:33:31	with Christ is your relationship with
[2923] 2:33:33	your spouse.
[2924] 2:33:36	So
[2925] 2:33:37	yes, your wife is not going to have the
[2926] 2:33:39	same relationship that you have with say
[2927] 2:33:41	Christ in the afterlife, but you're
[2928] 2:33:43	going to have a very strong relationship
[2929] 2:33:44	in the afterlife, stronger than you had
[2930] 2:33:47	probably here on earth. So
[2931] 2:33:56	>> yeah, that's a good way of saying it.
[2932] 2:34:02	keeps learning says, "Is it like when
[2933] 2:34:04	you're in church, you act more like more
[2934] 2:34:07	more like as siblings in faith?" Yeah,
[2935] 2:34:10	brothers and sisters, but you know, the
[2936] 2:34:12	fact is that your relationship with your
[2937] 2:34:14	spouse in the afterlife is probably
[2938] 2:34:18	going to be stronger
[2939] 2:34:20	than say your actual siblings or your
[2940] 2:34:25	the fellow people that you go to church
[2941] 2:34:27	with. It will be this the the closest
[2942] 2:34:30	relationship you have in heaven after
[2943] 2:34:33	that of your Lord.
[2944] 2:34:36	So
[2945] 2:34:38	So absolutely there will be um you know
[2946] 2:34:42	you're not bound by marriage in a sexual
[2947] 2:34:45	sense cuz we'll be like the angels
[2948] 2:34:49	neither given in marriage or taking in
[2949] 2:34:51	marriage. But
[2950] 2:34:54	that doesn't mean that that the
[2951] 2:34:55	relationship doesn't go on.
[2952] 2:34:58	That's the one thing we are taking to
[2953] 2:35:00	heaven with us is our relationships. So
[2954] 2:35:03	anyway, Mr. Trash Rat, I hope that
[2955] 2:35:05	helped. Thank you very much for the uh
[2956] 2:35:08	um super chat and I hope you have a
[2957] 2:35:10	great Christmas.
[2958] 2:35:16	Okay, next one is
[2959] 2:35:32	Okay, next one here is from
[2960] 2:35:37	uh
[2961] 2:35:41	Pusare
[2962] 2:35:43	for $4.99. Thank you for the super chat.
[2963] 2:35:49	Sorry. Uh, thoughts on Micah 55-6. How
[2964] 2:35:53	does this relate to Jesus? Well, let's
[2965] 2:35:54	take a look.
[2966] 2:35:56	Micah.
[2967] 2:36:04	Micah
[2968] 2:36:06	5-6.
[2969] 2:36:08	Okay.
[2970] 2:36:15	And we will actually start with verse
[2971] 2:36:17	four.
[2972] 2:36:19	and he will arise and shepherd his flock
[2973] 2:36:21	in the strength of the Lord in the
[2974] 2:36:23	majesty of the name of the Lord his God.
[2975] 2:36:27	And they will remain because at the time
[2976] 2:36:29	he will be great to the ends of the
[2977] 2:36:31	earth. And this one will be our peace
[2978] 2:36:34	when the Assyrian invades our land when
[2979] 2:36:36	he tramples on on our citadels.
[2980] 2:36:39	Then we will rise against him seven
[2981] 2:36:42	shepherds and eight leaders of men.
[2982] 2:36:45	And they will shepherd the land of
[2983] 2:36:48	Assyria with the sword, the land of
[2984] 2:36:51	Nimrod at its entrances. He will deliver
[2985] 2:36:53	us from the Assyrian when he attacks our
[2986] 2:36:56	land and when he is trampled on our
[2987] 2:36:59	territory.
[2988] 2:37:01	Okay.
[2989] 2:37:05	So
[2990] 2:37:12	yeah. Okay. So there is there is a there
[2991] 2:37:13	is a messianic but it uh the messianic
[2992] 2:37:16	starts at uh verse two. But as for you
[2993] 2:37:19	Bethlehem Epheretha too little to be
[2994] 2:37:22	among the clans of Judah from you one
[2995] 2:37:25	will go forth for me to be a ruler in
[2996] 2:37:28	Israel. So there's your messianic
[2997] 2:37:31	uh that's your messianic prophecy right
[2998] 2:37:34	now that the Messiah will be born in me
[2999] 2:37:36	in Bethlehem. His goings are from long
[3000] 2:37:39	ago from the days of eternity. So
[3001] 2:37:42	there's more messianic right there.
[3002] 2:37:46	So here's what's what's going on when we
[3003] 2:37:48	get to actually verses five and six
[3004] 2:37:53	is that what you have here is a
[3005] 2:37:55	contingent.
[3006] 2:37:57	So this this is the Messiah that's going
[3007] 2:38:00	to protect his people,
[3008] 2:38:03	you know, and it also predicts in verse
[3009] 2:38:06	three that the remainder remainder of
[3010] 2:38:07	his brethren will return to the sons of
[3011] 2:38:09	Israel. Okay, so he's going to be
[3012] 2:38:13	protector of the land, you know,
[3013] 2:38:15	protector of their their cities.
[3014] 2:38:19	Okay.
[3015] 2:38:21	So that's what's sort of going on here
[3016] 2:38:23	is that that it's not saying that
[3017] 2:38:25	Assyria is going to invade after
[3018] 2:38:28	Messiah, but should
[3019] 2:38:31	they invade, he will protect
[3020] 2:38:38	and that they will, you know, rise with
[3021] 2:38:41	their Messiah to protect
[3022] 2:38:49	So, so that's what's really going on
[3023] 2:38:52	here is that
[3024] 2:38:54	um it relates to this is this is the
[3025] 2:38:56	what's called sometimes the
[3026] 2:38:59	um
[3027] 2:39:01	um the warrior god motif
[3028] 2:39:04	where where god is not just say a uh
[3029] 2:39:09	somebody who saves but someone who who
[3030] 2:39:11	who pro protects and shepherds his
[3031] 2:39:15	people.
[3032] 2:39:18	So, so this is the this is the the the
[3033] 2:39:21	prophecy of the the rise of a ruler from
[3034] 2:39:25	Bethlehem, Ephertha, and who will then
[3035] 2:39:30	basically protect his people. So,
[3036] 2:39:35	so that's essentially what's going on
[3037] 2:39:36	here. It's it's it's more the idea that
[3038] 2:39:41	that
[3039] 2:39:43	the Lord, you know, through his Messiah
[3040] 2:39:45	will be the ruler of Israel. He will be
[3041] 2:39:49	the one who protects the Israelites like
[3042] 2:39:53	they're his own. That they will come
[3043] 2:39:55	together in unity behind him. And that
[3044] 2:39:58	if they are ever attacked,
[3045] 2:40:01	there's there's protection.
[3046] 2:40:06	So, hope that helps. Thank you very much
[3047] 2:40:08	for the super chat. Very much
[3048] 2:40:09	appreciated.
[3049] 2:40:16	All right, let's take some more AT
[3050] 2:40:17	ministries ones here.
[3051] 2:40:22	How does Saul being king and Samuel
[3052] 2:40:24	being judged at the same time work?
[3053] 2:40:27	Oh, easily. Uh,
[3054] 2:40:32	okay. Samuel was the last judge. Okay.
[3055] 2:40:36	He's the judge that saw the transition
[3056] 2:40:38	to the king.
[3057] 2:40:40	Now,
[3058] 2:40:44	a judge is sort of an arbiter, an
[3059] 2:40:48	arbiter of justice. Okay? So, judges
[3060] 2:40:52	were not so much kings, although they
[3061] 2:40:55	could act sometimes like kings, but
[3062] 2:40:58	judges were were typically arbitrers of
[3063] 2:41:01	justice. So they basically resolved
[3064] 2:41:04	disputes.
[3065] 2:41:06	They because back in the time of the
[3066] 2:41:08	judges there was no king to settle
[3067] 2:41:10	disputes. There were no courts.
[3068] 2:41:14	So these basically important community
[3069] 2:41:17	leaders which were the judges some were
[3070] 2:41:20	prophets.
[3071] 2:41:22	They acted as the arbiters of disputes.
[3072] 2:41:26	Okay. Saul being king didn't take away
[3073] 2:41:29	from Samuel's effectiveness as an
[3074] 2:41:32	arbiter of disputes.
[3075] 2:41:34	So
[3076] 2:41:36	um the two could work together at the
[3077] 2:41:39	same time. Now Saul was not a very good
[3078] 2:41:42	king. He was actually not a very good
[3079] 2:41:46	king at all. So Saul didn't always arbit
[3080] 2:41:51	didn't always resolve disputes.
[3081] 2:41:54	he was more interested in fighting in
[3082] 2:41:55	the Philistines.
[3083] 2:41:58	Uh Saul was very much engaged in the
[3084] 2:42:00	wars, in the agricultural wars. So
[3085] 2:42:05	he sort of left that up to to Samuel
[3086] 2:42:09	later on. This is going to become a a a
[3087] 2:42:12	sore spot where kings stop arbitraring
[3088] 2:42:17	disputes. And we see this for example
[3089] 2:42:22	where um Abselon in the Absalon
[3090] 2:42:24	rebellion
[3091] 2:42:26	Abselon uses the fact that David is no
[3092] 2:42:29	longer arbitrating disputes
[3093] 2:42:32	to show he's a just king unlike David.
[3094] 2:42:37	So,
[3095] 2:42:42	so yeah, there's there's that.
[3096] 2:42:48	Deduce a dude. If Saul was not a good
[3097] 2:42:50	king, why was he chosen?
[3098] 2:42:52	Because he's the sort of king Israel
[3099] 2:42:54	wanted.
[3100] 2:42:58	Okay, here's the here's the thing. When
[3101] 2:43:00	when Saul was chosen as king,
[3102] 2:43:04	Israel wanted a king like the other
[3103] 2:43:08	nations.
[3104] 2:43:12	God gave him a king like the other
[3105] 2:43:16	nations.
[3106] 2:43:21	>> Those were not good kings.
[3107] 2:43:31	Dude, you got it right here. Tall,
[3108] 2:43:34	confident, good-looking. Yeah.
[3109] 2:43:38	Yeah. That's the sort of king the
[3110] 2:43:40	Israelites wanted. Tall, confident,
[3111] 2:43:43	good-looking.
[3112] 2:43:46	Pro-ep pride. Yep.
[3113] 2:43:49	Exactly.
[3114] 2:43:54	So uh
[3115] 2:43:58	so yeah they were um yeah and he he
[3116] 2:44:02	acted exactly like
[3117] 2:44:05	not completely like it there was there
[3118] 2:44:07	was some some I mean Saul had some
[3119] 2:44:09	boundaries. Okay.
[3120] 2:44:11	Uh Saul did not collect many wives.
[3121] 2:44:15	He was one of those he he he in some
[3122] 2:44:18	ways kept certain aspects of the law
[3123] 2:44:20	pretty well.
[3124] 2:44:22	Um he did not collect much gold. He was
[3125] 2:44:26	not known for his uh collecting of wives
[3126] 2:44:30	unlike his his successors.
[3127] 2:44:34	His horses yeah his horse collection got
[3128] 2:44:36	out of control. Okay. But
[3129] 2:44:40	uh but yeah, he was very much the sort
[3130] 2:44:43	of king Israel wanted.
[3131] 2:44:46	And it was basically a way of showing
[3132] 2:44:48	Israel, yeah, you got what you wanted,
[3133] 2:44:50	but it's not what you needed.
[3134] 2:44:53	Okay? So, so that's that's why
[3135] 2:44:58	that's why Saul was anointed because
[3136] 2:45:00	it's what Israel wanted.
[3137] 2:45:05	All right, let's move on the next one
[3138] 2:45:06	here.
[3139] 2:45:08	So, next one here.
[3140] 2:45:12	How do we know when the Bible talks
[3141] 2:45:13	about Kish versus Kush? Okay, context.
[3142] 2:45:18	It's the only way we can know. They're
[3143] 2:45:20	spelled the exact same way.
[3144] 2:45:23	This is the problem. Uh
[3145] 2:45:28	early
[3146] 2:45:30	uh early classical biblical Hebrew did
[3147] 2:45:32	not have vowels.
[3148] 2:45:35	So,
[3149] 2:45:36	the spelling of Kish and the spelling of
[3150] 2:45:38	of Kush looked exactly the same. It's
[3151] 2:45:42	only later on where they start adding
[3152] 2:45:44	vowels to the consonants
[3153] 2:45:48	and by by that point the distinction
[3154] 2:45:52	between kish and kush was very blurred.
[3155] 2:45:54	Okay,
[3156] 2:45:56	but context is going to tell you which
[3157] 2:45:58	one's which. Okay, so if it's coming out
[3158] 2:46:02	of Africa
[3159] 2:46:04	or if it's a people that that originated
[3160] 2:46:06	in Africa, it's going to be Kush. If
[3161] 2:46:08	it's people uh originating in
[3162] 2:46:11	Mesopotamia or in Syria, it's going to
[3163] 2:46:14	be kish. And that's how you can tell the
[3164] 2:46:17	difference.
[3165] 2:46:19	But it's sometimes is going to take some
[3166] 2:46:21	discernment to do that. So,
[3167] 2:46:26	so
[3168] 2:46:28	um that's how we can tell. It's context
[3169] 2:46:30	context context context.
[3170] 2:46:33	And there is no kish by the way in
[3171] 2:46:36	Arabia. All right. Just just laying that
[3172] 2:46:38	out there. Again, that's Genesis 10,
