[0] 0:00	[Music] n
[1134] 2:15:52	velocirabbit do uh Club I believe but um very few people go to
[1135] 2:16:00	it okay so now you know about Velo
[1136] 2:16:06	rabbit as far as Mr EC he's just he's the puppet in the back there that does the could be stuff on some of the
[1137] 2:16:12	popcorn reviews okay so he's the sign of of uh
[1138] 2:16:18	or the symbol of the empty conjecture so whenever you see velocir
[1139] 2:16:25	uh sorry Mr EC Mr empty conjecture pop up he is uh he's the symbol of all of
[1140] 2:16:34	that sort of sterile um conjecture empty conjecture you name
[1141] 2:16:43	it okay so that's a bit about the lore this
[1142] 2:16:48	channel has full of lore in fact we even did a whole video Once on channel lore
[1143] 2:16:55	so yeah we're going to have to do another update cuz we've had some more lore come up like Chad
[1144] 2:17:01	GPT yeah that one is
[1145] 2:17:07	hysterical but yeah if you want to know more about about the lore we have a whole video on Ancient Egypt and the
[1146] 2:17:14	Bible lore
[1147] 2:17:19	so okay so next Super Chat
[1148] 2:17:25	here is from jcm for $10 thank you for the Super Chat both Moses and Elijah
[1149] 2:17:31	climbed Mount Horeb to commune with God were they talking to Jesus during the
[1150] 2:17:38	Transfiguration or was the Transfiguration just another way of saying of Jesus saying he's
[1151] 2:17:46	God um that's a tough question because I'm not
[1152] 2:17:53	sure how that relates to mount horb
[1153] 2:17:58	uh Mount horb is Mount Si it's the same
[1154] 2:18:04	thing so so that's what what's meant by Mount horb it's Mount
[1155] 2:18:09	Si so Moses and Elijah climb Mount horb to commune with God
[1156] 2:18:15	okay were they talking to Jesus during the Transfiguration
[1157] 2:18:21	or was the Transfiguration just another way of saying of Jesus saying he's God
[1158] 2:18:26	uh it is a demonstration of his divinity that's really what it's what what the point of the Transfiguration is it's the
[1159] 2:18:34	demonstration of the Divinity of Jesus and Moses and Elijah are there to
[1160] 2:18:42	basically put their stamp of approval on Jesus basically saying yeah we know this
[1161] 2:18:50	guy yeah yeah we know this guy so that's that's the reason Moses
[1162] 2:18:57	and Elijah are there is to give the basically the prophetic stamp of
[1163] 2:19:03	approval yeah people won't believe believe God puts a stamp of approval on Jesus but they'll believe Moses and
[1164] 2:19:09	Elijah right it's kind of backward thinking but
[1165] 2:19:14	is the way human beings do think God I'm not that familiar with
[1166] 2:19:19	this Moses guy yeah yeah sure they knew [Laughter]
[1167] 2:19:29	Moses so Jesus getting his blue check mark yeah that's pretty much what it is
[1168] 2:19:37	that's what the Transfiguration is it's it's Jesus getting his blue check
[1169] 2:19:43	[Laughter] mark old prophit style
[1170] 2:19:50	how do you know a guy's a prophet another Prophet vouches for
[1171] 2:19:56	you yeah how do you know some um some guy is an apostle another Apostle will
[1172] 2:20:03	vouches for
[1173] 2:20:14	you so yeah this is this is this is the this is the blue check mark for messiah
[1174] 2:20:20	ship how do you know Jesus is the Messiah well
[1175] 2:20:25	Elijah and and Moses show up and they talk to the apostles
[1176] 2:20:32	okay there you go there's your [Laughter] Messiah he so yeah that's that's
[1177] 2:20:39	essentially so that's essentially what's going on there okay next
[1178] 2:20:48	one is from BC for $10 a Australian thank you for the Super Chat and he asks did any
[1179] 2:20:56	Asian did any Nation other than Israel have prophecies where non-believing
[1180] 2:21:02	nations would be blessed and reconciled through them Israel seems to be unique
[1181] 2:21:07	in this kind of thing along with their self-deprecation
[1182] 2:21:13	um no not that I know of
[1183] 2:21:21	yeah yeah you don't see this in in the National Prophecies of other countries
[1184] 2:21:28	which is really interesting let's just take for example
[1185] 2:21:33	Egypt okay um they had prophecies but it did
[1186] 2:21:41	concern the welfare of the Egyptian
[1187] 2:21:47	State there's basically and and Egypt sort of had this uh this
[1188] 2:21:54	sort of hierarchy where you had Egypt you had
[1189] 2:22:00	the land the two lands and then you had everything outside the two
[1190] 2:22:06	lands and that were those were places of chaos those were places of of savagery
[1191] 2:22:12	and barbarism um and then anything outside of those I mean that's that's there be
[1192] 2:22:18	dragons out there
[1193] 2:22:24	okay so there were no prophecies in Egypt that say would have
[1194] 2:22:31	been um regarding foreign Nations being
[1195] 2:22:37	reconciled or healed through them that wasn't a thing that wasn't a thing in
[1196] 2:22:42	Egypt wasn't a thing in mamia no you didn't heal your your
[1197] 2:22:49	foreign Nations they were the en eny foreign nations were the
[1198] 2:22:54	enemies so so yeah
[1199] 2:23:01	um yeah you didn't get you didn't get very much uh uh of that Israel seems to
[1200] 2:23:07	be unique about this Israel seems to be unique that it sort of had
[1201] 2:23:15	a um
[1202] 2:23:21	a it had two views on on na on the foreign Nations
[1203] 2:23:27	okay one where they were supposed to evangelize to the for Nations you know
[1204] 2:23:32	bring God to the other nations okay uh so that God would save them but you also
[1205] 2:23:39	had this view within Israel where foreign nations were also aggressors so you had that view also
[1206] 2:23:51	so Israel didn't just have one view of of foreign nations of the
[1207] 2:23:58	non-believing Nations it would have it had several some would be reconciled
[1208] 2:24:04	some wouldn't so so we have to be kind of careful
[1209] 2:24:12	there that you know not to be not to just say blanket that Israel
[1210] 2:24:18	had this um to the exclusion of other views okay
[1211] 2:24:28	so Israel had both you know reconciling for non-believing Nations as well as
[1212] 2:24:36	judgment upon non-believing Nations but it is the case too that the
[1213] 2:24:42	other nations didn't have uh
[1214] 2:24:47	similar the other nations didn't have a view of reconciliation so I hope that helps
[1215] 2:24:53	thank you very much for the Super Chat very much
[1216] 2:25:08	appreciated and next one here is from exegetical apologetics for $10 thank you
[1217] 2:25:14	very much for the Super Chat how should we use sources like newsy and amarna responsibly in exegesis
[1218] 2:25:22	thank you folks for what you do well you are most welcome uh
[1219] 2:25:29	basically we should use these as historical sources just like any other source okay and I think we should even
[1220] 2:25:38	use the Bible as a responsible historical Source you know don't take everything face value same
[1221] 2:25:45	here don't think everything face value you there's there's things in these
[1222] 2:25:51	sources that can mislead you like hyperbole there are hyperboles in these
[1223] 2:25:57	sources so you kind of got to be a little cautious of that too
[1224] 2:26:08	no now um they can be a really good source of
[1225] 2:26:14	information like we wouldn't know about the Amorite conquest of the northern lant if it had not been for thear
[1226] 2:26:22	letters we would be guessing how that happened cu the imar letters really do
[1227] 2:26:30	spell out how the amorites sort of take over now I don't have a collection of
[1228] 2:26:36	the text from news and I should probably Rectify that so um I did some work with some
[1229] 2:26:44	newsy beads once that was kind of interesting
[1230] 2:26:51	but the IMM marats are our most important source for
[1231] 2:26:57	say uh the Levant in that 14 Mid 14th century
[1232] 2:27:04	period it's our most most most important Source by
[1233] 2:27:11	far so basically the way we should use this responsibly is use them in their
[1234] 2:27:17	context use them in the context use the in its context and if you've got the two
[1235] 2:27:22	in context the one can inform the other like for example here's here's a
[1236] 2:27:28	perfect example from the Amaral letters that Amorite Conquest that Amorite Conquest you know
[1237] 2:27:35	begins in the 14th century probably the early 14th century but it does begin in the 14th
[1238] 2:27:42	century and they're spreading out well okay they're spreading out all across the northern
[1239] 2:27:48	Levant at least in the Amar letters essentially from bos to heshbon okay
[1240] 2:27:53	that's that's what we that's what the that's the Insight that the Amor letters give us now we
[1241] 2:28:01	come to the biblical records and we can start seeing that when the Israelites come into the land
[1242] 2:28:08	they're fighting amorites you all the cities that they are attacking they're Amorite
[1243] 2:28:16	strongholds you know Jericho Jerusalem you know heon eglon um deir you know
[1244] 2:28:24	these these These are these are um these are Amorite
[1245] 2:28:29	strongholds so knowing the Amar letters gives us a
[1246] 2:28:35	greater insight into the situation that led up to the Israelite conquest and
[1247] 2:28:43	from the other side so in in this case we've got in the
[1248] 2:28:48	maral letters we got the opposite perspective of how that Amorite Conquest
[1249] 2:28:53	took place and frankly all the letters that the Canaanite cities were sending the
[1250] 2:29:00	Egyptians saying hey stop these amorites you know they're they're they're rampaging our cities you know we're
[1251] 2:29:08	we're loyal to you King aanan you know send your troops so we
[1252] 2:29:14	can fight off these amorites
[1253] 2:29:22	Mama have you memorized the Amaral letters just curious no I haven't there's there's over 300 of them
[1254] 2:29:29	there's over 300 of them so no I haven't memorized
[1255] 2:29:40	them uh mama says you've mentioned them so often I would not be at all surprised well here's the thing about um them
[1256] 2:29:48	there are some that come up over and over over and over again so it's kind of like this the Amar
[1257] 2:29:55	letters like any text you know some textes you just encounter so often and
[1258] 2:30:01	so frequently uh like the appware Papyrus you see that all the time and
[1259] 2:30:07	you read it frequently so at some point then you sort of get okay I recognize
[1260] 2:30:13	this one like for example uh when we talked about the Luca earlier you know it's
[1261] 2:30:20	mentioned in LMR 38 okay yeah you it's it's a common data
[1262] 2:30:27	point so you just know it's in LM 38 so
[1263] 2:30:32	it's just like becoming familiar with any Source you know you you you study it enough and you look at it enough and you
[1264] 2:30:39	read it enough that yeah it sort of gets imprinted on you you you don't have to memorize it to do that
[1265] 2:30:54	so um so then that's that's why we sort of come to that
[1266] 2:31:01	conclusion so but that's that's what I would do here is you know that's how you should use these resources you use these
[1267] 2:31:07	resources to construct histories of their own and then you construct the Bible in
[1268] 2:31:15	context and then you can compare the two and do your exeresis from that
[1269] 2:31:20	okay so I hope that helps thank you much for the Super Chat very much
[1270] 2:31:27	appreciated okay jcm for $5 thank you for the Super Chat and let's pull up our Bible here uh
[1271] 2:31:36	1 Peter 3 3-4 1 Timothy 2:9 what's wrong with braided
[1272] 2:31:44	hair okay let's look at First Peter
[1273] 2:31:51	three 3 to four and let your not let not your adornment be merely external
[1274] 2:31:58	braided braiding the hair and wearing golden jewelry or putting on dresses but let it be the hidden person of the heart
[1275] 2:32:06	with the imperishable quality of a gentle quiet Spirit which is precious in
[1276] 2:32:12	the sight of God okay I think that one's kind of self-explanatory it's not the braiding
[1277] 2:32:19	of the hair or the wearing a jewelry not this particular passage or even putting on
[1278] 2:32:25	dresses yes ladies don't go to church in your underwear alone dresses are a good
[1279] 2:32:30	thing to put on or pants put on at least some
[1280] 2:32:38	pants this is not saying don't wear clothes we're not fringy
[1281] 2:32:52	okay close the church is a good thing yes and dressing up is fine and
[1282] 2:33:00	dressing up is fine okay dressing up is fine here's the thing it's this is
[1283] 2:33:05	talking about the obsession with it okay this particular passage is
[1284] 2:33:10	talking about the obsession with these things the obsession with braided hair
[1285] 2:33:16	the obsession with wearing gold jewelry the obs session with cloes so that's
[1286] 2:33:22	really what we're talking about here yeah you don't want to spend
[1287] 2:33:29	$100,000 on a dress while people are starving it's probably not a good use of Kingdom resources
[1288] 2:33:36	okay okay let's take a look at First Timothy and see if the context is any different
[1289] 2:33:41	there first Timothy 2 verse 9
[1290] 2:33:51	likewise I want women to Adorn themselves with proper clothing modestly and discreetly not with braided hair or
[1291] 2:33:59	gold or pearls or costly garments but rather by means of good works as befits
[1292] 2:34:05	women making a claim to Godliness okay again the point here is
[1293] 2:34:12	not that these things are bad okay proper clothing not no clothing not
[1294] 2:34:21	really expensive clothing but proper clothing modestly and discreetly not
[1295] 2:34:27	with braided hair or gold or pearls or cost governments and all those things are okay again it's the obsession with
[1296] 2:34:36	them he would rather see see women clothed with good
[1297] 2:34:41	works and clothing proper clothing um rather than seeing people
[1298] 2:34:50	obsessed with these trappings of wealth trappings of beauty okay he doesn't want
[1299] 2:34:56	the external beauty okay he wants the internal beauty
[1300] 2:35:02	and that's the point here this is not about again braid hair nothing wrong
[1301] 2:35:08	with braided hair there's nothing wrong with gold nothing wrong with pearls
[1302] 2:35:13	remember Book of Revelation has pearls for Gates okay streets paved with gold
[1303] 2:35:20	filling materials yeah it's what's worth it's rotar yeah Go's
[1304] 2:35:33	rotar so it's it's it's really here the focus is not on the hair it's not on the
[1305] 2:35:40	braided hair nothing's wrong with braided hair but you don't want to be obsessed
[1306] 2:35:45	with it either so that's sort of what it comes down to uh bubble
[1307] 2:35:56	machine but that would mean I would have to swallow my [Laughter]
[1308] 2:36:01	pride yeah Pride can be difficult to
[1309] 2:36:12	swallow yeah so that I mean that's what it's talking about it's talking here about the obsession with these things
[1310] 2:36:18	they're not inherently bad so you know just take just keep that
[1311] 2:36:24	in mind it's and this is not even so much a cultural thing this is just a a
[1312] 2:36:29	just a you know good sense thing it's a good sense thing so I hope that helps thank you
[1313] 2:36:35	much for the Super Chat very much
[1314] 2:36:45	appreciated Thomas Perez for $499 thank you for the Super Chat
[1315] 2:36:52	uh he asks how do practitioners of Orthodox Judaism typically interpret Genesis 2818 let's take a look at
[1316] 2:36:59	that I think I know the passage but let's make
[1317] 2:37:12	sure okay and it says 28 or 2218 sorry
[1318] 2:37:21	22 18 okay and it says and in your seed all
[1319] 2:37:29	the nations of the Earth shall be blessed because you have obeyed my voice all
[1320] 2:37:35	right how practitioners of Orthodox Judaism interpret this is that your seed
[1321] 2:37:43	is the nation of Israel that's how they interpreted it's
[1322] 2:37:48	how they interpret gen 3:15 to the seed of the woman so for them the seed of the
[1323] 2:37:53	woman is the nation Israel that's what it is in Orthodox
[1324] 2:37:59	Judaism and that makes perfectly logical sense with given their um their hermeneutical
[1325] 2:38:06	model so that's really what how they're going to interpret this so that means
[1326] 2:38:13	you can only be blessed by becoming a Orthodox Jew
[1327] 2:38:20	that's also works very well for them okay
[1328] 2:38:27	so so that's that's really how they're going to interpret this they're going to interpret this as the nation
[1329] 2:38:33	Israel so it's it's doesn't get much more complicated than that so I hope
[1330] 2:38:38	that helps thank you very much for the Super Chat very much appreciated
[1331] 2:38:50	okay next
[1332] 2:39:00	one uh thank you Jack Ray for another 10 Egypt in the Bible memberships thank you so much for your support of the channel
[1333] 2:39:06	be so very much appreciated Jonathan Walker for $10
[1334] 2:39:12	thank you for the Super Chat what's your opinion on the
[1335] 2:39:17	variations and ages of the fathers in Genesis 5 and 11 for the context
[1336] 2:39:25	below okay the Septuagint that's the lxx has
[1337] 2:39:32	100 plus more years than the other two I've also noticed the numbers digress
[1338] 2:39:39	after more after Noah into three different timelines by teras by Terra
[1339] 2:39:45	death to8 2083 sept okay um I don't know what
[1340] 2:39:52	you mean by to uh t h o t um I know the
[1341] 2:39:58	Samaritan penit and then the sagent um are you talking there about
[1342] 2:40:05	the Hebrew Testament okay that's what you mean so you're you're be saying there the Maser text yeah the common the
[1343] 2:40:11	common abbreviation for the Hebrew Old Testament is the Mt the mastic text okay
[1344] 2:40:18	so
[1345] 2:40:23	um yeah they they are they are different they are definitely different the the
[1346] 2:40:29	three um the three revisions the three variants the text types these are called
[1347] 2:40:35	um text families or text types and they break down into three
[1348] 2:40:40	lines of of text types the Maser text the septu agent and the Samaritan penit
[1349] 2:40:49	okay um so if you add up the timelines
[1350] 2:40:55	they're going to add up to different years okay that's just but at the same time too I don't
[1351] 2:41:02	think you can add them up that way either I think that's a very problematic
[1352] 2:41:08	way of of doing it okay so I think that the the the
[1353] 2:41:14	variations of the ages of the fathers is is something that we find in a lot of
[1354] 2:41:20	texts in the Bible it's not just Genesis 5:1 various manuscripts will have
[1355] 2:41:26	various different textual variations for
[1356] 2:41:32	numbers now we don't know why numbers are particularly under stress in this
[1357] 2:41:37	way but it does seem to be true uh like for example even First
[1358] 2:41:43	Kings like a text like First Kings uh First Kings 6 um
[1359] 2:41:49	um First Kings 61 uh where it talks about the 480th year after The Exodus well in the septu
[1360] 2:41:57	agent it's 440 so there are some texts uh
[1361] 2:42:04	particularly numeric texts that are given to these changes in numbers we
[1362] 2:42:09	don't exactly know why we don't know why we don't even know when it was
[1363] 2:42:14	done it could have happened way back in Antiquity for all we know and we just
[1364] 2:42:20	we're just only seeing the final results of that
[1365] 2:42:27	so so when you're talking about the various text families the text
[1366] 2:42:32	types um there's you're going to have to take each of these ages on a case-by Case
[1367] 2:42:38	basis okay so I wouldn't take I wouldn't take the M
[1368] 2:42:45	Tex face value but I wouldn't necessar neily take the subaran penit or the septu to face
[1369] 2:42:53	value either this is where the the task of uh text criticism becomes particularly
[1370] 2:43:01	important you want going to take each of those Patriarchs and you're going to
[1371] 2:43:06	compare the texts you're going to compare the texts and then take the option that's most
[1372] 2:43:14	likely now I think for a lot of these the septu agent is going to be the better reading
[1373] 2:43:22	but it isn't always the better reading and that's the problem here sometimes
[1374] 2:43:27	the Samaritan penit is going to be the better reading but you can't know that until
[1375] 2:43:33	you start doing the te lower text critical work on this and why do I say lower text
[1376] 2:43:40	critical work because bugs [Laughter]
[1377] 2:43:47	Kip okay so he hates that
[1378] 2:43:53	term all right but anyway you're going to have to compare the texts and come up with
[1379] 2:44:00	what's the right reading between them so that's really where I sort of stand
[1380] 2:44:07	on that whole text critical issue regarding the ages of the of the Patriarchs and Genesis 5 and
[1381] 2:44:14	11 again case-by case basis use the best reading for from all three manuscripts
[1382] 2:44:20	all three text types okay so thank you very much for the Super Chat very much appreciate it and I hope that
[1383] 2:44:29	helps uh Jonathan Walker I found it more interesting that the totals of each person were consistent up the Enoch
[1384] 2:44:34	thank you anyway I have an Excel on the charts for comparison there's there's a
[1385] 2:44:40	lot more to it than just looking at the numbers okay um we have one of the
[1386] 2:44:47	things we have to kind of understand too is that some of
[1387] 2:44:52	these I mean all the numbers are actually words they didn't use numeric
[1388] 2:44:57	numbers they use numbers in Hebrew are words so they actually wrote out the
[1389] 2:45:03	whole word so if they wanted to spell out four they didn't use the number four they used f o r the
[1390] 2:45:11	equivalent uh in Hebrew so you have to look at the mic at
[1391] 2:45:17	the small variants of the text as well in order to do this work so it's a little more complicated than just
[1392] 2:45:24	looking at the numbers in a spreadsheet and seeing what's similar you actually have to look at the actual text variants
[1393] 2:45:32	themselves so it's it's more complicated than that
[1394] 2:45:37	okay so um so yeah there might be some um
[1395] 2:45:46	some consistency there but there's not always going to be like that and each text variant is going to have its own
[1396] 2:45:52	unique challenges so again just a word of caution there that you just can't do it
[1397] 2:45:59	just based on an Excel spreadsheet there's more to it than that okay so I hope that helped thank you very much for
[1398] 2:46:05	the Super
[1399] 2:46:13	Chat jcm for $ Five Doll what exactly is unity
[1400] 2:46:19	the only valid reason for divorce having naughty time with someone
[1401] 2:46:27	who isn't your spouse okay we want to keep this a PG-13
[1402] 2:46:38	Channel okay so um that's what it means especially
[1403] 2:46:44	having naughty time with someone who isn't your spouse
[1404] 2:46:49	yeah it's a big no no exactly Alexis big no no don't do it just
[1405] 2:46:58	don't I I mean I when was that Seminary when was that
[1406] 2:47:05	Seminary I was in one of one of Da Carson's
[1407] 2:47:14	classes and he was he basically told the whole class
[1408] 2:47:21	gentlemen keep your flies zipped and I thought to
[1409] 2:47:27	myself dang that's a sad thing to have to
[1410] 2:47:33	tell 140 seminarians you know if you have to
[1411] 2:47:38	actually say that out loud to 140
[1412] 2:47:44	seminarians there is something wrong
[1413] 2:47:53	like but that was sort of like R
[1414] 2:48:00	really almost all oh yeah oh yeah this is one of the
[1415] 2:48:07	major this is one of the major problems
[1416] 2:48:13	there's yeah there's basically yeah the two big things
[1417] 2:48:21	that um that really cause Ministries to crash is is
[1418] 2:48:29	infidelity and irregular finances yeah both of those can be big
[1419] 2:48:36	problems in ministries it's very interesting when you see what causes Ministries to fail um yeah almost all the moral
[1420] 2:48:45	failings in ministries are usually boiled down to infidelity and financial
[1421] 2:48:53	impropriety those are the two big ones okay things you would expect that aren't
[1422] 2:48:59	so big of a problem not so much of a problem is is
[1423] 2:49:05	um things such as gambling addiction um drug addiction very little
[1424] 2:49:11	of that in the in the ministry even alcoholism you know even alcoholism
[1425] 2:49:17	which you would expect to be much higher in a in a job like uh like Ministry probably very high
[1426] 2:49:23	just isn't a problem yeah probably very high just isn't a problem yeah that's that [Laughter]
[1427] 2:49:34	too but you know I mean be like you you you find like alcoholism is really high
[1428] 2:49:39	amongst writers because of the loneliness of it well pastors have the same sort of
[1429] 2:49:45	lonely conditions that they work in they a little often spend most of their
[1430] 2:49:50	workday in their office alone but alcoholism doesn't seem to be
[1431] 2:49:56	as big of an issue but that that naughty sex and naughty money
[1432] 2:50:03	oh yeah as mama says here that seems to be a real Achilles
[1433] 2:50:09	heel for for pastoral Ministry you know no Pastor should be
[1434] 2:50:14	signing his own checks okay you know no Pastor should be
[1435] 2:50:20	have instant access to the money no Pastor should have the
[1436] 2:50:27	opportunity to cheat on his wife
[1437] 2:50:33	so so there's there's there's some issues there
[1438] 2:50:39	so so but that's what unas is it's having naughty relations with somebody
[1439] 2:50:44	who isn't your spouse
[1440] 2:50:49	okay uh BC for $10 Australian thank you for the uh Super Chat so given that
[1441] 2:50:57	first century polyglotism can you speculate as to some reasons why 99% of the Gospel may be in Greek but a few
[1442] 2:51:04	phrases are in say Aramaic and Hebrew I wonder why the author did this oh it's easy Universal
[1443] 2:51:12	appeal it was already recognized at that point everyone spoke Greek everyone you could find Greek
[1444] 2:51:19	speakers from from Jerusalem to
[1445] 2:51:25	Alexandria to Rome to Spain to
[1446] 2:51:32	France it was everywhere Syria had Greek
[1447] 2:51:38	speakers uh even there were even Greek speakers in
[1448] 2:51:44	Mesopotamia Greek speakers are everywhere it was the it was it was the Ling of French
[1449] 2:51:49	of the ancient world of of the first century World Latin
[1450] 2:51:55	wasn't Latin wasn't Greek was Greek was
[1451] 2:52:00	everywhere like for example the first um like the writings of the church fathers
[1452] 2:52:06	up until the 3r century all in Greek they all wrote in
[1453] 2:52:12	Greek you know um uh IRAs Bishop of Elon
[1454] 2:52:17	sorry was it is it to was he Leon it was either him or the other guy
[1455] 2:52:25	um anyway the bishop of of of Leon I think it's Ain ass um you Leon's in
[1456] 2:52:33	France okay um but they're speaking
[1457] 2:52:39	Greek you know they're Greek speakers everywhere in in the Roman
[1458] 2:52:45	world you know they're everywhere so everyone wrote in
[1459] 2:52:52	Greek uh no Augustine was Bishop of Hippo that's uh that's in
[1460] 2:53:00	Libya um hippitus hus is the other one I think it was holus maybe it was hus who
[1461] 2:53:06	was Bishop of Leon but um it's either it's either uh irus or holus that was
[1462] 2:53:13	Bishop of of leyon but that's that's in France they're writing in
[1463] 2:53:22	Greek so you know everywhere it's absolutely
[1464] 2:53:29	everywhere and that's why they wrote in Greek because it's everywhere Hebrew was only a lurgical
[1465] 2:53:36	language at this point okay Hebrew was only a lurgical language it was used for
[1466] 2:53:44	synagogues and that was about it um Aramaic was only spoken by the local
[1467] 2:53:53	uh local um people of Judea okay uh so you know it's just
[1468] 2:54:02	not um um it's so it's just one of those
[1469] 2:54:08	things where if you were going to send out missives to to foreign populations
[1470] 2:54:14	you did it in Greek somebody in your neighborhood knew Greek okay
[1471] 2:54:21	somebody even in isolated communities somebody knew
[1472] 2:54:28	Greek yeah it's probably Ain ass but it was one of the two I could remember which
[1473] 2:54:40	one okay so everywhere but that's why they wrote in Greek because everyone
[1474] 2:54:46	spoke it kind like English today you know you send a letter to
[1475] 2:54:54	Japan okay the population of Japan is 99% Japanese
[1476] 2:55:00	speakers but someone there's going to be able to read
[1477] 2:55:06	English Okay so anyway I hope that helps thank
[1478] 2:55:13	you very much for the Super Chat very much appreciated
[1479] 2:55:21	uh Boomer for five thank you for the Super Chat what is righteous in the Old
[1480] 2:55:26	Testament Genesis 18:23 I suppose it's not being without sin as there have been
[1481] 2:55:32	must have been more than 10 infants in Sodom
[1482] 2:55:40	okay we will talk about we'll we'll read that passage and then we'll talk about what being righteous means in the Old
[1483] 2:55:47	Testament context
[1484] 2:56:00	okay uh we'll actually start here with verse uh 22 then the men turned away
[1485] 2:56:05	from there and went toward Sodom where Abraham was standing before the Lord and
[1486] 2:56:11	Abraham came near and said wilt thou in indeed sweep away the righteous with the
[1487] 2:56:16	wicked and then okay so what does it mean to be
[1488] 2:56:24	righteous one thing it doesn't mean is to just be without sin to have not
[1489] 2:56:31	committed a sin it doesn't mean that okay um the thing is that everyone
[1490] 2:56:40	is positionally under the the the the cloud
[1491] 2:56:45	of sin now this is one of those things that um that we have to understand about
[1492] 2:56:51	Old Testament theology you are responsible for your
[1493] 2:56:57	sins but you're also responsible for the sins of your father and your father's
[1494] 2:57:03	father and your father's father's father's father going all the way back
[1495] 2:57:08	to Adam you bear that entire burden that
[1496] 2:57:15	Collective debt of sin going down the
[1497] 2:57:23	generations that's a lot of sin to be responsible for so even an
[1498] 2:57:31	infant had that that that debt of responsibility over
[1499] 2:57:37	them Alexis says that is a lot of debt oh you bet that's a lot of debt
[1500] 2:57:43	yeah okay so
[1501] 2:57:54	yeah so it's it's one of those things that it's part of the of the thinking of the ancient world that debt
[1502] 2:58:02	accumulated and and they treated money debts the same way okay so this is not just this is not
[1503] 2:58:09	just uh something that happened to to send debt this was this was all
[1504] 2:58:15	kinds of debt you know you were respons for your grandpa's Financial
[1505] 2:58:21	debts your great-grandfather's financial debts your great go great-grandfather
[1506] 2:58:27	got into debt oh they came after you okay until you paid off every last
[1507] 2:58:37	penny Okay
[1508] 2:58:42	so being that there was this kind of cumulative debt on Financial things on
[1509] 2:58:50	sin just not adding to that debt
[1510] 2:58:56	doesn't mean you're righteous so an infant can't be
[1511] 2:59:03	righteous because it has made no choices it just hasn't added to that
[1512] 2:59:10	debt okay so we then get to the point here of then what does it mean to be
[1513] 2:59:18	righteous in Old Testament context what it means is that you are
[1514] 2:59:23	siding with God against sin it doesn't mean that you're
[1515] 2:59:29	sinless it doesn't mean that you haven't added to the debt it means you're siding
[1516] 2:59:34	with God against sin you're choosing God's
[1517] 2:59:40	side so when we look at Sodom the 10 righteous people have to be
[1518] 2:59:48	10 people that have sided with God against
[1519] 2:59:55	sin that's going to be a problem and they weren't
[1520] 3:00:02	there they weren't there but it's interesting though that
[1521] 3:00:09	despite that he still saves lot the only
[1522] 3:00:15	righteous person there as family who weren't
[1523] 3:00:22	righteous you know his his family were kind of scumbags
[1524] 3:00:28	okay mhm
[1525] 3:00:35	yeah yeah
[1526] 3:00:46	yeah yeah um Jonathan Walker says both young and
[1527] 3:00:52	old were at uh lot's door yeah they were yeah and lot is a terrible thing
[1528] 3:00:58	there too but he's still basically telling the men of Sodom you know why
[1529] 3:01:04	are you doing this evil thing you know he's still siding with God against
[1530] 3:01:11	sin so this is why a lot ends up getting saved it's not because he's a nice guy
[1531] 3:01:16	it's not because he's a good guy cuz he isn't okay he's neither you know he's I mean
[1532] 3:01:22	lot is a very sinful man very sinful man but he's also siding with God
[1533] 3:01:28	against sin that's what puts him in that camp of righteous it's not because he's good not because he's nice not because
[1534] 3:01:35	he's sinless but because of where he stands in relation to the thinking of
[1535] 3:01:43	God so
[1536] 3:01:50	so that's why you know that's why when we talk about say Sodom and Gomorrah and
[1537] 3:01:56	who's righteous in that Old Testament context and who isn't there's factors there that we have to do to to take into
[1538] 3:02:03	account because what we think is righteous isn't the way they thought they had very very different view of
[1539] 3:02:10	this than we tend to be in our modern day know we tend to think of righteous
[1540] 3:02:16	as someone who doesn't have sin well that's not how it worked back then it was very very much a a one of those
[1541] 3:02:25	prospects where it's not how much you sin it's how
[1542] 3:02:31	you where you side with God on it because everyone had that cumulative
[1543] 3:02:36	debt everyone this is why Jeremiah 31 makes
[1544] 3:02:42	that big deal about the image of the grapes you know CH uh the fathers ate
[1545] 3:02:49	grapes and put the children's teeth on edge it's the idea of of the acid in the
[1546] 3:02:58	grape the the fathers ate so much grapes that the acid made the children's teeth
[1547] 3:03:06	feel weird which is what happens when you eat too much grapes it makes your teeth feel
[1548] 3:03:12	weird so because the the acid from the grapes are are eating up the enamel
[1549] 3:03:19	okay so so then you've got
[1550] 3:03:24	that um that burden that Collective burden of sin that Jeremiah is talking about over and over and over again
[1551] 3:03:31	happening throughout the ages so this is why when Jeremiah 31 talks about the New Covenant it's
[1552] 3:03:38	basically saying okay yeah the New Covenant says you're only responsible
[1553] 3:03:44	for your own sins not the sins of Dad not the sins of Granddad not the sins of
[1554] 3:03:50	his dads so anyway I hope that helps explain this
[1555] 3:03:58	why there weren't 10 righteous people in Sodom because there weren't 10 people
[1556] 3:04:04	who made that choice to side with God period okay so I hope that helps thank
[1557] 3:04:10	you much to Super Chat very much appreciate
[1558] 3:04:22	all right jack Ray for $10 thank you for the Super Chat uh a mama question he's
[1559] 3:04:28	sponsoring do you think questions like these regarding sociopaths show that modern Christians perhaps think too much
[1560] 3:04:35	of the need for an emotional response to God oh yeah oh yeah uh I I do that I
